"año";"NCODI";"primDiges_hosp";"totDiges_hosp";"primDigestivo_CEP";"totDigestivo_CEP";"primCardio_hosp";"totCardio_hosp";"primCardio_CEP";"totCardio_CEP";"primDerma_hosp";"totDerma_hosp";"primDerma_CEP";"totDerma_CEP";"primNeurolog_hosp";"totNeurolog_hosp";"primNeurolog_CEP";"totNeurolog_CEP";"primPsquia_hosp";"totPsquia_hosp";"primPsquia_CEP";"totPsquia_CEP";"primRestoMed_hosp";"totRestoMed_hosp";"primRestoMed_CEP";"totRestoMed_CEP";"primCirGeneral_hosp";"totCirGeneral_hosp";"primCirGeneral_CEP";"totCirGeneral_CEP";"primTrauma_hosp";"totTrauma_hosp";"primTrauma_CEP";"totTrauma_CEP";"primGine_hosp";"totGine_hosp";"primGine_CEP";"totGine_CEP";"primOftalmo_hosp";"totOftalmo_hosp";"primOftalmo_CEP";"totOftalmo_CEP";"primOrl_hosp";"totOrl_hosp";"primOrl_CEP";"totOrl_CEP";"primUrolog_hosp";"totUrolog_hosp";"primUrolog_CEP";"totUrolog_CEP";"primRestoQuirurg_hosp";"totRestoQuirurg_hosp";"primRestoQuirurg_CEP";"totRestoQuirurg_CEP";"primPediatria_hosp";"totPediatria_hosp";"primPediatria_CEP";"totPediatria_CEP";"primPreAnest_hosp";"totPreAnest_hosp";"primPreAnest_CEP";"totPreAnest_CEP";"primRehabil_hosp";"totRehabil_hosp";"primRehabil_CEP";"totRehabil_CEP";"otrasTexto";"primOtrasConsul_hosp";"totOtrasConsul_hosp";"primOtrasConsul_CEP";"totOtrasConsul_CEP";"primTotal_hosp";"total_hosp";"primTotal_CEP";"total_CEP"
2015;990,00;1269;3697;0;0;979;2782;0;0;2729;5613;0;0;879;2752;0;0;588;5548;0;0;5038;25850;0;0;1712;4701;0;0;3521;8186;0;0;3129;11857;0;0;5284;11866;0;0;1975;4943;0;0;1196;4138;0;0;0;0;0;0;883;2648;0;0;2308;2308;0;0;3180;7304;0;0;"Otros";0;0;0;0;34670;104193;0;0
2015;680,00;1139;11547;7504;12073;1211;7184;6850;10832;2808;10085;13185;19850;816;7719;5138;8658;0;0;0;0;13778;84830;13361;23536;946;5464;3392;4567;7170;31186;12800;18670;3229;16410;20002;28444;841;19171;18090;32520;978;9406;10874;13832;1064;7388;5402;10355;7492;30419;6412;6888;4834;21814;58;58;15804;16166;30;30;4029;11970;5652;6717;"Otros";0;0;0;0;66139;290759;128750;197030
2015;411,00;865;1715;0;0;557;2154;0;0;4189;12734;0;0;179;261;0;0;0;0;0;0;4248;16375;0;0;1760;5144;0;0;8648;30381;0;0;2651;16858;0;0;0;0;0;0;2217;4345;0;0;1862;8608;0;0;1208;3458;0;0;7954;8791;0;0;3380;4096;0;0;877;1720;0;0;"Otros";0;0;0;0;40595;116640;0;0
2015;241,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;558,00;2478;6277;0;0;349;2823;1609;3861;0;0;7268;10952;2139;6244;0;0;113;4249;5767;24942;9185;57768;1701;3252;5330;10178;0;0;3900;11540;7384;11940;5730;14996;0;0;3238;11024;9104;17552;4124;10197;1740;2829;2603;8127;0;0;0;0;0;0;1744;4638;0;0;4775;4835;0;0;2352;3824;0;0;"Otros";0;0;1425;4275;48060;156720;35998;79603
2015;167,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;248,00;22;1486;0;0;2837;14531;0;0;2482;4809;0;0;1029;3773;0;0;43;103;0;0;5912;37689;0;0;701;2197;0;0;1286;9036;0;0;2942;8049;0;0;2779;3681;0;0;1542;2063;0;0;1885;2168;0;0;1513;3417;0;0;2495;8388;0;0;1302;1302;0;0;1350;15315;0;0;"Otros";711;13348;0;0;30831;131355;0;0
2015;224,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;591,00;7749;15562;0;0;7017;11833;0;0;10507;15844;0;0;6121;13844;0;0;2847;3491;0;0;55662;123324;0;0;4729;10556;0;0;16807;29315;0;0;15364;29336;0;0;24994;40677;0;0;8332;12011;0;0;6732;13477;0;0;3345;8203;0;0;3637;9194;0;0;11963;13208;0;0;9948;19657;0;0;"Otros";0;0;0;0;195754;369532;0;0
2015;586,00;1385;3851;2934;6180;1464;6240;2688;6437;3618;8116;7063;12436;2070;5465;2139;4124;5836;37807;0;0;22609;64574;14484;22518;4727;9931;4550;5995;4110;10134;7398;11694;4564;10171;5936;11270;8389;17872;9346;20494;3121;5702;5217;6722;2799;7041;4054;7916;0;0;0;0;5118;10752;212;425;10139;10583;0;0;9687;22799;1009;2584;"Otros";0;0;0;0;89636;231038;67030;118795
2015;453,00;741;1148;2444;3986;2592;3918;0;0;0;0;8874;12888;2503;6102;1291;2379;0;0;0;0;7307;12307;1704;4438;0;0;1042;1739;0;0;3382;4818;0;0;5385;6422;0;0;4722;7251;0;0;2556;3148;0;0;1327;2744;0;0;0;0;0;0;0;0;0;0;0;0;1505;2341;0;0;"Otros";0;0;0;0;14648;25816;32727;49813
2015;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;860;5508;86558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";4;4;0;0;253;864;5508;86558
2015;619,00;1220;1878;0;0;1280;1453;0;0;0;0;0;0;564;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;1040;0;0;996;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;948;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;4803;7538;0;0
2015;163,00;225;591;0;0;269;422;0;0;898;1083;0;0;351;634;0;0;0;0;0;0;2794;9035;0;0;155;455;0;0;3029;7492;0;0;0;0;0;0;1253;2864;0;0;822;1725;0;0;577;2436;0;0;1581;3744;0;0;0;0;0;0;647;1166;0;0;0;0;0;0;"Otros";0;0;0;0;12601;31647;0;0
2015;131,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;375,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;1282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;1586;0;0;"Otros";0;0;0;0;568;2868;0;0
2015;1090,00;4490;25810;0;0;3019;13984;0;0;1234;25691;14386;21214;5570;17806;0;0;725;10159;0;0;20028;134480;0;0;6372;29265;0;0;16705;55991;435;798;2849;20820;13628;39429;13119;74254;0;0;9099;21761;0;0;5586;34783;0;0;5989;20084;0;0;3520;21029;0;0;22375;22474;0;0;8634;25129;0;0;"Otros";3213;31997;0;0;132527;585517;28449;61441
2015;764,00;3261;12330;0;0;3492;13521;0;0;13916;26482;0;0;4841;16774;0;0;3019;24831;0;0;28073;143023;0;0;5696;14965;0;0;17917;47736;0;0;8994;32543;0;0;17674;62696;0;0;7712;20443;0;0;4372;17091;0;0;12687;34174;0;0;3377;15818;0;0;11819;11819;0;0;11787;26334;0;0;"Otros";0;0;0;0;158637;520580;0;0
2015;14,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;657,00;646;2027;0;0;267;628;0;0;2522;3924;0;0;0;0;0;0;811;3594;0;0;5536;19876;0;0;1530;3810;0;0;4002;9872;0;0;3428;9128;0;0;4781;11660;0;0;2632;6192;0;0;1136;4352;0;0;0;0;0;0;555;1873;0;0;2055;2350;0;0;2882;7572;0;0;"Otros";0;0;0;0;32783;86858;0;0
2015;362,00;446;1364;0;0;556;1763;0;0;2413;4168;0;0;549;1551;0;0;92;288;0;0;1650;11016;0;0;542;1109;0;0;2037;7169;0;0;508;1787;0;0;386;659;0;0;812;2006;0;0;398;1378;0;0;841;3675;0;0;282;4327;0;0;1750;1750;0;0;1205;14242;0;0;"Otros";0;0;0;0;14467;58252;0;0
2015;989,00;1031;3160;0;0;627;2341;0;0;3157;7055;0;0;884;2659;0;0;561;4255;0;0;4521;28402;0;0;1486;4215;0;0;3091;8736;0;0;1670;4398;0;0;3942;9057;0;0;1746;5160;0;0;1924;3462;0;0;0;0;0;0;433;2845;0;0;2470;2470;0;0;2531;5703;0;0;"Otros";0;0;0;0;30074;93918;0;0
2015;145,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";9;26;0;0;9;26;0;0
2015;511,00;1042;5383;3686;9736;1073;4078;2400;4188;1964;5361;4371;7852;1163;4779;1656;4726;27;181;11243;29531;9081;40920;19853;26437;948;2846;3081;3736;1861;9306;6830;12288;2844;11046;3515;5683;1363;9173;7883;11959;1311;3279;2961;5131;1311;4866;2953;5919;0;0;5213;5388;1860;6745;0;0;4583;4723;0;0;2089;5716;2069;3635;"Otros";0;0;0;0;32520;118402;77714;136209
2015;530,00;467;3200;2953;6445;478;2887;2527;4165;786;2864;8021;9921;731;3540;3738;7599;536;3411;0;0;6498;37439;6662;13892;1753;6368;3857;5758;2718;10681;10689;15907;1972;10026;6204;8348;1584;14475;10112;21209;2812;7135;4882;6889;814;7060;3810;6145;0;0;1446;4019;3045;11082;0;0;6644;6859;0;0;8384;20136;0;0;"Otros";0;0;0;0;39222;147163;64901;110297
2015;6,00;1676;3889;0;0;856;2143;0;0;3824;8700;0;0;1878;5825;0;0;521;2421;0;0;9833;28668;0;0;908;2495;0;0;7695;21607;0;0;3410;5804;0;0;1560;2980;0;0;4325;6868;0;0;1793;7609;0;0;5066;9263;0;0;7611;12215;0;0;5635;5635;0;0;6499;19497;0;0;"Otros";;;0;0;63090;145619;0;0
2015;161,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;3000;0;0;185;2650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;370;5650;0;0
2015;623,00;718;5061;3523;6337;1439;7850;3319;4926;1583;6217;7769;12355;1741;4109;1591;2341;351;3261;0;0;10741;55639;10121;16136;864;4925;3249;3920;2834;13758;5784;12574;4394;13262;7488;11881;3257;15123;11003;17008;2432;6752;6514;8495;947;7772;3349;6677;5064;11802;0;0;3023;10677;0;0;8390;8499;0;0;3714;9308;0;0;"Otros";0;0;0;0;51492;184015;63710;102650
2015;875,00;2300;3301;0;0;3276;4742;0;0;9641;12666;0;0;919;1284;0;0;967;1622;0;0;12820;23977;0;0;2794;5559;0;0;10284;15198;0;0;7613;11522;0;0;5255;10096;0;0;4288;6364;0;0;3467;5492;0;0;1615;2920;0;0;3444;4310;0;0;2334;2388;0;0;2548;6854;0;0;"Otros";1571;3922;0;0;75136;122217;0;0
2015;940,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;16;93;0;0
2015;946,00;1617;2818;0;0;2348;5021;0;0;3671;5699;0;0;1848;4337;0;0;1534;3495;0;0;9207;24584;0;0;1237;2614;0;0;10194;15742;0;0;4497;15438;0;0;1633;4132;0;0;3107;5310;0;0;1548;3044;0;0;649;1889;0;0;1738;5497;0;0;2813;3162;0;0;2494;34695;0;0;"Otros";0;0;0;0;50135;137477;0;0
2015;1023,00;1820;7335;0;0;1869;6349;0;0;5275;10049;0;0;2266;6890;0;0;1182;9265;0;0;14173;54687;0;0;2729;6517;0;0;7838;20769;0;0;4377;17446;0;0;8254;29242;0;0;4139;13926;0;0;2458;13118;0;0;7046;15967;0;0;1244;5086;0;0;9444;12409;0;0;7302;18785;0;0;"Otros";3419;17812;0;0;84835;265652;0;0
2015;1054,00;3119;9470;0;0;3355;10627;0;0;1347;1356;4941;8285;2996;8147;0;0;409;1218;0;0;13367;46895;;;3740;8709;0;0;5697;13124;332;351;3794;8407;1286;3250;7090;22409;0;0;4044;11233;1285;3272;2789;10651;51;105;2541;5787;3;4;2332;6367;0;0;8732;8949;0;0;9987;18869;103;309;"Otros";0;0;0;0;75339;192218;8001;15576
2015;1057,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;1031,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;1032,00;1805;7761;0;0;1942;6881;0;0;5897;14085;0;0;2197;7376;0;0;1301;15076;0;0;11055;44965;0;0;3004;8254;0;0;6894;20572;0;0;5676;21398;0;0;7861;29782;0;0;5106;11580;0;0;2927;12800;0;0;7530;14325;0;0;1708;7962;0;0;8760;10776;0;0;8840;22600;0;0;"Otros";3513;15589;0;0;86016;271782;0;0
2015;1064,00;1688;3252;0;0;2344;3408;0;0;4181;6797;0;0;1511;3609;0;0;965;2818;0;0;0;0;0;0;1378;2589;0;0;6725;18528;0;0;4567;13488;0;0;159;165;0;0;2970;4984;0;0;1764;3234;0;0;538;759;0;0;1576;4201;0;0;2799;2946;0;0;1750;3853;0;0;"Otros";0;0;0;0;34915;74631;0;0
2015;226,00;1831;5453;0;0;2911;8507;0;0;818;1081;0;0;0;0;0;0;17;50;0;0;9588;13062;0;0;867;2534;0;0;4216;12822;0;0;4447;12998;0;0;5091;17780;0;0;1702;4972;0;0;2188;6896;0;0;612;1787;0;0;1989;5813;0;0;0;0;0;0;1011;2954;0;0;"Otros";6113;18339;0;0;43401;115048;0;0
2015;687,00;3694;8433;0;0;2712;3932;0;0;5989;8567;0;0;0;0;0;0;2353;20897;0;0;6021;17747;0;0;2820;4931;0;0;9752;16642;0;0;6076;21897;0;0;8111;19418;0;0;3839;8528;0;0;3455;9060;0;0;0;0;0;0;1679;4234;0;0;4166;4167;0;0;4253;9523;0;0;"Otros";0;0;0;0;64920;157976;0;0
2015;745,00;2327;6632;5561;11762;365;1096;3665;12682;1137;3585;8756;15219;2099;7133;6608;15951;0;0;8762;54291;14273;66885;9065;28937;2307;6190;3908;5413;2687;13196;19553;33370;5947;16426;10456;22734;0;0;14554;37187;1582;1656;5398;9998;1032;4732;4014;9853;8397;19766;97;281;6303;23420;0;0;6256;7175;268;282;2701;5989;6357;15082;"Otros";0;0;0;0;57413;183881;107022;273042
2015;109,00;910;2731;0;0;1810;5429;0;0;632;1897;0;0;183;548;0;0;290;1738;0;0;12218;36653;0;0;538;1614;0;0;4894;14681;0;0;4505;13515;0;0;675;2025;0;0;1712;5137;0;0;585;1754;0;0;1308;3925;0;0;3350;10050;0;0;0;0;0;0;1370;4109;0;0;"Otros";0;0;0;0;34980;105806;0;0
2015;808,00;5478;14938;0;0;3200;10067;0;0;10573;17467;0;0;0;0;0;0;0;0;0;0;7677;31363;0;0;6654;14637;0;0;13750;41094;0;0;10450;39455;0;0;13212;39146;0;0;8163;20864;0;0;4192;11901;0;0;0;0;0;0;3016;8152;0;0;10299;11115;0;0;13528;26247;0;0;"Otros";0;0;0;0;110192;286446;0;0
2015;971,00;1933;4962;0;0;1047;2147;0;0;2423;4505;0;0;0;0;0;0;0;0;0;0;1631;6677;0;0;1452;2132;0;0;4566;9482;0;0;1935;4984;0;0;3057;8008;0;0;1508;3034;0;0;1280;3913;0;0;0;0;0;0;0;0;0;0;2449;2546;0;0;3105;5092;0;0;"Otros";0;0;0;0;26386;57482;0;0
2015;128,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;919,00;3265;8428;217;657;2277;7263;373;719;6561;12387;404;685;3348;7842;0;0;2253;15216;0;0;11683;56292;0;0;2996;10014;0;0;1620;5078;482;924;4320;20331;9168;17501;9902;23099;1533;2747;4802;11765;695;1104;2491;10661;147;451;0;0;0;0;1917;5416;0;0;5398;5624;554;559;3378;5936;493;768;"Otros";0;0;0;0;66211;205352;14066;26115
2015;725,00;4665;16667;0;0;5823;18957;0;0;1043;1179;8917;14681;5789;16935;0;0;277;898;0;0;18735;97419;5776;14404;8765;17168;1931;8609;768;965;14785;47853;8442;25919;3135;13409;0;0;18236;46116;0;0;9537;21971;4142;15590;0;0;11020;32029;0;0;5679;18565;3169;12726;13208;13209;894;894;0;0;11874;29352;"Otros";0;0;0;0;88356;275500;78254;210015
2015;3,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;306,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";8;160;0;0;65;1300;0;0
2015;15,00;265;320;0;0;78;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;623;0;0;173;285;0;0;1414;2707;0;0;1340;1568;0;0;1324;1438;0;0;0;0;0;0;227;269;0;0;383;639;0;0;2044;2059;0;0;135;135;0;0;0;0;0;0;"Otros";0;0;0;0;7732;10122;0;0
2015;264,00;2309;2429;0;0;1516;3623;0;0;869;888;0;0;0;0;0;0;864;898;0;0;10404;11456;0;0;2599;2936;0;0;15932;19743;0;0;6135;6609;0;0;3411;3739;0;0;4667;5022;0;0;3815;4128;0;0;4704;5223;0;0;443;512;0;0;1264;1265;0;0;0;0;0;0;"Otros";3002;3140;0;0;61934;71611;0;0
2015;867,00;697;834;0;0;680;748;0;0;585;1261;0;0;406;485;0;0;994;1322;0;0;6213;10013;0;0;75;152;0;0;3659;5032;0;0;2470;2845;0;0;465;771;0;0;960;1343;0;0;611;1022;0;0;120;129;0;0;544;826;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;18479;26783;0;0
2015;910,00;1974;5651;0;0;1711;6147;0;0;3226;5492;0;0;2182;6383;0;0;0;0;0;0;6392;35389;0;0;4540;10065;0;0;3972;11247;0;0;5023;16607;0;0;8938;15967;0;0;4268;9951;0;0;2228;7726;0;0;1523;4504;0;0;925;2454;0;0;5521;5705;0;0;3548;10029;0;0;"Otros";0;0;0;0;55971;153317;0;0
2015;1053,00;588;2701;1753;4336;2969;7295;0;0;0;0;5907;7779;694;1798;2933;7906;0;0;1492;11819;5459;26353;5117;19829;3122;7999;3068;5026;3524;13614;6606;13208;2188;7769;5745;13328;2837;11787;9491;13906;2201;5992;1793;3591;1170;6324;2203;7620;0;0;0;0;1875;3323;0;0;5123;5183;0;0;2542;8155;0;0;"Otros";0;0;0;0;34292;108293;46108;108348
2015;1055,00;2279;6157;0;0;2236;11601;0;0;7810;13324;0;0;3126;10229;0;0;0;0;0;0;18790;71138;0;0;4245;8587;0;0;7591;26208;0;0;7662;22773;0;0;8610;29232;0;0;6415;13918;0;0;3406;13437;0;0;0;0;0;0;1674;5277;0;0;7900;7900;0;0;2486;6160;0;0;"Otros";0;0;0;0;84230;245941;0;0
2015;1081,00;0;0;0;0;0;0;0;0;0;0;0;0;159;471;0;0;0;0;0;0;159;1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;1097;0;0;"Otros";0;0;0;0;477;2802;0;0
2015;1099,00;7;7;0;0;166;206;0;0;0;0;0;0;0;0;0;0;505;740;0;0;1494;2257;0;0;143;215;0;0;2966;6491;0;0;0;0;0;0;388;421;0;0;334;429;0;0;454;614;0;0;347;431;0;0;0;0;0;0;266;266;0;0;0;0;0;0;"Otros";0;0;0;0;7070;12077;0;0
2015;529,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;1728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;1034;0;0;0;0;0;0;0;0;0;0;65;195;0;0;"Otros";0;0;0;0;441;2957;0;0
2015;345,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;515,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;411;0;0;3403;20204;0;0;57;189;0;0;1042;5634;0;0;0;0;0;0;405;728;0;0;57;112;0;0;0;0;0;0;115;343;0;0;0;0;0;0;544;1157;0;0;0;0;0;0;"Otros";0;0;0;0;5972;28778;0;0
2015;174,00;563;722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;315;0;0;2500;3137;0;0;0;0;0;0;79;90;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;1226;1226;0;0;596;882;0;0;"Otros";0;0;0;0;5127;6378;0;0
2015;523,00;0;0;0;0;395;800;0;0;0;0;0;0;642;1295;0;0;0;0;0;0;73;622;0;0;0;0;0;0;9093;19684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;0;0;0;0;0;0;0;0;1267;1267;0;0;3522;8928;0;0;"Otros";0;0;0;0;15003;32608;0;0
2015;697,00;1775;2933;0;0;7978;14157;0;0;1081;1679;0;0;2725;4507;0;0;0;0;0;0;13272;24476;0;0;2236;2977;0;0;8804;20624;0;0;13593;20815;0;0;0;0;0;0;0;0;0;0;2230;9942;0;0;1530;3718;0;0;9382;18388;0;0;2407;2407;0;0;3779;6106;0;0;"Otros";0;0;0;0;70792;132729;0;0
2015;239,00;5354;6073;0;0;3663;4281;0;0;5374;10748;0;0;3597;6793;0;0;179;342;0;0;14982;34165;0;0;350;1200;0;0;9180;33541;0;0;8098;12216;0;0;0;0;0;0;4104;12354;0;0;3286;5372;0;0;2368;6886;0;0;1253;5744;0;0;4217;4217;0;0;2841;8733;0;0;"Otros";0;0;0;0;68846;152665;0;0
2015;287,00;3181;5138;0;0;3320;4793;0;0;11512;15299;0;0;2194;3627;0;0;1223;2049;0;0;25142;45422;0;0;702;1269;0;0;6701;14166;0;0;1598;6416;0;0;2244;6009;0;0;3210;3990;0;0;3242;6174;0;0;2801;7505;0;0;2368;9361;0;0;3978;4038;0;0;3264;7786;0;0;"Otros";0;0;0;0;76680;143042;0;0
2015;377,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;2130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;88;2130;0;0
2015;692,00;2313;6792;0;0;1414;3748;0;0;4249;10997;0;0;1347;4243;0;0;952;8556;0;0;4575;30866;0;0;2832;8077;0;0;5335;16293;0;0;3350;10490;0;0;5577;10296;0;0;2775;8207;0;0;2318;6779;0;0;1180;3352;0;0;2417;6118;0;0;4060;4060;0;0;4724;11988;0;0;"Otros";0;0;0;0;49418;150862;0;0
2015;335,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;0
2015;435,00;927;2781;0;0;678;2305;0;0;2086;6259;0;0;139;418;0;0;454;2722;0;0;38332;114995;0;0;537;1611;0;0;3748;11243;0;0;9867;29600;0;0;1894;5683;0;0;1157;3471;0;0;899;2696;0;0;451;1354;0;0;2329;6987;0;0;311;934;0;0;18985;56955;0;0;"Otros";0;0;0;0;82794;250014;0;0
2015;423,00;145;484;0;0;315;1051;0;0;421;1406;0;0;98;328;0;0;198;666;0;0;2031;6768;0;0;557;1858;0;0;890;2999;0;0;1340;4482;0;0;270;902;0;0;298;995;0;0;340;1138;0;0;201;672;0;0;2980;9936;0;0;152;507;0;0;85;284;0;0;"Otros";1802;5935;0;0;12123;40411;0;0
2015;351,00;664;1106;0;0;1807;3285;0;0;2845;4209;0;0;473;518;0;0;14;43;0;0;4518;7406;0;0;507;541;0;0;6863;9862;0;0;3896;4349;0;0;2068;3045;0;0;1459;2710;0;0;1007;1553;0;0;258;317;0;0;8109;11248;0;0;304;392;0;0;486;762;0;0;"Otros";2763;4374;0;0;38041;55720;0;0
2015;810,00;144;482;0;0;521;1737;0;0;777;2592;0;0;141;473;0;0;261;871;0;0;4386;14623;0;0;464;1548;0;0;2255;7518;0;0;688;2294;0;0;391;1306;0;0;439;1465;0;0;858;2860;0;0;279;931;0;0;450;1504;0;0;171;572;0;0;22;74;0;0;"Otros";1478;4929;0;0;13725;45779;0;0
2015;830,00;1560;5582;0;0;1674;6113;0;0;6330;14456;0;0;1718;6059;0;0;875;4197;0;0;4473;27133;0;0;2362;6608;0;0;5659;19033;0;0;4886;16256;0;0;11117;22255;0;0;3177;7640;0;0;1533;6605;0;0;0;0;0;0;1441;5410;0;0;5441;6027;0;0;2309;5638;0;0;"Otros";0;0;0;0;54555;159012;0;0
2015;892,00;2723;11125;0;0;2943;8861;0;0;9339;19736;0;0;2617;7824;0;0;205;949;0;0;14986;127177;0;0;4616;10121;0;0;6754;21267;0;0;1478;5898;0;0;14757;36756;0;0;7688;16492;0;0;3892;15534;0;0;;0;0;0;2023;9396;0;0;4671;5059;0;0;4148;11230;0;0;"Otros";;0;0;0;82840;307425;0;0
