"año";"NCODI";"inver_iIntangible";"inver_IMaterial";"inver_IMterrenos";"inver_IMresto";"inver_Otras";"inver_Total"
2015;113,00;29917;21459;0;21459;0;51376
2015;619,00;58051;881715;2383;879332;0;939766
2015;163,00;10795;548124;0;548124;0;558919
2015;131,00;0;0;0;0;0;0
2015;375,00;9888;0;0;0;0;9888
2015;1090,00;615057;6199375;0;6199375;0;6814432
2015;764,00;0;1704053;0;1704053;0;1704053
2015;14,00;5000;331006;0;331006;0;336006
2015;657,00;0;378462;0;378462;0;378462
2015;362,00;0;211842;0;211842;0;211842
2015;989,00;0;0;0;0;0;0
2015;990,00;0;12015;0;12015;0;12015
2015;680,00;0;856071;0;856071;0;856071
2015;411,00;0;1439161;0;1439161;0;1439161
2015;241,00;312924;864749;0;864749;0;1177673
2015;558,00;0;747809;0;747809;0;747809
2015;167,00;0;0;0;0;0;0
2015;248,00;349683;2379924;0;2379924;940760;3670367
2015;224,00;112631;10964199;230072;10734127;2414179;13491009
2015;591,00;286873;704334;0;704334;0;991207
2015;586,00;0;1086354;0;1086354;0;1086354
2015;453,00;0;46021;0;46021;0;46021
2015;145,00;0;0;0;0;0;0
2015;511,00;0;0;0;0;759255;759255
2015;530,00;0;1240763;;1240763;0;1240763
2015;6,00;312924;864749;0;864749;0;1177673
2015;161,00;0;8500;0;8500;0;8500
2015;623,00;0;1231000;0;1231000;0;1231000
2015;875,00;490162;733706;0;733706;0;1223868
2015;940,00;0;133624;0;133624;0;133624
2015;946,00;157809;807978;338098;469880;0;965787
2015;1023,00;445439;479541;0;479541;0;924980
2015;1054,00;0;0;0;0;0;0
2015;1057,00;0;0;0;0;0;0
2015;1031,00;0;92744;0;92744;0;92744
2015;1032,00;277938;810036;;810036;0;1087974
2015;1064,00;137146;1990292;0;1990292;0;2127438
2015;226,00;8822;231197;0;231197;0;240019
2015;687,00;0;29070;0;29070;0;29070
2015;745,00;0;320159;0;320159;0;320159
2015;109,00;6855;216200;0;216200;0;223055
2015;808,00;0;1671650;0;1671650;0;1671650
2015;971,00;83550;0;0;0;0;83550
2015;128,00;0;488259;0;488259;0;488259
2015;919,00;1556;471716;0;471716;0;473272
2015;725,00;0;1051483;0;1051483;0;1051483
2015;3,00;0;99705;0;99705;0;99705
2015;306,00;0;0;0;0;0;0
2015;15,00;28;64468;0;64468;0;64496
2015;264,00;4516;501588;0;501588;1440;507544
2015;867,00;0;0;0;0;0;0
2015;910,00;0;114879;0;114879;0;114879
2015;1053,00;0;286802;0;286802;0;286802
2015;1055,00;0;222786;222786;0;299072;521858
2015;1081,00;0;0;0;0;0;0
2015;1099,00;0;0;0;0;0;0
2015;529,00;0;0;0;0;60332;60332
2015;345,00;0;0;0;0;97438;97438
2015;515,00;29522;203063;0;203063;0;232585
2015;174,00;0;40282;0;40282;0;40282
2015;523,00;57900;745776;0;745776;437246;1240922
2015;697,00;7592;605060;;605060;0;612652
2015;239,00;26475;1928616;1775824;152792;0;1955091
2015;287,00;19363;949068;0;949068;1085579;2054010
2015;377,00;0;0;0;0;0;0
2015;692,00;41428;720398;0;720398;0;761826
2015;335,00;0;150700;150700;0;0;150700
2015;435,00;0;3960751;;3960751;535822;4496573
2015;423,00;33644;4069320;0;4069320;84552;4187516
2015;351,00;0;177935;0;177935;0;177935
2015;810,00;14417;1743996;0;1743996;36236;1794649
2015;830,00;8457;2202196;0;2202196;0;2210653
2015;892,00;0;0;0;0;2039512;2039512
2015;921,00;4205;242465;0;242465;13111;259781
2015;991,00;4309;36409;0;36409;;40718
2015;992,00;0;730282;9078;721204;0;730282
2015;993,00;0;460327;0;460327;0;460327
2015;1070,00;0;1830864;0;1830864;0;1830864
2015;1095,00;2723;78346;0;78346;0;81069
2015;1094,00;1319;31111;0;31111;0;32430
2015;473,00;0;0;0;0;1;1
2015;663,00;322360;7750152;0;7750152;0;8072512
2015;552,00;0;317745;0;317745;0;317745
2015;772,00;2805503;7330856;0;7330856;168066;10304425
2015;568,00;0;6168868;0;6168868;0;6168868
2015;398,00;0;2766847;0;2766847;128130;2894977
2015;394,00;9874;125662;0;125662;0;135536
2015;614,00;0;68699;0;68699;0;68699
2015;235,00;0;100696;0;100696;0;100696
2015;616,00;54471;425214;0;425214;0;479685
2015;267,00;351079;3463603;0;3463603;1043541;4858223
2015;565,00;70581;1907131;0;1907131;0;1977712
2015;220,00;149836;376026;0;376026;0;525862
2015;278,00;35376;1228370;524773;703597;0;1263746
2015;107,00;10530;437687;0;437687;0;448217
2015;711,00;334994;1599770;0;1599770;154471;2089235
2015;204,00;0;4472;0;4472;0;4472
2015;579,00;26127;664213;0;664213;0;690340
2015;348,00;1309;882140;0;882140;0;883449
2015;766,00;103056;1051724;0;1051724;0;1154780
2015;761,00;0;717950;0;717950;0;717950
2015;728,00;5004;2338116;0;2338116;0;2343120
2015;280,00;7783;1893955;0;1893955;0;1901738
2015;222,00;33508;1012767;0;1012767;0;1046275
2015;276,00;543282;1072169;0;1072169;0;1615451
2015;11,00;174543;322339;0;322339;0;496882
2015;302,00;30488;124664;0;124664;0;155152
2015;682,00;330849;1905508;0;1905508;-625450;1610907
2015;279,00;1000;731827;0;731827;0;732827
2015;282,00;0;0;0;0;1;1
2015;281,00;0;2745671;0;2745671;44403;2790074
2015;183,00;0;4023;0;4023;0;4023
2015;610,00;0;569953;0;569953;0;569953
2015;116,00;666;79742;0;79742;0;80408
2015;115,00;0;4620;0;4620;0;4620
2015;114,00;0;24494;0;24494;0;24494
2015;119,00;0;43047;0;43047;0;43047
2015;770,00;0;1519681;0;1519681;0;1519681
2015;583,00;101202;317495;0;317495;0;418697
2015;136,00;0;30313;0;30313;0;30313
2015;469,00;2250;131623;0;131623;0;133873
2015;642,00;3328;226026;0;226026;0;229354
2015;674,00;167883;4117561;0;4117561;0;4285444
2015;193,00;0;43748;0;43748;0;43748
2015;526,00;32647;3473811;710788;2763023;0;3506458
2015;698,00;35023;77327135;0;77327135;0;77362158
2015;630,00;100038;448549;0;448549;0;548587
2015;124,00;-6841;26854;0;26854;0;20013
2015;364,00;0;1;0;1;0;1
2015;439,00;23440;1471967;0;1471967;1945;1497352
2015;570,00;70189;4586158;0;4586158;5824;4662171
2015;123,00;7313;217629;0;217629;0;224942
2015;310,00;31905;1892279;41982;1850297;0;1924184
2015;571,00;0;332876;0;332876;7971;340847
2015;296,00;19557;49985;0;49985;0;69542
2015;566,00;0;615246;0;615246;0;615246
2015;784,00;638797;3162422;0;3162422;0;3801219
2015;102,00;57815;1168893;0;1168893;1797586;3024294
2015;379,00;0;331630;0;331630;0;331630
2015;639,00;0;677327;0;677327;1188012;1865339
2015;457,00;22801;197183;0;197183;0;219984
2015;609,00;3479;5599048;0;5599048;0;5602527
