"año";"NCODI";"Urg_altas";"Urg_ingresos";"Urg_traslados";"Urg_exitus";"Urg_total"
2015;496,00;43034;11363;4216;33;58646
2015;77,00;0;0;0;0;0
2015;391,00;2594;650;7;0;3251
2015;240,00;27472;3222;4177;28;34899
2015;448,00;8210;700;193;19;9122
2015;151,00;0;0;0;0;0
2015;425,00;5164;235;92;8;5499
2015;300,00;19783;1076;19;0;20878
2015;339,00;26287;1904;92;1;28284
2015;826,00;0;0;0;0;0
2015;874,00;21126;3919;22;54;25121
2015;905,00;73124;12708;4305;348;90485
2015;736,00;149347;22032;138;305;171822
2015;459,00;3623;11;0;0;3634
2015;320,00;0;0;0;0;0
2015;45,00;0;0;0;0;0
2015;618,00;36628;4258;737;54;41677
2015;463,00;96279;7875;997;81;105232
2015;891,00;32426;1989;282;2;34699
2015;958,00;42304;7801;74;46;50225
2015;244,00;10191;252;149;0;10592
2015;28,00;0;0;0;0;0
2015;444,00;5541;352;72;1;5966
2015;479,00;0;0;0;0;0
2015;285,00;28127;1983;61;12;30183
2015;253,00;74167;2699;14;0;76880
2015;481,00;35448;1754;15;2;37219
2015;540,00;45190;6126;152;0;51468
2015;332,00;0;0;0;0;0
2015;41,00;0;0;0;0;0
2015;510,00;41829;938;64;1;42832
2015;305,00;40425;381;1655;6;42467
2015;708,00;61062;5590;472;132;67256
2015;755,00;263140;25673;4197;476;293486
2015;750,00;181278;22263;1240;281;205062
2015;696,00;111833;15266;748;170;128017
2015;434,00;52918;518;1490;5;54931
2015;421,00;17160;813;0;0;17973
2015;827,00;0;0;0;0;0
2015;933,00;92035;6407;1181;100;99723
2015;1030,00;97457;3623;40;0;101120
2015;1003,00;66793;24;2450;7;69274
2015;1050,00;17763;160;733;4;18660
2015;1043,00;51390;2942;14;0;54346
2015;934,00;24018;5682;95;37;29832
2015;629,00;74743;9509;1345;101;85698
2015;21,00;0;0;0;0;0
2015;615,00;53736;4515;356;64;58671
2015;626,00;13954;521;10;0;14485
2015;417,00;6566;0;0;0;6566
2015;597,00;15648;2131;193;8;17980
2015;539,00;74739;9609;657;73;85078
2015;343,00;19495;491;207;0;20193
2015;135,00;0;0;0;0;0
2015;158,00;3339;784;0;0;4123
2015;775,00;35067;7024;491;49;42631
2015;177,00;0;0;0;0;0
2015;578,00;20909;380;249;2;21540
2015;416,00;22637;238;65;0;22940
2015;561,00;30879;3683;301;105;34968
2015;62,00;0;0;0;0;0
2015;828,00;0;0;0;0;0
2015;860,00;33130;785;672;22;34609
2015;935,00;0;0;0;0;0
2015;936,00;0;0;0;0;0
2015;986,00;894;183;0;0;1077
2015;987,00;68696;3380;1114;0;73190
2015;1021,00;0;0;0;0;0
2015;1085,00;0;0;0;0;0
2015;658,00;27127;5456;342;15;32940
2015;353,00;0;0;0;0;0
2015;323,00;0;0;0;0;0
2015;620,00;18046;3385;175;20;21626
2015;384,00;0;0;0;0;0
2015;554,00;59549;7232;227;146;67154
2015;209,00;13390;390;186;0;13966
2015;707,00;127659;23617;100;113;151489
2015;395,00;4938;45;0;0;4983
2015;969,00;37477;1011;147;1;38636
2015;1052,00;0;0;0;0;0
2015;739,00;216707;25538;6970;104;249319
2015;613,00;102052;17298;477;42;119869
2015;593,00;52925;9193;446;59;62623
2015;704,00;136026;14075;930;102;151133
2015;493,00;0;0;0;0;0
2015;686,00;115178;15144;714;96;131132
2015;257,00;65929;4266;15;4;70214
2015;494,00;0;0;0;0;0
2015;681,00;5727;1811;5;1;7544
2015;286,00;27094;2133;9156;0;38383
2015;255,00;66277;2115;29;0;68421
2015;79,00;0;0;0;0;0
2015;81,00;0;0;0;0;0
2015;688,00;60047;9912;796;75;70830
2015;531,00;52044;7860;520;96;60520
2015;514,00;24949;1852;591;19;27411
2015;499,00;8786;1981;59;0;10826
2015;532,00;60922;6557;803;57;68339
2015;190,00;0;0;0;0;0
2015;598,00;22350;2465;607;52;25474
2015;260,00;105108;8963;135;11;114217
2015;838,00;15432;345;284;0;16061
2015;839,00;6892;85;51;1;7029
2015;851,00;0;0;0;0;0
2015;852,00;92550;15049;189;105;107893
2015;988,00;0;0;0;0;0
2015;1056,00;90133;10997;249;49;101428
2015;1044,00;0;0;0;0;0
2015;1114,00;21120;2037;278;24;23459
2015;644,00;96748;15644;322;44;112758
2015;752,00;83687;14010;1172;68;98937
