"año";"NCODI";"pacienteTot_hospDom";"visitaTot_hospDom"
2015;286,00;0;0
2015;255,00;0;0
2015;79,00;0;0
2015;81,00;0;0
2015;688,00;667;8845
2015;531,00;1996;17270
2015;514,00;381;2750
2015;499,00;0;0
2015;532,00;1224;8704
2015;190,00;0;0
2015;598,00;0;0
2015;260,00;0;0
2015;838,00;0;0
2015;839,00;0;0
2015;851,00;0;0
2015;852,00;1066;7037
2015;988,00;0;0
2015;1056,00;862;5997
2015;1044,00;0;0
2015;1114,00;434;1775
2015;644,00;404;7612
2015;752,00;2027;13965
2015;238,00;0;0
2015;325,00;0;0
2015;622,00;0;0
2015;879,00;0;0
2015;906,00;0;0
2015;370,00;0;0
2015;418,00;0;0
2015;574,00;0;0
2015;399,00;0;0
2015;195,00;0;0
2015;783,00;2105;20035
2015;263,00;0;0
2015;194,00;0;0
2015;785,00;2380;32960
2015;780,00;0;0
2015;782,00;716;13949
2015;369,00;0;0
2015;84,00;0;0
2015;713,00;0;0
2015;941,00;0;0
2015;1091,00;317;15662
2015;1045,00;0;0
2015;1086,00;125;1123
2015;937,00;246;5871
2015;1004,00;0;0
2015;737,00;0;0
2015;765,00;0;0
2015;329,00;246;2196
2015;87,00;0;0
2015;527,00;0;0
2015;562,00;0;0
2015;251,00;0;0
2015;129,00;0;0
2015;154,00;789;2035
2015;516,00;0;0
2015;184,00;0;0
2015;652,00;0;0
2015;637,00;0;0
2015;88,00;0;0
2015;907,00;0;0
2015;970,00;0;0
2015;1019,00;0;0
2015;1016,00;0;0
2015;1047,00;0;0
2015;635,00;0;0
