"año";"NCODI";"60_totalCompra";"600_producFarma";"601_materialSani";"601_1_implantes";"601_2_restoMateriaSani";"606_servContratado";"607_trabajoContratado";"60X_restoCompras";"61_variaExistencias";"62_servExteriores";"628_sumistro";"62X_restoServiExter";"64_gastoPersonal";"640_sueldos";"641_indemnizacion";"642_SegSocEmpresa";"643_649_OtrGasSocial";"68_dotaAmortizacion";"69_perdidaDeterioro";"6X_restoGasto";"tot_compraGasto"
2014;453,00;2332818;425713;351319;0;351319;0;1403003;152783;0;503388;244024;259364;12174911;9613114;0;2542194;19603;0;0;0;15011117
2014;145,00;155351;47228;2771;0;2771;0;0;105352;0;276891;102702;174189;1004092;772058;0;231618;416;104757;568;5866;1547525
2014;511,00;33189140;19321817;8332476;1422727;6909749;0;4967597;567250;0;3105045;1321633;1783412;46094228;36185436;0;9842438;66354;0;0;0;82388413
2014;530,00;30889338;15369907;9448189;1545576;7902613;4658241;802726;610275;0;7307780;2301734;5006046;52534215;42010840;15981;10502718;4676;0;0;0;90731333
2014;6,00;9324813;610833;2134204;5630;2128574;0;6355327;224449;17406;1467381;508803;958578;5954509;4490999;112790;1265536;85184;964270;891983;1369896;19990258
2014;161,00;685113;637000;42500;0;42500;1573;4040;0;0;397500;397500;0;8246498;7499103;0;747395;0;0;0;0;9329111
2014;623,00;51356571;24543594;15185645;3848277;11337368;4659207;5957729;1010396;0;6760075;3673430;3086645;95763167;76522510;0;18949567;291090;0;0;7747;153887560
2014;489,00;85784;22187;5020;0;5020;26491;769;31317;0;292548;23292;269256;478283;373325;0;104958;0;0;0;32625;889240
2014;875,00;9296485;1401955;2018349;468335;1550014;3552733;1754338;569110;-20991;2538811;714194;1824617;16865011;13423097;333957;3055989;51968;2060776;110615;155838;31006545
2014;940,00;60130;60130;0;0;0;0;0;0;0;132166;34356;97810;367096;281173;0;85197;726;4806;0;10916;575114
2014;946,00;7124152;983242;984214;714923;269291;2334502;289627;2532567;36815;2689098;279942;2409156;15391043;12254357;89251;2898303;149132;0;0;545797;25786905
2014;1023,00;43234941;12783307;7146791;0;7146791;18689409;4301114;314320;674703;7664933;1542560;6122373;40590805;32991032;129338;7470435;0;5655796;1245645;289585;99356408
2014;1054,00;60484329;14119102;6572372;6572372;0;34956127;4836728;0;0;0;0;0;43316025;34861403;0;8454622;0;0;28457;8734843;112563654
2014;1057,00;2374617;569302;497131;0;497131;1008377;0;299807;0;1168842;465300;703542;10617808;8392500;0;2225308;0;0;0;0;14161267
2014;1031,00;3854;490;94;0;94;0;165;3105;0;150207;3753;146454;121267;89995;2467;28258;547;7514;0;5301;288143
2014;1032,00;41226753;11835096;7248834;0;7248834;18297747;3559327;285749;792401;7328132;1367832;5960300;37402538;30338937;204561;6859040;0;7685464;28919;610145;95074352
2014;1064,00;4888880;203276;544860;500150;44710;2091853;728941;1319950;-8890;1866951;274024;1592927;8762041;6960121;33318;1693312;75290;0;0;140307;15649289
2014;226,00;8052891;1263517;974379;144855;829524;4522934;762308;529753;-41205;1494859;348093;1146766;5825717;4511726;0;1276704;37287;1242121;-91194;1897823;18381012
2014;687,00;20172493;5506069;4997925;1042739;3955186;5523700;3584670;560129;0;2957650;932296;2025354;33757411;26481814;463505;6810382;1710;0;0;188136;57075690
2014;745,00;81726617;36638476;21023372;5577216;15446156;11728677;10690422;1645670;-447841;6064945;2586156;3478789;130518515;103481935;0;26839922;196658;0;0;513414;218375650
2014;109,00;6931248;1150450;924460;141107;783353;4077342;284325;494671;-69834;1628658;180558;1448100;6073412;4826049;3484;1219473;24406;333779;261528;461914;15620705
2014;808,00;31551861;9291320;12186682;1884270;10302412;0;10070502;3357;-1973659;2037197;1646005;391192;53633759;41726527;0;11581806;325426;3415968;138194;782302;89585622
2014;971,00;2469910;203693;266269;52161;214108;0;1999948;0;689522;503458;435404;68054;8353132;6482874;0;1838338;31920;512785;36302;37092;12602201
2014;128,00;1474850;237686;456799;61548;395251;0;709550;70815;-1876;573244;79521;493723;1535002;1211839;0;323163;0;90999;0;1257;3673476
2014;919,00;34053260;18130962;10760818;3100415;7660403;2903352;1416891;841237;35390;6127437;2046225;4081212;64176816;51122159;0;12939303;115354;0;0;55892;104448795
2014;725,00;80127171;36597790;36786477;12457229;24329248;0;2458965;4283939;3531202;18201588;3828731;14372857;165375573;131457589;0;33522595;395389;2613359;0;10061979;279910872
2014;3,00;555015;22833;207288;0;207288;33481;268328;23085;0;395842;137691;258151;1707142;1283284;5347;411176;7335;30889;1000;25274;2715162
2014;306,00;63401;0;524;0;524;0;44354;18523;0;35247;35247;0;11682894;9232125;0;2450769;0;0;0;29582;11811124
2014;15,00;940739;57825;281876;190938;90938;379625;211915;9498;2717;252024;54222;197802;716988;546505;0;171950;-1467;140026;60771;6291;2119556
2014;264,00;9620557;2683292;1130307;192721;937586;3947180;1390390;469388;-106340;1345986;210259;1135727;3972023;2949618;124252;892255;5898;669884;296852;52984;15851946
2014;867,00;1130304;26505;322389;121052;201337;0;781410;0;0;399456;53702;345754;688015;505672;13151;168428;764;80082;30000;80862;2408719
2014;910,00;18549777;9157637;7685135;1479648;6205487;0;466934;1240071;-932547;4399786;1245603;3154183;41374637;32971630;0;8399510;3497;451081;0;3512759;67355493
2014;1053,00;27115798;15760261;7854556;1295485;6559071;0;1965498;1535483;31084;6779337;1363181;5416156;85960790;68662238;822;17278032;19698;798573;0;11304;120696886
2014;1055,00;33153482;17456897;13861830;1928300;11933530;0;1834755;0;438577;11105687;3235922;7869765;72692699;58101003;100;14525251;66345;1632103;0;12001;119034549
2014;1081,00;160933;71203;293;0;293;1;1;89435;0;290214;137184;153030;1521683;1176977;3603;330896;10207;222165;230306;584061;3009362
2014;1099,00;1072577;5306;337429;126478;210951;729344;0;498;223805;183420;77681;105739;1423202;1000827;3000;315653;103722;20296;0;0;2923300
2014;529,00;1180341;179526;198819;198819;0;0;709554;92442;0;312439;177059;135380;8826219;7067561;94875;1568605;95178;0;0;1735;10320734
2014;345,00;2622250;533234;49278;0;49278;0;1558151;481587;0;993490;484313;509177;13227397;10297172;216335;2589425;124465;0;0;4999;16848136
2014;515,00;3621448;271308;508935;191999;316936;1439782;1196043;205380;19037;1008923;467486;541437;5818941;4284545;63863;1383113;87420;757478;214584;219395;11659806
2014;174,00;1559730;57253;775612;258726;516886;0;641397;85468;-33984;373937;96377;277560;2375400;1831665;0;536879;6856;191945;0;59287;4526315
2014;523,00;8083582;430801;2327988;1429853;898135;1954206;2997693;372894;-42383;1427886;484815;943071;10259947;7965594;7787;2256508;30058;2334576;1489;490133;22555230
2014;697,00;4906644;1855573;2322748;671911;1650837;0;380814;347509;-245268;13220144;727095;12493049;17069438;13504762;27811;3531881;4984;895228;417059;-17215;36246030
2014;239,00;18150299;3211616;3538390;1165657;2372733;8620526;1112763;1667004;-332689;5218849;950593;4268256;18591080;14417467;341646;3729915;102052;1715086;2272293;0;45614918
2014;287,00;14965893;3561710;1863523;185552;1677971;6946168;1685175;909317;-4237;2015239;633966;1381273;18205104;14157113;136978;3903279;7734;909861;2355303;5048695;43495858
2014;377,00;1508710;304935;323632;0;323632;5170;678558;196415;0;497340;221056;276284;7820658;6246402;0;1574256;0;0;0;0;9826708
2014;692,00;20166016;9451966;3217471;834852;2382619;1334787;2391903;3769889;0;1993414;1465508;527906;41549447;33343436;0;7971670;234341;0;0;107833;63816710
2014;335,00;946810;1705;239392;0;239392;0;101786;603927;0;228001;156907;71094;5917177;4626723;0;1270980;19474;0;0;43196;7135184
2014;435,00;2744541;98519;2027019;1215197;811822;0;599212;19791;3386;11398462;26273;11372189;5034438;4011200;18866;1004372;0;672434;459236;910740;21223237
2014;423,00;4112147;242200;708703;0;708703;2460047;520735;180462;-11602;1289724;222088;1067636;4610039;3588431;0;1012228;9380;230738;1624675;648494;12504215
2014;351,00;4807321;277727;1133918;408647;725271;2247860;984970;162846;6030;2008432;192570;1815862;5116393;3999923;49777;1065110;1583;444405;920350;76194;13379125
2014;810,00;1762348;103800;303730;0;303730;1054307;223172;77339;-4972;552739;95180;457559;1975732;1537900;0;433812;4020;98887;696289;277927;5358950
2014;830,00;23928219;9568476;8944538;2431327;6513211;1237421;4194240;-16456;-72971;1417782;946730;471052;42982991;34879199;383815;7319685;400292;736033;33024;351192;69376270
2014;892,00;55303260;23492866;16267009;4001274;12265735;5986409;8717062;839914;0;3899297;1949759;1949538;78240522;64710511;0;13205227;324784;1467342;1014338;470547;140395306
2014;921,00;29532593;2568517;4751772;2254645;2497127;17426704;3463073;1322527;0;2468388;874774;1593614;16835679;13182646;70943;3535267;46823;996472;251273;5505838;55590243
2014;991,00;756419;84345;190518;7652;182866;0;469104;12452;-3701;517512;164661;352851;4418778;3560539;71417;756480;30342;73333;0;46169;5808510
2014;992,00;16209729;5424039;5372799;1054513;4318286;1013496;3865674;533721;223717;1738920;1170045;568875;32591171;26325301;288116;5530656;447098;1551184;92072;0;52406793
2014;993,00;20389425;11384372;4976291;1398723;3577568;731403;3249667;47692;762164;2428214;559170;1869044;34395828;27652450;165;6393644;349569;998818;0;47510;59021959
2014;1070,00;98815233;52365965;36771862;10691069;26080793;7027254;1622706;1027446;0;10389660;8049928;2339732;180251253;141885310;2930024;34669558;766361;0;0;9748;289465894
2014;1095,00;945670;148431;365506;160984;204522;0;358548;73185;-109020;1849086;193175;1655911;2866838;2294320;0;572518;0;198841;0;21616;5773031
2014;1094,00;853321;58849;207888;109275;98613;72024;463628;50932;0;342126;107485;234641;769568;586373;5955;176503;737;91462;0;9053;2065530
2014;473,00;10718276;0;0;0;0;10718275;1;0;0;559643;436163;123480;5781056;4352927;0;1428129;0;978263;0;88526;18125764
2014;663,00;83290148;42096448;20112544;5659427;14453117;12604913;6205849;2270394;0;13060136;2117216;10942920;110600331;86501050;2049406;21673311;376564;3855322;467682;3287130;214560749
2014;552,00;8598495;1456990;4086488;2424761;1661727;1122227;1420007;512783;0;2768719;487598;2281121;16911448;13158886;283825;3431707;37030;838871;8557;1998;29128088
2014;772,00;155413178;93735081;44122653;15049638;29073015;702646;12549851;4302947;-883129;13887735;4080548;9807187;230698651;180779830;724097;48155678;1039046;18990681;4580209;7553286;430240611
2014;568,00;4050688;235340;910747;505200;405547;3300;1006827;1894474;0;670247;0;670247;6405531;4636568;188400;1452708;127855;0;0;14183;11140649
2014;398,00;7881705;535540;2581855;1408602;1173253;1547642;2050880;1165788;14232;2421780;722004;1699776;11652724;8763444;57054;2668350;163876;1118273;31631;112403;23232748
2014;394,00;2679868;142219;1057009;477068;579941;26633;1344819;109188;0;531614;233629;297985;6502179;4984238;637;1336614;180690;319158;0;106499;10139318
2014;614,00;1542079;191677;567341;192442;374899;1;634496;148564;0;1036912;30071;1006841;2956867;2250510;0;634637;71720;68184;0;5604;5609646
2014;235,00;1065743;77957;407516;0;407516;0;533189;47081;0;1189392;271449;917943;2918199;2145541;0;748336;24322;755180;0;55066;5983580
2014;616,00;8749741;1924270;2642707;1445413;1197294;3003400;575776;603588;-43748;2515587;542054;1973533;16651194;13091272;11902;3531383;16637;747324;60;29616;28649774
2014;267,00;10951876;923293;3233148;1076041;2157107;5360755;999199;435481;7218;1373960;664018;709942;12789159;9960467;69391;2758358;943;693808;0;2163766;27979787
2014;565,00;7392332;1352240;2563181;1474209;1088972;2347737;805609;323565;-95677;2192237;490622;1701615;15506879;11916808;-90819;3556782;124108;1721218;0;1533054;28250043
2014;220,00;3904825;2483;247435;42385;205050;2281652;1376950;-3695;2098932;1468223;403039;1065184;7262602;5580861;40635;1597961;43145;1131505;40517;105099;16011703
2014;278,00;9591312;1616217;2178819;0;2178819;3210413;2297881;287982;-7047;1730316;574143;1156173;9545850;7428415;15400;2083601;18434;1394194;45603;274997;22575225
2014;107,00;952033;122323;59584;0;59584;108597;564012;97517;-5544;359998;142840;217158;4123676;3162880;701;954280;5815;378062;0;321493;6129718
2014;711,00;110780007;50742323;38911310;15623368;23287942;5587252;12978049;2561073;0;21355401;6095329;15260072;152380446;120849844;291166;30682488;556948;8827009;3518123;13128277;309989263
2014;204,00;884550;137766;146277;0;146277;20363;333550;246594;5992;387043;121309;265734;3681489;2806363;0;862653;12473;163693;-362;11613;5134018
2014;579,00;1600074;387426;160335;0;160335;97583;471009;483721;1479;5519169;271089;5248080;6818040;5370532;0;1408290;39218;909071;0;294500;15142333
2014;348,00;6114894;564517;2562163;2216379;345784;489640;2159146;339428;0;2193966;555128;1638838;14530797;11433750;12000;2824236;260811;1196510;30303;-91012;23975458
2014;766,00;18072561;3666478;5985756;928423;5057333;4268612;3111198;1040517;0;3676556;1458579;2217977;27710054;21749595;90721;5854254;15484;3112745;234300;2900599;55706815
2014;761,00;3006721;192800;318319;0;318319;486295;1897255;112052;-12983;4115861;441088;3674773;5515494;4213335;15363;1271875;14921;206519;0;63515;12895127
2014;728,00;30051604;5803011;6882611;3481841;3400770;15068915;1360839;936228;-36156;12865220;1865977;10999243;33033421;26012209;189798;6642484;188930;3727435;482957;6256794;86381275
2014;280,00;12154137;1833807;2290860;426175;1864685;5423579;9336;2596555;0;3546637;738770;2807867;13022916;10343142;93291;2554616;31867;1888339;28297;268929;30909255
2014;222,00;2747575;607120;587940;0;587940;1187878;332130;32507;-17930;1463974;273225;1190749;4036392;3075731;0;940748;19913;279786;0;654088;9163885
2014;276,00;20670233;7218214;6092693;287895;5804798;886283;4704037;1769006;6209;35149138;1154343;33994795;22629647;17375192;92473;5130708;31274;1399919;88904;909387;80853437
2014;11,00;8907716;1663119;2017858;350621;1667237;4002136;785000;439603;121929;1850274;707230;1143044;10977650;8109638;514037;2353975;0;1372582;108413;-24055;23314509
2014;302,00;3798616;122932;232954;0;232954;3197916;134288;110526;8114;847895;178372;669523;2728292;2158529;7585;496151;66027;341099;51274;195002;7970292
2014;682,00;12581783;3544708;3279156;812739;2466417;4352024;1548890;-142995;-118021;4538228;552374;3985854;20071843;15509161;321603;4160579;80500;2325968;252363;3130011;42782175
2014;279,00;22499332;3665688;5315909;0;5315909;2122774;1138686;10256275;-196395;5246979;1026522;4220457;19650242;15134091;132801;4357760;25590;3628247;979483;5909263;57717151
2014;282,00;23427086;7082570;9186069;1963071;7222998;4062583;2322405;773459;0;27155240;1634909;25520331;27312865;19962551;1748510;5513717;88087;0;1304330;7350667;86550188
2014;281,00;13496418;4125741;3978274;585142;3393132;2777663;179964;2434776;0;5531123;1276747;4254376;31379162;23998291;14298;6770189;596384;2240966;0;2279317;54926986
2014;183,00;1662823;238520;544953;0;544953;99325;661185;118840;0;848047;71345;776702;703392;543128;0;160264;0;131606;0;78575;3424443
2014;610,00;7274906;2241148;3291735;850546;2441189;0;0;1742023;-59774;4708416;504235;4204181;18543834;15435395;194184;2865535;48720;726976;301126;606210;32101694
2014;116,00;4400627;732003;494103;0;494103;583510;2464612;126399;15925;2660301;526749;2133552;8559054;6660722;78297;1794438;25597;613944;2218535;219446;18687832
2014;115,00;583882;171499;21827;0;21827;114724;142153;133679;0;411832;32979;378853;1724387;1343712;0;351573;29102;35266;0;466589;3221956
2014;114,00;731614;36519;80055;0;80055;157311;437026;20703;0;768162;60090;708072;1186402;914974;58654;208371;4403;19872;2932;-24608;2684374
2014;119,00;2006448;905450;622427;286229;336198;235612;19463;223496;-14145;4241569;235418;4006151;2898848;2312554;4500;574071;7723;174492;0;561879;9869091
2014;770,00;87847707;36893204;31976670;10792540;21184130;5008243;12316251;1653339;-867874;8204922;2640947;5563975;115635178;92865369;0;22496464;273345;2094507;153088;7234527;220302055
2014;583,00;8477154;1949485;2430023;1388154;1041869;1766691;2043038;287917;34711;2259036;614914;1644122;26986776;20972829;8329;5852084;153534;1329516;0;292816;39380009
2014;136,00;2198142;165524;254968;0;254968;79373;1594301;103976;-16854;851260;244474;606786;6802926;5209190;0;1566081;27655;372970;0;239471;10447915
2014;469,00;5750953;1921337;1261400;581175;680225;957548;1472507;138161;-43473;693093;322721;370372;11138984;8632424;10999;2483541;12020;954728;14836;362932;18872053
2014;642,00;11948839;4056571;1959403;64981;1894422;1667792;4059031;206042;0;1787160;577934;1209226;29825145;23399726;0;6323349;102070;0;0;255259;43816403
2014;674,00;42837977;14842871;11941495;4299938;7641557;5562185;9202775;1288651;-308487;13820516;2275276;11545240;75488157;58838990;0;16563686;85481;6598593;43104;1942208;140422068
2014;193,00;1403258;125839;164823;0;164823;134981;833797;143818;0;624001;104844;519157;4693557;3745107;36816;900808;10826;271862;0;-20754;6971924
2014;526,00;32154512;14817747;9063112;3351350;5711762;1402037;4433974;2437642;-343569;6747481;1427110;5320371;58710242;45983365;278724;12439644;8509;2374270;67395;625466;100335797
2014;698,00;119814677;48983621;44732362;14884313;29848049;11303698;11984192;2810804;-375788;11926629;3601656;8324973;156717866;125446633;0;30127879;1143354;4480751;52330;11094397;303710862
2014;630,00;12744006;4659416;3629379;1142857;2486522;2256255;992850;1206106;-63726;4077316;910065;3167251;32099799;25126719;114805;6820788;37487;1511590;1047;79227;50449259
2014;124,00;1359764;47210;70718;0;70718;191227;68619;981990;0;863756;126752;737004;4592570;3526858;0;1065712;0;42474;0;26326;6884890
2014;364,00;1068171;104901;77174;0;77174;85276;701429;99391;0;322900;245864;77036;3700074;3038235;0;661839;0;516374;0;0;5607519
2014;439,00;6909574;1468813;904800;380576;524224;3794031;446767;295163;69288;883902;311452;572450;6328894;4936679;14806;1360013;17396;589044;492230;210964;15483896
2014;570,00;34325052;13532665;12590110;3810414;8779696;3012950;3413283;1776044;375686;7363700;2405573;4958127;68363681;54001840;112654;13934354;314833;6080208;12853;2611173;119132353
2014;123,00;1387536;248931;191882;0;191882;0;722250;224473;11397;809029;302386;506643;6073343;4580889;28758;1276163;187533;4455654;0;42324;12779283
2014;310,00;3789912;424472;234408;0;234408;221786;2567816;341430;-1737;1962197;536931;1425266;18220367;14236800;0;3910463;73104;1446795;0;1122267;26539801
2014;571,00;14116517;3960292;2638533;1144741;1493792;732571;6422516;362605;-43309;1769717;384238;1385479;22589651;17706908;97978;4550618;234147;895700;10770;954816;40293862
2014;296,00;1568316;265734;228958;0;228958;434208;494601;144815;1595;1225836;203050;1022786;3916979;3096123;31496;787700;1660;36268;0;124282;6873276
2014;566,00;17975852;5960447;3386395;1038576;2347819;3976973;3003047;1648990;-130421;4178847;1445844;2733003;33698209;26903421;0;6794788;0;2356977;0;288025;58367489
2014;784,00;84546165;37099896;16536719;6664712;9872007;23408794;4833284;2667472;28000;6442180;2121939;4320241;119202730;93429699;64384;25708647;0;5303377;12568;741816;216276836
2014;102,00;5371048;787824;183002;0;183002;1688454;229826;2481942;-1659;1890465;700977;1189488;26220054;19945708;23865;6086183;164298;1511738;0;1871728;36863374
2014;379,00;7466694;832771;236073;0;236073;377883;4594742;1425225;0;2390372;1202363;1188009;33449029;25997783;0;7392703;58543;3376859;3663;914471;47601088
2014;639,00;15435224;3055582;3698142;0;3698142;3103606;4093358;1484536;0;2701555;862275;1839280;34609578;27532484;0;7027023;50071;8445905;3133;2703851;63899246
2014;457,00;3843792;554517;962540;490895;471645;1336804;821045;168886;65948;957774;164600;793174;8359886;6653994;0;1705892;0;414559;18341;78949;13739249
2014;609,00;27106838;3148751;8582319;3412763;5169556;12875440;1366161;1134167;-2676;13064059;2512963;10551096;42707690;34010797;103130;8489236;104527;3429313;730448;1215333;88251005
2014;101,00;429410;100917;56051;0;56051;8652;40836;222954;-522;240536;52861;187675;2460519;1948766;0;511753;0;88996;0;40036;3258975
2014;454,00;15346854;5660488;3048215;952543;2095672;3943216;1451681;1243254;0;2383332;813979;1569353;29100319;22689639;17369;6310259;83052;1431084;0;659039;48920628
2014;318,00;4187591;294612;232228;0;232228;177961;3170712;312078;0;2712805;545280;2167525;15934945;12473824;82919;3365821;12381;829832;24465;448;23690086
2014;600,00;13480267;4424923;3826813;1316829;2509984;1803573;2898594;526364;-30395;1992808;775467;1217341;27358551;21143830;62786;6101689;50246;3542151;5308;366891;46715581
2014;545,00;23745406;10581162;6913902;1355297;5558605;3773832;1891829;584681;0;4073896;1828895;2245001;59857263;45901160;0;13942362;13741;3023458;0;1037262;91737285
2014;100,00;546040;46957;120942;0;120942;3742;348552;25847;0;793401;128721;664680;2594021;1922392;0;671360;269;162504;0;0;4095966
2014;702,00;54459629;22365680;12946416;8958091;3988325;6493710;11604470;1049353;0;8145294;1822772;6322522;64924355;49660945;150000;15113410;0;4184669;0;911598;132625545
2014;778,00;29832921;10685654;7839507;2191018;5648489;2620117;8155665;531978;-468364;1831076;944488;886588;42973250;33527783;29597;9415870;0;2812421;78956;250193;77310453
2014;341,00;280231;53552;28022;2910;25112;44132;5890;148635;1050;566886;94131;472755;1080291;834593;0;245698;0;152420;0;72205;2153083
2014;99,00;1727738;198119;170228;0;170228;311584;986018;61789;8270;401994;169784;232210;4473820;3432807;0;971930;69083;388428;0;174771;7175021
2014;767,00;12574310;5168765;3544219;1172266;2371953;821110;2598217;441999;115724;1251584;416365;835219;24720923;19976605;0;4722110;22208;1320955;0;2043718;42027214
2014;359,00;6998330;840589;539068;0;539068;4047090;1322938;248645;0;1133742;382598;751144;9044024;7051663;5398;1961152;25811;918037;0;329485;18423618
2014;98,00;1040641;93393;145477;0;145477;44333;484466;272972;0;351516;94012;257504;3451737;2639314;78010;728596;5817;153222;943;9513;5007572
2014;132,00;894851;51168;100173;0;100173;197437;517588;28485;0;683643;108823;574820;1418059;1112768;0;300227;5064;131585;12456;197298;3337892
2014;97,00;1036540;141552;64178;0;64178;36858;776472;17480;0;638051;85816;552235;2211964;1723129;22482;463800;2553;21390;0;274630;4182575
2014;103,00;960948;138629;240635;122724;117911;334201;205261;42222;16487;239444;41150;198294;2089971;1663498;0;426473;0;103640;4585;19737;3434812
2014;110,00;430143;0;0;0;0;27349;12356;390438;0;303980;62087;241893;2012681;1567318;0;441413;3950;65444;0;31101;2843349
2014;94,00;378011;23934;2347;0;2347;0;63686;288044;0;143322;60181;83141;1709651;1330101;555;372824;6171;119884;2885;6594;2360347
2014;91,00;320453;31814;51534;0;51534;0;0;237105;1521;384305;93309;290996;2977492;2306830;0;668695;1967;56328;0;56471;3796570
2014;664,00;27033656;12140545;7351666;2732367;4619299;1219952;5691424;630069;57259;4791584;1558079;3233505;56974216;44727354;30758;12167417;48687;2039225;0;663126;91559066
2014;918,00;235898608;118483426;64894046;16510484;48383562;22736489;23385079;6399568;-423879;20039984;8201702;11838282;299028666;238791110;0;56601578;3635978;13979262;2310617;19738333;590571591
2014;92,00;326202;69415;17465;0;17465;8019;194805;36498;0;188280;74972;113308;1523814;1144542;0;370882;8390;3162;388;534;2042380
2014;95,00;1303167;148555;257705;0;257705;65976;758055;72876;0;325628;177256;148372;3655027;2834663;35830;784534;0;446373;0;747553;6477748
2014;96,00;504778;40642;7567;0;7567;7440;413494;35635;0;468719;24057;444662;279334;218715;0;60619;0;783;0;0;1253614
2014;301,00;858670;335686;83039;0;83039;207444;212423;20078;46944;1427854;305787;1122067;4281118;3408741;0;676346;196031;274645;4598;20728;6914557
2014;492,00;10831491;2763817;1981328;1042340;938988;2203308;3392877;490161;15340;1283587;696098;587489;19014872;14782687;40493;4164338;27354;1540928;457856;22088;33166162
2014;811,00;8111197;386681;133973;0;133973;6987985;254480;348078;0;1246946;153623;1093323;3017319;2158313;150000;690012;18994;220077;195433;44100;12835072
2014;812,00;43790338;25571145;2264905;0;2264905;12329236;3200118;424934;-56663;8381309;2048639;6332670;33807381;26530335;0;7246981;30065;2469826;0;337359;88729550
2014;832,00;80522;6822;2104;0;2104;556;64043;6997;682;74843;12521;62322;168189;125533;269;41889;498;6057;0;13374;343667
2014;841,00;28451;4224;0;0;0;2057;0;22170;1178;117733;13179;104554;202912;144519;4781;52823;789;14850;742;10406;376272
2014;856,00;893470;129543;77347;0;77347;252520;337529;96531;0;348194;89539;258655;2455295;1874114;0;575521;5660;101006;6154;0;3804119
2014;859,00;475034;96134;5102;0;5102;32027;59626;282145;0;695718;94354;601364;1838631;1390906;0;441920;5805;29455;27585;328823;3395246
