"año";"NCODI";"altas_particular";"estancias_particular";"sesionHdia_particular";"consulta_particular";"cma_particular";"urge_particular";"hospDom_particular";"altas_AsegPriv";"estancias_AsegPriv";"sesionHdia_AsegPriv";"consulta_AsegPriv";"cma_AsegPriv";"urge_AsegPriv";"hospDom_AsegPriv";"altas_sns";"estancias_sns";"sesionHdia_sns";"consulta_sns";"cma_sns";"urge_sns";"hospDom_sns";"altas_MutuaFun";"estancias_MutuaFun";"sesionHdia_MutuaFun";"consulta_MutuaFun";"cma_MutuaFun";"urge_MutuaFun";"hospDom_MutuaFun";"altas_otrEntiPublica";"estancias_otrEntiPublica";"sesionHdia_otrEntiPublica";"consulta_otrEntiPublica";"cma_otrEntiPublica";"urge_otrEntiPublica";"hospDom_otrEntiPublica";"altas_MATEPSS";"estancias_MATEPSS";"sesionHdia_MATEPSS";"consulta_MATEPSS";"cma_MATEPSS";"urge_MATEPSS";"hospDom_MATEPSS";"altas_convIntern";"estancias_conveInter";"sesionHdia_conveInter";"consulta_conveInter";"cma_conveInter";"urge_conveInter";"hospDom_conveInter";"altas_AccTrafic";"estancias_AccTrafic";"sesionHdia_AccTrafic";"consulta_AccTrafic";"cma_AccTrafic";"urge_AccTrafic";"hospDom_AccTrafic";"otroRegimen";"altas_otroRegim";"estancias_otroRegim";"sesionHdia_otroRegim";"consulta_otroRegim";"cma_otroRegim";"urge_otroRegim";"hospDom_otroRegim";"total_altas";"total_estancias";"total_sesionHdia";"total_consulta";"total_cma";"total_urgencias";"total_hospDom"
2014;680,00;124;767;82;131;1;921;2;39;241;0;92;1;196;0;31241;193191;55605;477120;5525;142210;3658;92;569;127;295;0;99;11;5;31;0;40;0;11;0;12;74;0;60;0;288;0;125;773;65;275;5;970;27;77;476;0;114;1;1838;0;"Otros";0;0;0;0;0;0;0;31715;196122;55879;478127;5533;146533;3698
2014;411,00;901;3513;642;7895;315;1789;0;5213;20324;917;90881;1277;33304;0;813;3169;0;5295;519;417;0;0;0;0;0;0;0;0;135;526;0;441;51;117;0;23;90;0;119;44;397;0;0;0;0;0;0;0;0;256;1014;0;915;347;913;0;"Otros";0;0;0;0;0;0;0;7341;28636;1559;105546;2553;36937;0
2014;241,00;395;782;44;0;251;388;0;2772;7587;614;0;2130;29144;0;784;1062;0;0;126;63;0;1307;4718;402;0;0;0;0;0;0;0;0;0;0;0;769;1152;0;0;527;1385;0;0;0;0;0;0;0;0;4;12;7;0;0;1821;0;"Otros";0;0;0;0;0;0;0;6031;15313;1067;0;3034;32801;0
2014;558,00;2;3;0;42;0;272;0;13;37;0;273;0;687;0;11053;56658;63573;231831;3012;43978;1397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;63;0;378;0;259;0;0;0;0;0;0;0;0;31;216;0;650;0;738;0;"Otros";0;0;0;0;0;0;0;11117;56977;63573;233174;3012;45934;1397
2014;167,00;114;245;0;0;0;62;0;256;312;0;0;0;1174;0;613;1389;0;0;0;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1012;1978;0;0;0;2203;0
2014;248,00;601;2522;115;14103;0;1417;0;3220;18201;442;88507;0;9409;0;243;1614;753;6322;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;380;0;3610;0;593;0;0;0;0;0;0;0;0;68;287;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;4183;23004;1310;112542;0;11556;0
2014;224,00;318;933;0;0;428;1159;0;1431;5783;0;0;1183;18543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1751;6722;0;0;1611;19852;0
2014;591,00;35;221;0;61;0;300;0;8;50;0;28;0;236;0;15996;100410;42343;331890;4865;75838;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;51;0;149;0;414;0;159;1002;0;784;3;510;0;46;290;0;6;0;1510;0;"Otros";0;0;0;0;0;0;0;16252;102024;42343;332918;4868;78808;483
2014;586,00;7;9;0;8;0;160;0;0;0;0;0;0;0;0;18303;92028;43592;369911;7710;77116;3436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;92;0;74;0;740;0;0;0;0;0;0;0;0;9;65;0;67;0;1584;0;"Otros";0;0;0;0;0;0;0;18322;92194;43592;370060;7710;79600;3436
2014;453,00;2;38;0;8;0;0;0;0;0;0;3;0;0;0;991;38201;0;69776;0;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;450;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1008;38689;0;69787;0;1043;0
2014;145,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;12206;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;45;12206;0;44;0;0;0
2014;511,00;12;48;0;0;0;455;0;22;110;0;0;0;613;0;13087;68990;17540;235249;3107;73784;2559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;44;0;0;0;453;0;0;0;0;0;0;0;0;59;473;0;5;0;985;0;"Otros";0;0;0;0;0;0;0;13193;69665;17540;235254;3107;76290;2559
2014;530,00;40;130;0;71;0;343;0;0;0;0;1;1;130;0;15408;80353;33233;257952;3196;66441;1386;2;3;0;1;0;57;0;0;0;0;0;0;0;0;4;18;0;0;4;341;0;79;190;0;243;1;363;0;10;122;0;0;6;2045;0;"Otros";0;0;0;0;0;0;0;15543;80816;33233;258268;3208;69720;1386
2014;6,00;992;2313;0;27627;2002;1368;0;3771;8453;0;122082;3292;20957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;4763;10766;0;149709;5294;22325;0
2014;161,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;106722;0;9182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;151;106722;0;9182;0;0;0
2014;623,00;56;229;0;113;0;442;0;8;90;0;2;0;90;0;17738;92176;10601;291458;4684;81748;1019;43;425;0;56;0;98;0;0;0;0;0;0;0;0;7;24;0;0;0;160;0;210;1092;0;559;0;874;0;41;257;0;4;0;1291;0;"Otros";0;0;0;0;0;0;0;18103;94293;10601;292192;4684;84703;1019
2014;489,00;23;90;0;598;0;54;0;74;217;0;1365;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;1188;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;"Otros";0;0;0;0;0;0;0;101;314;0;3151;0;286;0
2014;875,00;575;1996;298;12125;562;2015;0;4153;13647;85;103956;1208;25756;0;613;1469;12;4987;73;55;0;67;287;0;462;19;592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;5408;17399;395;121530;1862;28418;0
2014;940,00;116;3825;0;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;116;3825;0;1912;0;0;0
2014;946,00;1399;3530;0;11945;304;2481;0;5736;17822;0;107248;1446;24733;0;275;610;0;971;70;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;547;0;3034;38;1313;0;2511;10554;0;4946;190;3442;0;43;141;0;2143;4;230;0;"Otros";0;0;0;0;0;0;0;10166;33204;0;130287;2052;32390;0
2014;1023,00;143;507;86;92;1;2000;0;53;225;33;13;1;151;1;15778;72907;50924;219399;6807;67847;1025;59;268;121;282;1;437;0;0;0;0;0;0;0;0;28;62;1;0;0;289;0;0;0;0;0;0;0;0;54;227;0;107;2;1265;0;"Otros";2;2;0;8;0;151;0;16117;74198;51165;219901;6812;72140;1026
2014;1054,00;0;0;18;0;0;0;0;325;1690;48;613;5;3597;3;10039;51686;10348;196643;4211;50100;1177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1054;6582;0;0;437;0;0;0;0;0;0;0;0;0;"Otros";144;672;0;0;0;0;0;11562;60630;10414;197256;4653;53697;1180
2014;1057,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;25785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;415;25785;0;0;0;0;0
2014;1031,00;33;3469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;33;3469;0;0;0;0;0
2014;1032,00;5;22;4;8;0;72;0;0;0;0;0;0;0;0;13144;61657;40989;236620;8013;83484;1380;14;54;5;48;9;188;1;0;0;0;0;0;0;0;19;53;0;2;2;323;0;62;444;20;44;2;310;0;48;252;0;1;4;2127;0;"Otros";56;254;0;2;3;514;0;13348;62736;41018;236725;8033;87018;1381
2014;1064,00;1055;2133;0;7244;0;816;0;5543;13906;0;45788;0;32671;0;1136;2333;0;1911;0;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;770;0;648;0;965;0;0;0;0;0;0;0;0;57;183;0;3085;0;1017;0;"Otros";0;0;0;0;0;0;0;8115;19325;0;58676;0;35752;0
2014;226,00;394;1299;0;5075;0;185;0;3440;11352;0;74847;0;32046;0;393;1296;0;7491;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;1024;0;2794;0;1164;0;273;901;0;5451;0;2027;0;326;1077;0;6434;0;2492;0;"Otros";0;0;0;0;0;0;0;5136;16949;0;102092;0;37971;0
2014;687,00;13;87;0;9;0;157;0;2;4;0;0;0;28;0;6784;39718;5164;133753;3229;53857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;60;0;0;0;529;0;44;378;0;93;0;295;0;23;155;0;10;0;848;0;"Otros";0;0;0;0;0;0;0;6885;40402;5164;133865;3229;55714;0
2014;745,00;15;113;0;0;0;0;0;3;30;0;0;1;460;0;24624;182700;23176;534133;6537;144869;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;0;0;0;672;0;8;66;0;0;0;413;0;19;298;0;0;0;2740;0;"Otros";4;16;0;0;0;0;0;24676;183239;23176;534133;6538;149154;191
2014;109,00;438;1126;0;0;0;346;0;4480;12723;0;0;0;34740;0;312;1164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;293;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;2613;0;"Otros";0;0;0;0;0;0;0;5368;15306;0;0;0;38123;0
2014;808,00;42;292;0;0;0;857;0;0;0;0;0;0;0;0;12549;73102;4558;281446;5077;117671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;104;0;0;0;1245;0;65;542;0;0;0;471;0;89;925;0;0;0;3830;0;"Otros";0;0;0;0;0;0;0;12768;74965;4558;281446;5077;124074;0
2014;971,00;0;0;0;0;0;197;0;0;0;0;0;0;98;0;591;1139;1626;56471;1426;57416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;728;0;3;4;0;0;0;437;0;0;0;0;0;0;2184;0;"Otros";0;0;0;0;0;0;0;594;1143;1626;56471;1426;61060;0
2014;128,00;31;43;0;0;7;36;0;1319;2937;0;0;219;11169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;227;0;0;0;0;0;0;0;0;7;13;0;0;1;41;0;"Otros";0;0;0;0;0;0;0;1358;2994;0;0;229;11473;0
2014;919,00;16;43;0;24;0;141;0;7;14;0;42;0;132;0;13867;104616;9842;230970;1878;39907;241;94;335;4;76;0;145;0;3;23;3;58;0;11;0;8;43;0;17;0;204;0;18;145;2;55;0;89;0;53;435;0;2;0;643;0;"Otros";0;0;0;0;0;0;0;14066;105654;9851;231244;1878;41272;241
2014;725,00;161;1229;0;0;0;0;0;85;614;0;0;0;0;0;30680;213492;15380;472192;13803;141942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;297;0;0;0;0;0;0;0;0;0;0;0;0;111;916;0;0;0;0;0;"Otros";57;324;0;0;0;0;0;31137;216872;15380;472192;13803;141942;0
2014;3,00;17;5343;0;0;0;0;0;0;0;0;0;0;0;0;132;23599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;149;28942;0;0;0;0;0
2014;306,00;182;96042;0;64;0;0;0;0;0;0;0;0;0;0;167;16136;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";12;4250;0;0;0;0;0;361;116428;0;271;0;0;0
2014;15,00;61;62;0;3001;37;29;0;89;139;0;9722;46;7307;0;179;615;0;2339;0;21;0;71;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453;0;126;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;"Otros";0;0;0;0;0;0;0;400;888;0;15561;83;7483;0
2014;264,00;134;220;0;4182;5;99;0;2572;8037;0;34973;23;25138;0;147;757;0;799;2;12;0;1933;7761;0;24002;29;4661;0;0;0;0;0;0;0;0;84;136;0;314;2;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";56;56;0;0;0;0;0;4926;16967;0;64270;61;30288;0
2014;867,00;4;6;0;6327;0;88;0;80;89;0;17769;528;6534;0;77;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;161;369;0;24096;528;6622;0
2014;910,00;0;0;0;0;0;1;0;52;143;0;297;0;216;0;10072;51016;4870;155196;2123;40312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;36;0;788;0;308;0;0;0;0;0;0;0;0;33;84;0;0;0;483;0;"Otros";0;0;0;0;0;0;0;10176;51279;4870;156281;2123;41320;0
2014;1053,00;1;2;0;0;0;63;0;60;238;0;3;0;352;0;12294;73793;5764;205502;1843;61912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;121;0;9;0;712;0;1;13;0;0;0;17;0;44;319;0;9;0;896;0;"Otros";3;4;0;0;0;163;0;12428;74490;5764;205523;1843;64115;0
2014;1055,00;38;236;28;541;6;167;0;105;651;78;1490;19;461;0;16195;99817;11915;228619;2851;69243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;1383;165;3167;40;978;0;7;38;4;86;1;27;0;300;1850;221;4239;53;1309;0;"Otros";0;0;0;0;0;0;0;16869;103975;12411;238142;2970;72185;0
2014;1081,00;18;1850;0;174;0;0;0;3;135;0;29;0;0;0;203;21302;0;1962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;72;0;18;0;0;0;0;0;0;0;0;0;0;3;231;0;31;0;0;0;"Otros";0;0;0;0;0;0;0;229;23590;0;2214;0;0;0
2014;1099,00;110;184;0;887;86;126;0;200;313;0;2699;48;943;0;224;573;0;672;0;310;0;78;177;0;2727;11;852;0;0;0;0;0;0;0;0;22;22;0;40;14;262;0;0;0;0;0;0;0;0;7;20;0;1195;0;88;0;"Otros";0;0;0;0;0;0;0;641;1289;0;8220;159;2581;0
2014;529,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;30250;0;2476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1432;30250;0;2476;0;0;0
2014;345,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;57348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;390;57348;0;0;0;0;0
2014;515,00;41;52;0;42;0;19;0;90;102;0;1125;0;611;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;940;2723;0;27776;0;9104;0;0;0;0;0;0;0;0;159;576;0;4404;0;1221;0;"Otros";0;0;0;0;0;0;0;1230;3453;0;33372;0;10955;0
2014;174,00;1;511;0;0;0;0;0;0;0;0;0;0;0;0;770;8797;0;2341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;771;9308;0;2341;0;0;0
2014;523,00;14;300;270;131;0;0;0;2;7;0;925;0;0;0;1805;48793;5106;47353;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;925;0;34;0;0;0;0;0;0;0;0;0;0;10;1586;0;269;0;0;0;"Otros";0;0;0;0;0;0;0;1833;51611;5376;48712;1900;0;0
2014;697,00;364;623;68;1497;181;566;0;14466;38571;2210;124318;795;78489;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;237;0;212;11;705;0;0;0;0;0;0;0;0;208;639;0;5010;5;1851;0;"Otros";0;0;0;0;0;0;0;15155;40080;2278;131037;992;81611;0
2014;239,00;737;1986;27;22237;63;2318;0;7662;31657;1035;140774;699;34224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;573;5;1059;31;1103;0;0;0;0;0;0;0;0;233;1581;1;6477;9;2763;0;"Otros";0;0;0;0;0;0;0;8804;35797;1068;170547;802;40408;0
2014;287,00;410;1038;0;7011;124;407;0;12076;24288;0;174123;1781;52123;0;1135;17100;4699;12523;446;224;35;7208;12781;0;8265;0;0;0;0;0;0;0;0;0;0;163;524;0;180;6;682;0;367;1617;0;540;6;1019;0;104;586;0;0;1;1035;0;"Otros";0;0;0;0;0;0;0;21463;57934;4699;202642;2364;55490;35
2014;377,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1442;31927;0;1598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1442;31927;0;1598;0;0;0
2014;692,00;302;1792;0;0;0;4148;0;5;8;0;0;0;121;0;8822;53824;7325;155788;1884;42048;417;0;0;0;0;0;2;0;0;0;0;0;0;0;0;15;66;0;0;0;790;0;158;952;0;0;0;2545;0;67;655;0;0;0;1257;0;"Otros";0;0;0;0;0;0;0;9369;57297;7325;155788;1884;50911;417
