"año";"NCODI";"progAngioVasc_hosp";"urgeAngioVasc_hosp";"progAngioVasc_cma";"urgeAngioVasc_cma";"progAngioVasc_resto";"urgeAngioVasc_resto";"progAngioVasc_total";"urgeAngioVasc_total";"progCirCardio_hosp";"urgeCirCardio_hosp";"progCirCardio_cma";"urgeCirCardio_cma";"progCirCardio_resto";"urgeCirCardio_resto";"progCirCardio_total";"urgeCirCardio_total";"progCirGeneral_hosp";"urgeCirGeneral_hosp";"progCirGeneral_cma";"urgeCirGeneral_cma";"progCirGeneral_resto";"urgeCirGeneral_resto";"progCirGeneral_total";"urgeCirGeneral_total";"progMaxilo_hosp";"urgeMaxilo_hosp";"progMaxilo_cma";"urgeMaxilo_cma";"progMaxilo_resto";"urgeMaxilo_resto";"progMaxilo_total";"urgeMaxilo_total";"progCirPediat_hosp";"urgeCirPediat_hosp";"progCirPediat_cma";"urgeCirPediat_cma";"progCirPediat_resto";"urgeCirPediat_resto";"progCirPediat_total";"urgeCirPediat_total";"progPlastica_hosp";"urgePlastica_hosp";"progPlastica_cma";"urgePlastica_cma";"progPlastica_resto";"urgePlastica_resto";"progPlastica_total";"urgePlastica_total";"progToracica_hosp";"urgeToracica_hosp";"progToracica_cma";"urgeToracica_cma";"progToracica_resto";"urgeToracica_resto";"progToracica_total";"urgeToracica_total";"progDerma_hosp";"urgeDerma_hosp";"progDerma_cma";"urgeDerma_cma";"progDerma_resto";"urgeDerma_resto";"progDerma_total";"urgeDerma_total";"progGine_hosp";"urgeGine_hosp";"progGine_cma";"urgeGine_cma";"progGine_resto";"urgeGine_resto";"progGine_total";"urgeGine_total";"progCirNeuro_hosp";"urgeCirNeuro_hosp";"progCirNeuro_cma";"urgeCirNeuro_cma";"progCirNeuro_resto";"urgeCirNeuro_resto";"progCirNeuro_total";"urgeCirNeuro_total";"progOftalmo_hosp";"urgeOftalmo_hosp";"progOftalmo_cma";"urgeOftalmo_cma";"progOftalmo_resto";"urgeOftalmo_resto";"progOftalmo_total";"urgeOftalmo_total";"progORL_hosp";"urgeORL_hosp";"progORL_cma";"urgeORL_cma";"progORL_resto";"urgeORL_resto";"progORL_total";"urgeORL_total";"progTrauma_hosp";"urgeTrauma_hosp";"progTrauma_cma";"urgeTrauma_cma";"progTrauma_resto";"urgeTrauma_resto";"progTrauma_total";"urgeTrauma_total";"progUrolog_hosp";"urgeUrolog_hosp";"progUrolog_cma";"urgeUrolog_cma";"progUrolog_resto";"urgeUrolog_resto";"progUrolog_total";"urgeUrolog_total";"progOtrasCirugias_hosp";"urgeOtrasCirugias_hosp";"progOtrasCirugias_cma";"urgeOtrasCirugias_cma";"progOtrasCirugias_resto";"urgeOtrasCirugias_resto";"progOtrasCirugias_total";"urgeOtrasCirugias_total";"totalProg_hosp";"totalUrge_hosp";"totalProg_cma";"totalUrge_cma";"totalProg_resto";"totalUrge_resto";"total_programada";"total_urgente"
2014;91,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;664,00;177;46;204;0;43;0;424;46;0;0;0;0;0;0;0;0;910;763;967;0;1122;0;2999;763;27;21;215;0;1225;0;1467;21;2;0;218;0;15;0;235;0;33;4;151;0;366;0;550;4;0;0;0;0;0;0;0;0;0;1;0;0;2614;0;2614;1;288;351;229;0;325;0;842;351;0;0;0;0;0;0;0;0;0;2;1632;0;171;0;1803;2;176;10;302;0;81;0;559;10;809;614;1088;0;113;0;2010;614;307;21;194;0;811;0;1312;21;0;0;0;0;0;0;0;0;2729;1833;5200;0;6886;0;14815;1833
2014;918,00;569;314;237;0;0;0;806;314;754;196;118;0;279;0;1151;196;1675;1020;1119;0;3284;0;6078;1020;416;177;1199;0;3011;0;4626;177;822;670;698;0;161;0;1681;670;1043;128;626;0;672;0;2341;128;353;300;1;0;1;0;355;300;0;0;788;0;1120;0;1908;0;1612;818;2190;0;1064;0;4866;818;799;465;0;0;0;0;799;465;134;37;5012;0;1575;0;6721;37;705;92;505;0;799;0;2009;92;3413;607;1252;0;32;0;4697;607;1142;451;149;0;455;0;1746;451;0;0;0;0;0;0;0;0;13437;5275;13894;0;12453;0;39784;5275
2014;92,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;95,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;96,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;301,00;20;0;6;0;0;0;26;0;0;0;0;0;0;0;0;0;119;0;163;0;3;0;285;0;1;0;81;0;1;0;83;0;25;0;4;0;0;0;29;0;21;0;137;0;1;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;923;0;923;0;37;0;25;0;215;0;277;0;0;0;0;0;0;0;0;0;229;0;66;0;5;0;300;0;60;0;6;0;0;0;66;0;179;1;121;0;1;0;301;1;22;0;97;0;1;0;120;0;0;3;112;0;390;0;502;3;713;4;818;0;1540;0;3071;4
2014;492,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;0;290;0;2170;0;3274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;285;0;1484;0;1772;0;212;0;241;0;174;0;627;0;0;0;0;0;0;0;0;0;3;0;556;0;166;0;725;0;63;0;171;0;1053;0;1287;0;608;0;457;0;467;0;1532;0;226;0;48;0;831;0;1105;0;42;0;28;0;513;0;583;0;1971;0;2076;0;6858;0;10905;0
2014;811,00;66;3;85;0;4;0;155;3;0;0;0;0;0;0;0;0;473;62;86;0;26;0;585;62;37;0;35;0;1;0;73;0;134;2;99;0;1;0;234;2;123;2;80;0;1053;0;1256;2;12;1;0;0;1;0;13;1;0;0;0;0;845;0;845;0;190;101;102;1;205;0;497;102;31;2;28;0;0;0;59;2;246;2;633;0;108;0;987;2;305;4;122;0;0;0;427;4;1070;35;369;1;214;0;1653;36;250;7;145;0;13;0;408;7;1048;25;243;0;1456;0;2747;25;3985;246;2027;2;3927;0;9939;248
2014;812,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1153;0;0;0;1153;0;0;0;1153;0;0;0;1153;0
