"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2011;1055,00;387;11;2;7;0;1;0;283;59;342;0;310;11;0;3;0;1;0;255;45;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;3;38;148;215;14;3;7;113;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;529,00;49;0;0;3;1;1;4;68;14;82;16;42;0;0;3;1;1;3;57;13;70;7;3;0;0;1;0;0;0;8;5;13;1;3;0;0;1;0;0;0;8;5;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;23;39;4;4;4;15;29;2;0;0;2;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0
2011;345,00;53;0;5;1;1;0;11;162;0;162;40;40;0;5;0;1;0;7;123;0;123;23;2;0;0;0;0;0;0;12;0;12;1;2;0;0;0;0;0;0;11;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;42;35;38;5;10;24;24;10;0;1;12;2;2;0;1;9;2;1;0;0;0;0;0;0;0;0;0;0
2011;515,00;24;0;11;0;0;0;0;42;0;42;0;22;0;6;0;0;0;0;35;0;35;0;1;0;1;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;2;8;33;11;0;2;3;27;9;0;0;1;4;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2011;174,00;13;0;0;1;0;0;0;14;1;15;0;11;0;0;1;0;0;0;13;1;14;0;2;0;0;1;0;0;2;3;0;3;0;2;0;0;1;0;0;2;3;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;24;9;5;3;1;21;7;0;1;1;2;1;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0
2011;523,00;59;0;0;11;4;2;0;76;1;77;0;51;0;0;10;3;2;0;71;1;72;0;5;0;0;23;3;1;0;12;3;15;0;4;0;0;15;2;1;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;12;26;20;1;1;6;24;3;0;1;1;8;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0
2011;697,00;94;0;0;7;0;0;0;124;0;124;37;70;0;0;5;0;0;0;91;0;91;9;10;0;0;1;0;0;0;1;0;1;0;6;0;0;0;0;0;0;1;0;1;0;0;9;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;7;0;0;46;68;1;0;0;23;58;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2011;239,00;53;0;0;11;0;0;0;63;20;83;0;44;0;0;8;0;0;0;59;12;71;0;76;0;0;3;0;0;0;38;6;44;0;69;0;0;3;0;0;0;33;5;38;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10;0;48;104;38;5;0;36;87;15;0;0;3;17;7;0;0;3;17;1;0;0;0;0;0;0;0;0;0;0
2011;287,00;84;0;0;7;0;0;0;77;7;84;0;62;0;0;4;0;0;0;70;3;73;0;27;0;0;3;0;0;0;25;0;25;0;17;0;0;2;0;0;0;25;0;25;0;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;3;0;62;49;17;1;0;40;40;0;1;0;10;16;4;1;0;7;13;0;0;0;0;0;0;0;0;0;0;0
2011;377,00;57;0;0;5;1;0;3;60;11;71;19;50;0;0;3;1;0;1;56;11;67;8;8;0;0;0;0;0;0;11;0;11;0;8;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;18;27;4;4;3;12;23;1;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2011;692,00;287;12;3;10;0;1;0;228;64;292;0;239;12;3;6;0;1;0;216;40;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;26;85;135;11;1;4;66;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;335,00;17;0;0;2;1;0;0;55;0;55;0;4;0;0;2;1;0;0;50;0;50;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;43;5;11;1;1;37;3;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2011;435,00;37;2;12;0;0;0;0;25;8;33;0;31;2;8;0;0;0;0;25;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;31;1;2;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;423,00;26;0;0;4;0;0;23;17;6;23;0;24;0;0;3;0;0;20;16;4;20;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;1;0;24;20;4;0;0;20;17;1;0;0;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
2011;351,00;23;0;3;0;0;0;3;22;2;24;0;19;0;3;0;0;0;3;19;1;20;0;7;0;10;0;0;0;0;13;5;18;0;6;0;10;0;0;0;0;12;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;21;0;1;0;0;21;0;0;0;1;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
2011;810,00;10;0;0;3;0;0;0;9;2;11;0;9;0;0;3;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;1;0;0;0;10;0;0;0;0;4;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0
2011;830,00;310;11;4;11;0;0;4;263;55;318;0;264;11;4;9;0;0;3;239;46;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;99;81;2;0;0;82;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;892,00;540;26;9;27;5;0;0;488;53;541;0;438;24;7;19;4;0;0;431;35;466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5;0;173;163;17;5;0;139;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;921,00;83;0;0;5;0;0;0;115;0;115;14;54;0;0;2;0;0;0;106;0;106;10;55;0;0;0;0;0;0;30;0;30;5;41;0;0;0;0;0;0;27;0;27;4;0;9;0;0;0;1;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;7;0;5;75;81;4;0;0;63;51;0;0;0;17;7;0;0;0;15;7;0;0;0;0;0;0;0;0;0;0
2011;991,00;13;2;0;1;0;0;0;12;5;17;0;8;2;0;1;0;0;0;11;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;17;0;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;992,00;239;11;5;10;2;0;0;146;54;200;0;208;11;5;8;2;0;0;141;43;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;2;0;95;41;4;2;0;75;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;993,00;181;7;2;8;1;1;3;137;45;182;2;161;7;1;7;1;1;3;133;40;173;2;18;0;0;2;0;0;0;1;5;6;0;17;0;0;2;0;0;0;1;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;56;55;67;4;2;29;45;33;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2011;1071,00;1099;16;10;27;2;2;1;784;172;956;0;903;16;8;18;2;2;1;750;131;881;0;157;13;0;5;2;0;0;87;17;104;0;134;12;0;4;2;0;0;82;12;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;8;22;293;463;19;8;3;249;236;2;0;0;74;29;1;0;0;62;12;0;0;0;0;0;0;0;0;0;0
2011;473,00;35;17;0;0;0;0;0;22;11;33;0;33;17;0;0;0;0;0;21;10;31;0;15;1;0;0;0;0;0;15;5;20;0;15;1;0;0;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;11;11;0;7;0;8;8;0;1;0;7;15;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0
2011;663,00;403;10;0;1;0;0;5;192;39;231;0;364;10;0;1;0;0;5;180;26;206;0;174;3;0;1;0;0;2;108;14;122;0;158;3;0;1;0;0;2;101;12;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;13;151;92;2;5;6;109;28;0;0;15;46;25;0;0;7;44;5;0;0;0;0;0;0;0;0;0;0
2011;552,00;80;0;0;4;1;0;2;48;10;58;0;76;0;0;3;1;0;1;46;6;52;0;41;0;0;15;1;0;2;40;18;58;0;39;0;0;11;1;0;2;36;11;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;26;22;0;1;1;19;3;0;1;3;12;3;0;1;1;12;1;0;0;0;0;0;0;0;0;0;0
2011;772,00;1011;18;0;12;0;0;3;363;190;553;0;892;18;0;8;0;0;2;347;142;489;0;338;2;0;10;0;1;14;181;81;262;0;313;2;0;8;0;1;11;157;67;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;19;81;409;336;45;18;5;346;133;1;5;23;120;83;1;4;2;104;23;0;0;0;0;0;0;0;0;0;0
2011;568,00;50;0;0;11;2;0;0;30;2;32;0;45;0;0;10;1;0;0;30;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;8;6;2;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;398,00;74;0;0;8;2;0;15;0;16;16;0;65;0;0;6;1;0;10;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;7;28;30;1;1;0;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;394,00;27;0;0;2;0;0;6;19;3;22;0;24;0;0;1;0;0;6;17;3;20;0;12;0;0;5;0;0;0;16;0;16;0;10;0;0;3;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;6;0;0;0;9;1;0;0;2;3;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2011;614,00;14;0;1;1;0;0;0;11;0;11;0;14;0;1;1;0;0;0;7;0;7;0;6;0;0;6;0;0;0;5;0;5;0;5;0;0;4;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;2;1;0;1;6;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2011;235,00;27;0;0;2;0;0;0;24;0;24;0;21;0;0;2;0;0;0;23;0;23;0;5;0;0;1;0;0;0;7;0;7;0;4;0;0;1;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;12;8;1;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;616,00;93;0;0;2;0;0;2;49;5;54;0;89;0;0;1;0;0;1;38;5;43;0;37;0;0;7;0;0;1;18;1;19;0;32;0;0;6;0;0;1;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;10;52;27;3;1;1;42;21;0;0;3;8;15;0;0;3;6;15;0;0;0;0;0;0;0;0;0;0
2011;267,00;128;0;0;0;0;0;0;124;17;141;0;110;0;0;0;0;0;0;100;10;110;0;17;0;0;0;0;0;0;9;4;13;0;15;0;0;0;0;0;0;8;3;11;0;0;23;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;1;0;7;58;65;0;0;1;42;52;3;0;4;4;8;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0
2011;565,00;73;0;0;4;0;0;1;74;0;74;0;64;0;0;3;0;0;1;71;0;71;0;20;0;0;7;0;0;3;41;0;41;0;19;0;0;3;0;0;2;37;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;13;36;38;3;2;2;26;30;3;0;5;9;3;1;0;0;7;3;0;0;0;0;0;0;0;0;0;0
2011;220,00;56;1;0;0;0;0;0;64;0;64;0;52;1;0;0;0;0;0;53;0;53;0;5;0;0;0;0;0;0;13;0;13;0;4;0;0;0;0;0;0;9;0;9;0;4;0;0;5;0;0;0;1;0;1;0;4;0;0;0;0;0;0;1;0;1;0;8;0;5;27;5;3;0;0;25;5;0;0;2;8;1;0;0;0;8;1;1;0;0;0;0;1;0;0;0;0
2011;278,00;76;3;0;0;0;0;0;57;0;57;0;66;3;0;0;0;0;0;55;0;55;0;15;1;0;0;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;4;0;4;19;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;107,00;20;0;0;0;0;0;1;61;0;61;0;14;0;0;0;0;0;1;48;0;48;0;1;0;0;0;0;0;5;22;0;22;0;1;0;0;0;0;0;4;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;11;13;1;3;0;11;12;0;0;0;4;10;0;0;0;4;10;0;0;0;0;0;0;0;0;0;0
2011;141,00;4;0;0;0;0;0;0;14;0;14;0;4;0;0;0;0;0;0;14;0;14;0;0;0;0;1;1;0;0;3;0;3;0;0;0;0;1;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;5;2;0;1;2;5;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2011;711,00;787;22;14;21;0;3;0;355;99;454;0;711;21;11;16;0;3;0;320;68;388;0;158;1;0;3;0;2;0;85;30;115;0;145;1;0;3;0;2;0;79;15;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;13;39;341;104;14;13;1;257;44;0;1;0;20;13;0;1;0;14;4;0;0;0;0;0;0;0;0;0;0
2011;204,00;16;0;1;1;0;0;0;34;0;34;0;13;0;1;1;0;0;0;31;0;31;0;7;0;0;0;1;0;0;5;1;6;0;6;0;0;0;1;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;3;15;1;1;3;1;15;1;1;1;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2011;579,00;33;0;0;0;0;0;0;52;7;59;0;29;0;0;0;0;0;0;52;4;56;0;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;8;1;0;21;1;2;1;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;348,00;53;0;0;18;10;3;0;62;2;64;0;38;0;0;9;8;3;0;15;1;16;0;21;0;0;1;0;0;0;39;1;40;0;20;0;0;0;0;0;0;20;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;9;34;12;2;4;2;26;8;0;0;1;10;3;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0
2011;766,00;18;0;45;0;0;0;1;19;10;29;0;16;0;42;0;0;0;0;12;10;22;0;86;0;47;0;0;0;1;93;29;122;0;76;0;42;0;0;0;1;77;26;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;37;42;21;8;2;6;31;14;1;0;13;47;31;0;0;2;29;14;0;0;0;0;0;0;0;0;0;0
2011;761,00;40;0;0;2;1;0;0;103;0;103;0;39;0;0;1;1;0;0;101;0;101;0;5;0;0;0;0;0;0;13;0;13;0;5;0;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;12;8;0;1;2;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;728,00;184;6;0;2;0;0;0;221;9;230;0;169;5;0;2;0;0;0;122;0;122;0;79;1;0;3;0;0;0;73;0;73;0;74;1;0;3;0;0;0;67;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;9;81;13;16;1;0;45;9;0;0;0;46;4;0;0;0;23;2;0;0;0;0;0;0;0;0;0;0
2011;280,00;91;8;8;0;0;0;0;80;0;80;0;84;8;7;0;0;0;0;73;0;73;0;8;2;0;0;0;0;0;5;0;5;0;8;2;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;24;15;4;0;0;17;4;0;0;0;10;6;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0
2011;222,00;29;0;0;0;0;0;4;34;0;34;0;29;0;0;0;0;0;2;28;0;28;0;3;0;0;0;0;0;0;2;0;2;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;11;33;1;0;0;6;25;0;0;3;6;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2011;276,00;145;0;2;0;0;0;0;156;4;160;0;135;0;2;0;0;0;0;148;3;151;0;49;0;1;0;0;0;0;77;2;79;0;47;0;1;0;0;0;0;72;1;73;0;0;12;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;14;88;23;11;0;0;75;1;0;0;2;25;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0
2011;11,00;66;2;0;0;0;0;0;84;0;84;0;63;2;0;0;0;0;0;70;0;70;0;6;0;0;0;0;0;0;4;0;4;0;6;0;0;0;0;0;0;4;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;90;31;0;0;0;33;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;302,00;13;0;0;0;0;0;0;10;0;10;0;12;0;0;0;0;0;0;10;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;5;0;0;14;4;2;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;16,00;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;768,00;45;3;0;0;0;0;0;33;7;40;0;41;2;0;0;0;0;0;31;6;37;0;0;1;1;0;0;0;0;3;2;5;0;0;1;1;0;0;0;0;3;2;5;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;5;1;6;16;29;3;1;5;10;22;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;617,00;131;11;1;6;0;0;0;86;30;116;0;116;10;1;3;0;0;0;82;25;107;0;65;3;0;2;0;1;0;34;7;41;0;62;3;0;1;0;1;0;33;6;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;16;39;14;20;1;8;35;0;7;0;6;9;2;5;0;3;9;0;0;0;0;0;0;0;0;0;0;0
2011;297,00;4;2;2;2;0;0;2;6;4;10;0;4;2;1;1;0;0;1;6;4;10;0;1;2;1;1;0;0;1;2;2;4;0;1;2;1;1;0;0;1;2;2;4;0;2;1;3;2;0;0;1;1;3;4;0;2;1;3;1;0;0;1;1;3;4;0;1;2;6;6;2;1;2;4;6;2;1;1;2;2;1;1;1;1;1;1;0;0;0;0;2;0;0;0;0;1
2011;105,00;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;544,00;56;4;0;4;0;0;0;60;10;70;0;55;4;0;4;0;0;0;59;9;68;0;40;7;2;3;0;2;0;50;2;52;0;36;7;1;2;0;2;0;46;2;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;13;27;29;4;2;10;20;21;0;1;5;28;23;0;0;5;25;19;0;0;0;0;0;0;0;0;0;0
2011;804,00;131;14;0;11;0;0;5;107;32;139;0;107;13;0;9;0;0;1;97;20;117;0;58;3;0;2;2;1;2;36;9;45;0;55;2;0;2;2;1;2;35;6;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;52;36;1;1;8;44;11;2;0;0;21;5;0;0;0;20;3;0;0;0;0;0;0;0;0;0;0
2011;470,00;52;3;0;3;0;0;0;53;12;65;0;45;3;0;3;0;0;0;52;12;64;0;13;0;0;2;0;0;0;23;3;26;0;12;0;0;1;0;0;0;21;3;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;3;3;30;4;7;3;0;27;0;0;0;0;7;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
2011;104,00;27;0;0;0;3;0;0;47;0;47;0;22;0;0;0;3;0;0;23;0;23;0;10;0;0;0;5;0;0;22;0;22;0;8;0;0;0;5;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;26;15;0;4;1;20;10;0;1;0;8;4;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0
2011;20,00;15;0;0;2;2;0;61;24;0;24;0;13;0;0;1;2;0;60;24;0;24;0;1;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;22;2;2;3;2;17;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;550,00;253;15;2;8;3;0;0;187;46;233;0;225;15;2;4;2;0;0;178;37;215;0;134;5;0;7;1;1;0;135;15;150;0;119;5;0;6;1;1;0;129;14;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;8;125;17;8;9;0;93;0;1;3;0;64;14;1;3;0;52;2;0;0;0;0;0;0;0;0;0;0
2011;112,00;6;0;0;0;0;0;1;32;0;32;0;5;0;0;0;0;0;1;30;0;30;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;818,00;8;0;0;1;0;0;0;34;0;34;0;8;0;0;1;0;0;0;34;0;34;0;2;0;0;1;0;0;0;3;0;3;0;2;0;0;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;1;0;0;1;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
