"año";"NCODI";"Urg_altas";"Urg_ingresos";"Urg_traslados";"Urg_exitus";"Urg_total"
2011;781,00;96319;14539;233;26;111117
2011;779,00;42946;6700;79;9;49734
2011;113,00;0;0;0;0;0
2011;619,00;12101;391;0;0;12492
2011;163,00;1664;146;0;0;1810
2011;131,00;0;0;0;0;0
2011;375,00;395;168;151;0;714
2011;764,00;125468;17138;115;118;142839
2011;14,00;17001;364;534;0;17899
2011;657,00;29371;3033;314;32;32750
2011;362,00;8339;430;76;1;8846
2011;989,00;20815;2149;364;41;23369
2011;990,00;27258;3133;528;25;30944
2011;680,00;125855;19708;1904;84;147551
2011;411,00;33080;855;19;0;33954
2011;241,00;29686;2554;29;3;32272
2011;558,00;38539;7623;342;52;46556
2011;167,00;2243;62;10;0;2315
2011;248,00;6659;2303;86;4;9052
2011;224,00;17189;658;3;1;17851
2011;591,00;69087;12235;596;73;81991
2011;586,00;68582;13309;426;137;82454
2011;453,00;400;200;0;0;600
2011;145,00;0;0;0;0;0
2011;511,00;54566;10033;480;54;65133
2011;530,00;59948;11240;374;84;71646
2011;6,00;15073;997;0;0;16070
2011;161,00;0;0;0;0;0
2011;623,00;73180;12134;688;71;86073
2011;489,00;5432;443;50;0;5925
2011;875,00;25280;1924;66;1;27271
2011;908,00;0;0;0;0;0
2011;940,00;0;0;0;0;0
2011;946,00;23165;4653;119;4;27941
2011;1023,00;55465;11450;199;69;67183
2011;1054,00;46282;8478;235;98;55093
2011;1057,00;0;0;0;0;0
2011;1031,00;0;0;0;0;0
2011;1032,00;109122;9788;197;55;119162
2011;1064,00;1381;156;775;0;2312
2011;226,00;32723;1807;63;1;34594
2011;687,00;48697;6087;1134;114;56032
2011;745,00;148334;15607;1545;114;165600
2011;109,00;37806;1492;0;0;39298
2011;808,00;97401;10348;739;75;108563
2011;971,00;52222;515;1899;2;54638
2011;128,00;10416;387;0;0;10803
2011;919,00;29462;9259;252;43;39016
2011;725,00;124006;22087;4652;125;150870
2011;3,00;0;0;0;0;0
2011;386,00;0;35;0;0;35
2011;306,00;0;0;0;0;0
2011;15,00;7029;23;18;0;7070
2011;264,00;28052;2032;152;1;30237
2011;867,00;8827;0;0;0;8827
2011;910,00;35110;6780;739;59;42688
2011;1053,00;55692;9483;1439;73;66687
2011;1055,00;59151;11267;2369;109;72896
2011;529,00;0;0;0;0;0
2011;345,00;0;0;0;0;0
2011;515,00;10569;408;0;0;10977
2011;174,00;0;0;0;0;0
2011;523,00;0;0;0;0;0
2011;697,00;71044;8637;2;2;79685
2011;239,00;36457;4583;328;6;41374
2011;287,00;42195;3920;0;0;46115
2011;377,00;0;0;0;0;0
2011;692,00;43994;6514;80;48;50636
2011;335,00;0;0;0;0;0
2011;435,00;12628;1549;165;36;14378
2011;423,00;10364;1409;0;0;11773
2011;351,00;13659;3078;123;6;16866
2011;810,00;4223;184;15;1;4423
2011;830,00;57225;8777;407;38;66447
2011;892,00;88944;11872;973;97;101886
2011;921,00;68297;7503;62;4;75866
2011;991,00;14063;230;135;6;14434
2011;992,00;47171;5315;609;69;53164
2011;993,00;19372;4335;49;13;23769
2011;1071,00;110019;16465;759;115;127358
2011;473,00;22093;4355;53;0;26501
2011;663,00;104162;11578;3792;138;119670
2011;552,00;15193;33;1061;1;16288
2011;772,00;72902;13848;1698;473;88921
2011;568,00;5608;222;0;0;5830
2011;398,00;6022;1056;17;0;7095
2011;394,00;6559;365;2;0;6926
2011;614,00;0;0;0;0;0
2011;235,00;5395;180;19;0;5594
2011;616,00;42550;2112;2198;2;46862
2011;267,00;19091;2105;51;3;21250
2011;565,00;0;0;0;0;0
2011;220,00;11770;1483;50;1;13304
2011;278,00;14387;1185;81;2;15655
2011;107,00;0;0;0;0;0
2011;141,00;0;0;0;0;0
2011;711,00;102496;17583;16115;239;136433
2011;204,00;385;1;2;0;388
2011;579,00;103447;929;22;0;104398
2011;348,00;0;0;0;0;0
2011;766,00;15940;1142;360;2;17444
2011;761,00;0;0;0;0;0
2011;728,00;37074;5525;100;18;42717
2011;280,00;34234;1928;126;5;36293
2011;222,00;532;26;0;0;558
2011;276,00;61441;3661;75;1;65178
2011;11,00;17901;4048;21;4;21974
2011;302,00;21125;274;32;0;21431
2011;682,00;11554;1588;130;11;13283
2011;279,00;58918;4137;83;1;63139
2011;282,00;91404;5316;31;0;96751
2011;281,00;38214;7159;42;17;45432
2011;183,00;291;0;0;0;291
2011;610,00;12551;12;0;0;12563
2011;116,00;0;0;0;0;0
2011;115,00;0;0;0;0;0
2011;114,00;0;0;0;0;0
2011;126,00;0;0;0;0;0
2011;119,00;55;5;0;0;60
2011;770,00;87766;12004;1370;99;101239
2011;583,00;52706;3829;834;28;57397
2011;136,00;0;0;0;0;0
2011;469,00;24201;2341;174;14;26730
2011;642,00;46218;6733;1008;51;54010
2011;674,00;98938;10244;158;2;109342
2011;193,00;0;0;0;0;0
2011;526,00;104349;9587;1074;60;115070
2011;698,00;77786;10040;6166;226;94218
2011;630,00;51299;5815;544;32;57690
2011;124,00;0;0;0;0;0
2011;364,00;0;0;0;0;0
2011;604,00;111922;14052;1917;24;127915
2011;123,00;0;0;0;0;0
2011;310,00;1803;1053;0;0;2856
2011;571,00;46565;4276;1276;37;52154
2011;296,00;4537;0;0;0;4537
2011;566,00;68830;3058;812;19;72719
2011;784,00;114012;16806;3525;326;134669
2011;102,00;0;0;0;0;0
2011;379,00;1440;938;565;0;2943
2011;639,00;79672;7237;1562;30;88501
2011;457,00;26277;1317;394;17;28005
2011;609,00;96847;9258;90;3;106198
2011;101,00;0;0;0;0;0
2011;454,00;43561;6503;746;30;50840
2011;318,00;2597;796;153;0;3546
2011;600,00;60817;6405;936;18;68176
2011;545,00;107520;8447;795;88;116850
2011;100,00;0;0;0;0;0
2011;702,00;104965;10638;343;152;116098
2011;778,00;49621;7566;344;27;57558
2011;341,00;4297;190;69;0;4556
2011;99,00;0;0;0;0;0
2011;767,00;36833;4774;1369;58;43034
2011;359,00;42808;61;1153;31;44053
2011;98,00;0;0;0;0;0
2011;132,00;0;0;0;0;0
2011;97,00;0;0;0;0;0
2011;103,00;0;0;0;0;0
2011;110,00;0;0;0;0;0
2011;94,00;0;0;0;0;0
2011;91,00;0;0;0;0;0
2011;664,00;93786;13197;757;148;107888
2011;918,00;169366;27780;4343;416;201905
2011;92,00;0;0;0;0;0
2011;93,00;0;0;0;0;0
2011;95,00;0;0;0;0;0
2011;96,00;0;0;0;0;0
2011;301,00;17497;2;32;0;17531
2011;492,00;51219;4162;1059;29;56469
2011;811,00;0;0;148;0;148
2011;812,00;0;0;0;0;0
2011;832,00;0;0;0;0;0
2011;841,00;0;0;0;0;0
2011;856,00;0;0;0;0;0
2011;859,00;0;0;0;0;0
2011;861,00;0;0;0;0;0
2011;880,00;0;0;0;0;0
2011;883,00;0;0;0;0;0
2011;884,00;0;0;0;0;0
2011;877,00;0;0;0;0;0
2011;911,00;0;0;0;0;0
2011;913,00;0;0;0;0;0
2011;922,00;11922;677;9;0;12608
2011;923,00;0;0;0;0;0
2011;924,00;0;0;0;0;0
2011;947,00;0;0;0;0;0
2011;951,00;0;0;0;0;0
2011;972,00;0;0;0;0;0
2011;973,00;4587;73;2;0;4662
2011;974,00;0;0;0;0;0
2011;975,00;0;0;0;0;0
2011;960,00;0;0;0;0;0
2011;1027,00;0;0;0;0;0
2011;1028,00;0;0;0;0;0
2011;976,00;990;421;135;0;1546
2011;977,00;0;0;0;0;0
2011;1020,00;0;0;0;0;0
2011;994,00;53812;5983;631;21;60447
2011;995,00;0;0;0;0;0
2011;1060,00;307;234;55;0;596
2011;1005,00;0;0;0;0;0
2011;1061,00;0;0;0;0;0
2011;1006,00;0;0;0;0;0
2011;1088,00;0;0;0;0;0
2011;1089,00;12993;589;74;0;13656
2011;1076,00;0;0;0;0;0
2011;1078,00;0;0;0;0;0
2011;1033,00;48044;6786;693;116;55639
2011;1036,00;0;0;0;0;0
2011;1037,00;0;0;0;0;0
2011;1039,00;0;0;0;0;0
2011;1065,00;0;0;0;0;0
2011;1066,00;17438;574;79;3;18094
2011;207,00;15695;347;178;0;16220
2011;431,00;0;0;0;0;0
2011;387,00;20803;3755;511;22;25091
2011;179,00;0;0;0;0;0
2011;606,00;23126;4168;356;16;27666
2011;925,00;102367;19975;28;71;122441
2011;541,00;12536;2375;530;22;15463
2011;797,00;15503;2539;358;33;18433
2011;627,00;32155;6595;316;36;39102
2011;173,00;83;12;0;0;95
2011;636,00;68197;11164;870;112;80343
2011;205,00;2293;21;61;0;2375
2011;814,00;106;106;0;2;214
2011;881,00;12320;525;377;0;13222
2011;771,00;119982;10358;837;70;131247
2011;533,00;4650;181;0;0;4831
2011;447,00;5368;2803;140;3;8314
2011;815,00;0;42;0;0;42
2011;801,00;131164;11355;973;100;143592
2011;800,00;4314;1993;57;8;6372
2011;389,00;58529;6854;340;8;65731
2011;759,00;2594;545;48;2;3189
2011;695,00;74343;10236;870;61;85510
2011;816,00;40256;3991;278;26;44551
2011;833,00;60522;4780;428;30;65760
2011;870,00;28946;1115;53;2;30116
2011;927,00;14272;369;5;0;14646
2011;961,00;166253;10286;1438;158;178135
2011;962,00;12427;768;15;0;13210
2011;1079,00;1334;6;2;0;1342
2011;666,00;82684;14253;751;64;97752
2011;392,00;0;0;0;0;0
2011;790,00;9374;1606;200;0;11180
2011;650,00;30260;3920;369;40;34589
2011;876,00;50585;9403;697;64;60749
2011;944,00;0;57;0;0;57
2011;952,00;38581;1877;0;0;40458
2011;54,00;0;0;0;0;0
2011;538,00;46378;8343;313;86;55120
2011;557,00;24201;3198;161;17;27577
2011;653,00;37566;5136;349;56;43107
2011;647,00;31439;4014;525;39;36017
2011;208,00;7824;2;259;0;8085
2011;978,00;74860;14314;2;47;89223
2011;996,00;30041;2685;477;54;33257
2011;729,00;173837;18645;3112;283;195877
2011;182,00;27562;2159;86;5;29812
2011;633,00;24500;105;0;0;24605
2011;685,00;44656;8401;406;36;53499
2011;683,00;24923;3756;347;59;29085
2011;945,00;43478;2469;700;21;46668
2011;953,00;8576;4;0;0;8580
2011;1022,00;39048;471;1973;32;41524
2011;1049,00;18921;378;1613;19;20931
2011;794,00;133711;25864;1201;465;161241
2011;415,00;69;51;5;0;125
2011;592,00;34462;1722;18;2;36204
2011;497,00;9551;766;12;0;10329
2011;726,00;56898;9940;1839;91;68768
2011;272,00;15007;972;254;2;16235
2011;805,00;123414;21594;254;179;145441
2011;5,00;0;0;0;0;0
2011;234,00;23094;686;247;0;24027
2011;64,00;0;0;0;0;0
2011;842,00;23813;2945;1206;26;27990
2011;843,00;13757;1930;682;44;16413
2011;1025,00;71250;2921;153;3;74327
2011;803,00;44975;10264;81;41;55361
2011;211,00;10047;229;185;0;10461
2011;773,00;50134;10706;3983;105;64928
2011;424,00;12834;511;10;0;13355
2011;298,00;17798;2103;124;2;20027
2011;594,00;6931;324;13;0;7268
2011;237,00;17426;110;272;3;17811
2011;16,00;0;0;0;0;0
2011;768,00;10285;1273;296;7;11861
2011;617,00;60390;6212;932;91;67625
2011;297,00;6841;1541;94;0;8476
2011;105,00;0;0;0;0;0
2011;544,00;28528;1590;445;19;30582
2011;804,00;51041;4767;620;40;56468
2011;470,00;15176;1100;247;2;16525
2011;104,00;0;0;0;0;0
2011;20,00;0;0;0;0;0
2011;550,00;37087;3284;1082;41;41494
2011;112,00;0;0;0;0;0
2011;818,00;0;0;0;0;0
2011;914,00;0;0;0;0;0
2011;928,00;0;0;0;0;0
2011;964,00;41429;6004;482;25;47940
2011;1026,00;0;0;0;0;0
2011;1068,00;0;0;0;0;0
2011;738,00;129554;12470;697;139;142860
2011;404,00;0;0;0;0;0
2011;274,00;43887;1253;31;5;45176
2011;270,00;44485;1608;27;3;46123
2011;676,00;53209;2946;238;74;56467
2011;709,00;67409;5645;610;87;73751
2011;754,00;219776;19262;4322;265;243625
2011;997,00;51476;2392;2598;8;56474
2011;734,00;80098;11311;60;59;91528
2011;299,00;10050;137;16;0;10203
2011;645,00;0;0;0;0;0
2011;17,00;0;0;0;0;0
2011;1046,00;0;0;0;0;0
2011;420,00;1722;112;0;0;1834
2011;802,00;0;0;0;0;0
2011;266,00;15777;1574;0;0;17351
2011;580,00;5890;428;14;1;6333
2011;137,00;6692;343;0;0;7035
2011;769,00;0;0;0;0;0
2011;776,00;39120;3373;707;15;43215
2011;640,00;32785;2587;599;14;35985
2011;315,00;0;0;0;0;0
2011;40,00;0;0;0;0;0
2011;508,00;11667;2384;195;4;14250
2011;46,00;0;0;0;0;0
2011;590,00;29781;4577;657;24;35039
2011;777,00;25930;3712;571;16;30229
2011;897,00;103332;22323;252;128;126035
2011;965,00;0;0;0;0;0
2011;671,00;44103;8971;943;47;54064
2011;461,00;7680;1476;248;0;9404
2011;376,00;11499;388;38;0;11925
2011;621,00;21927;3226;243;61;25457
2011;793,00;103985;13110;1168;171;118434
2011;324,00;5592;118;0;0;5710
2011;712,00;26429;6825;162;32;33448
2011;32,00;0;0;0;0;0
2011;361,00;0;0;0;0;0
2011;486,00;7353;570;21;0;7944
2011;595,00;26517;4837;229;40;31623
2011;433,00;9615;1145;411;4;11175
