"año";"NCODI";"biopsias_hosp";"biopsias_CEP";"necropsias_hosp";"angio_hosp";"angio_CEP";"densiometrias_hosp";"densiometrias_CEP";"gamma_hosp";"gamma_CEP";"mamo_hosp";"mamo_CEP";"pet_hosp";"pet_CEP";"resonancia_hosp";"resonancia_CEP";"rx_hosp";"rx_CEP";"spect_hosp";"spect_CEP";"tac_hosp";"tac_CEP";"Colonosopia";"Broncoscopia";"ERCP"
2011;781,00;22666;0;157;227;0;0;0;0;0;4334;0;0;0;0;0;138344;0;0;0;13603;0;0;0;0
2011;779,00;29513;0;31;378;0;3247;0;2584;0;22455;0;0;0;0;0;66085;0;512;0;8013;0;0;0;0
2011;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;619,00;0;0;0;0;0;0;0;0;0;1249;0;0;0;3331;0;8499;0;0;0;1088;0;0;0;0
2011;163,00;122;0;0;0;0;0;0;0;0;0;0;0;0;4856;0;7349;0;0;0;1261;0;0;0;0
2011;131,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;375,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026;0;0;0;0;0;0;0;0
2011;764,00;21413;0;17;566;0;2504;0;0;0;4950;0;0;0;4988;0;181854;0;0;0;24356;0;0;0;0
2011;14,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
2011;657,00;5482;0;4;0;0;0;0;0;0;1511;0;0;0;0;0;44278;0;0;0;3992;0;;;
2011;362,00;2430;0;0;114;0;0;0;5229;0;165;0;0;0;8014;0;12002;0;0;0;1417;0;;;
2011;989,00;0;0;0;0;0;0;0;0;0;1052;0;0;0;0;0;55089;0;0;0;3560;0;;;
2011;990,00;0;0;0;0;0;0;0;0;0;1402;0;0;0;0;0;42000;0;0;0;4702;0;0;0;0
2011;680,00;24217;0;64;3698;0;0;0;0;0;6288;0;0;0;21004;0;155343;29144;0;0;22565;0;0;0;0
2011;411,00;4142;0;0;27;0;9034;0;0;0;3198;0;0;0;6392;0;41570;0;0;0;3731;0;1986;23;26
2011;241,00;2778;0;0;0;0;861;0;353;0;237;0;0;0;0;0;24503;0;0;0;0;0;0;0;0
2011;558,00;8356;0;7;0;0;0;0;0;0;3533;0;0;0;7580;0;75463;0;0;0;7650;0;0;0;0
2011;167,00;0;0;0;0;0;1611;0;0;0;92;0;0;0;0;0;2474;0;0;0;98;0;0;0;0
2011;248,00;2394;0;0;433;0;249;0;1752;0;691;0;1398;0;11320;0;32983;0;18;0;7499;0;139;157;0
2011;224,00;0;0;0;0;0;462;0;0;0;1004;0;0;0;1536;0;15005;0;0;0;1807;0;0;0;0
2011;591,00;10057;0;9;0;0;343;0;0;0;5531;0;0;0;17227;0;121336;0;0;0;12642;0;0;0;0
2011;586,00;13023;0;23;0;0;0;0;0;0;5689;0;0;0;6945;0;139153;0;0;0;16960;0;0;0;0
2011;453,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30235;0;0;0;4394;0;0;0;0
2011;145,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;511,00;10706;0;13;0;0;0;0;0;0;3652;0;0;0;0;0;83895;35734;0;0;10490;0;0;0;0
2011;530,00;13827;0;0;0;0;0;0;0;0;1963;0;0;0;7535;0;68262;29268;0;0;11734;0;0;0;0
2011;6,00;700;0;0;28;0;6059;0;2584;0;2633;0;304;0;5720;0;13172;0;0;0;3589;0;0;0;0
2011;161,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;623,00;14477;0;4;0;0;4550;0;9265;0;7019;0;0;0;0;0;130857;27627;0;0;17874;0;0;0;0
2011;489,00;898;0;0;0;0;0;0;0;0;578;0;0;0;1100;0;21856;0;0;0;1203;0;0;0;0
2011;875,00;2857;0;1;3;0;1033;0;774;0;2325;0;933;0;4278;0;38377;0;79;0;4963;0;0;0;0
2011;908,00;23;0;0;0;0;78;0;0;0;0;0;379;0;1455;0;0;0;0;0;380;0;0;0;0
2011;940,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;946,00;5714;0;14;204;0;821;0;208;0;1576;0;0;0;4461;0;16301;0;0;0;3855;0;;;
2011;1023,00;12213;0;8;1138;0;8258;0;0;0;5336;0;0;0;8175;0;96979;0;0;0;12818;0;0;0;0
2011;1054,00;7618;0;5;1423;0;3905;0;0;0;2185;0;0;0;6032;0;79524;0;0;0;9485;0;0;0;0
2011;1057,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;978;0;0;0;1008;0;0;0;0
