"año";"NCODI";"pacienteTot_hospDom";"visitaTot_hospDom"
2011;781,00;721;8181
2011;779,00;416;4647
2011;113,00;0;0
2011;619,00;0;0
2011;163,00;0;0
2011;131,00;0;0
2011;375,00;0;0
2011;764,00;0;0
2011;14,00;0;0
2011;657,00;0;0
2011;362,00;0;0
2011;989,00;0;0
2011;990,00;0;0
2011;680,00;3962;27775
2011;411,00;0;0
2011;241,00;0;0
2011;558,00;1302;14843
2011;167,00;0;0
2011;248,00;0;0
2011;224,00;0;0
2011;591,00;502;12573
2011;586,00;3306;12134
2011;453,00;0;0
2011;145,00;0;0
2011;511,00;2359;6047
2011;530,00;937;7205
2011;6,00;0;0
2011;161,00;0;0
2011;623,00;878;10872
2011;489,00;0;0
2011;875,00;0;0
2011;908,00;0;0
2011;940,00;0;0
2011;946,00;0;0
2011;1023,00;758;7112
2011;1054,00;1590;11159
2011;1057,00;0;0
2011;1031,00;0;0
2011;1032,00;699;9028
2011;1064,00;0;0
2011;226,00;0;0
2011;687,00;0;0
2011;745,00;359;1574
2011;109,00;0;0
2011;808,00;0;0
2011;971,00;0;0
2011;128,00;0;0
2011;919,00;335;2478
2011;725,00;0;0
2011;3,00;0;0
2011;386,00;0;0
2011;306,00;0;0
2011;15,00;0;0
2011;264,00;0;0
2011;867,00;0;0
2011;910,00;0;0
2011;1053,00;0;0
2011;1055,00;0;0
2011;529,00;0;0
2011;345,00;0;0
2011;515,00;0;0
2011;174,00;0;0
2011;523,00;0;0
2011;697,00;0;0
2011;239,00;0;0
2011;287,00;0;0
2011;377,00;0;0
2011;692,00;398;5845
2011;335,00;0;0
2011;435,00;0;0
2011;423,00;0;0
2011;351,00;0;0
2011;810,00;0;0
2011;830,00;0;0
2011;892,00;0;0
2011;921,00;0;0
2011;991,00;0;0
2011;992,00;0;0
2011;993,00;0;0
2011;1071,00;502;3747
2011;473,00;0;0
2011;663,00;184;201
2011;552,00;0;0
2011;772,00;407;4884
2011;568,00;0;0
2011;398,00;0;0
2011;394,00;0;0
2011;614,00;0;0
2011;235,00;0;0
2011;616,00;366;4859
2011;267,00;0;0
2011;565,00;0;0
2011;220,00;0;0
2011;278,00;0;0
2011;107,00;428;4335
2011;141,00;0;0
2011;711,00;0;0
2011;204,00;0;0
2011;579,00;0;0
2011;348,00;0;0
2011;766,00;0;0
2011;761,00;0;0
2011;728,00;0;0
2011;280,00;0;0
2011;222,00;0;0
2011;276,00;0;0
2011;11,00;0;0
2011;302,00;0;0
2011;682,00;0;0
2011;279,00;0;0
2011;282,00;0;0
2011;281,00;0;0
2011;183,00;0;0
2011;610,00;0;0
2011;116,00;0;0
2011;115,00;0;0
2011;114,00;178;1429
2011;126,00;0;0
2011;119,00;0;0
2011;770,00;920;8016
2011;583,00;440;4243
2011;136,00;0;0
2011;469,00;89;1249
2011;642,00;320;3606
2011;674,00;139;544
2011;193,00;0;0
2011;526,00;204;963
2011;698,00;603;8466
2011;630,00;0;0
2011;124,00;0;0
2011;364,00;0;0
2011;604,00;461;5788
2011;123,00;0;0
2011;310,00;221;4298
2011;571,00;0;0
2011;296,00;0;0
2011;566,00;270;4321
2011;784,00;821;9507
2011;102,00;0;0
2011;379,00;0;0
2011;639,00;430;2920
2011;457,00;129;129
2011;609,00;0;0
2011;101,00;0;0
2011;454,00;0;0
2011;318,00;0;0
2011;600,00;222;1154
2011;545,00;0;0
2011;100,00;0;0
2011;702,00;395;4148
2011;778,00;248;1296
2011;341,00;0;0
2011;99,00;734;5596
2011;767,00;482;3229
2011;359,00;0;0
2011;98,00;0;0
2011;132,00;0;0
2011;97,00;0;0
2011;103,00;0;0
2011;110,00;0;0
2011;94,00;0;0
2011;91,00;0;0
2011;664,00;0;0
2011;918,00;875;8085
2011;92,00;0;0
2011;93,00;0;0
2011;95,00;0;0
2011;96,00;0;0
2011;301,00;0;0
2011;492,00;0;0
2011;811,00;0;0
2011;812,00;0;0
2011;832,00;0;0
2011;841,00;0;0
2011;856,00;0;0
2011;859,00;0;0
2011;861,00;0;0
2011;880,00;0;0
2011;883,00;0;0
2011;884,00;0;0
2011;877,00;0;0
2011;911,00;0;0
2011;913,00;0;0
2011;922,00;0;0
2011;923,00;0;0
2011;924,00;0;0
2011;947,00;0;0
2011;951,00;0;0
2011;972,00;0;0
2011;973,00;0;0
2011;974,00;0;0
2011;975,00;0;0
2011;960,00;0;0
2011;1027,00;0;0
2011;1028,00;0;0
2011;976,00;0;0
2011;977,00;0;0
2011;1020,00;0;0
2011;994,00;0;0
2011;995,00;0;0
2011;1060,00;0;0
2011;1005,00;0;0
2011;1061,00;0;0
2011;1006,00;0;0
2011;1088,00;0;0
2011;1089,00;0;0
2011;1076,00;0;0
2011;1078,00;0;0
2011;1033,00;280;305
2011;1036,00;0;0
2011;1037,00;0;0
2011;1039,00;0;0
2011;1065,00;0;0
2011;1066,00;0;0
2011;207,00;0;0
2011;431,00;3;12
2011;387,00;0;0
2011;179,00;0;0
2011;606,00;0;0
2011;925,00;567;18032
2011;541,00;0;0
2011;797,00;0;0
2011;627,00;0;0
2011;173,00;0;0
2011;636,00;0;0
2011;205,00;0;0
2011;814,00;0;0
2011;881,00;0;0
2011;771,00;207;711
2011;533,00;0;0
2011;447,00;0;0
2011;815,00;0;0
2011;801,00;0;0
2011;800,00;0;0
2011;389,00;0;0
2011;759,00;0;0
2011;695,00;351;470
2011;816,00;0;0
2011;833,00;0;0
2011;870,00;0;0
2011;927,00;0;0
2011;961,00;100;625
2011;962,00;0;0
2011;1079,00;0;0
2011;666,00;978;10881
2011;392,00;0;0
2011;790,00;307;9287
2011;650,00;1283;1659
2011;876,00;829;10207
2011;944,00;0;0
2011;952,00;0;0
2011;54,00;0;0
2011;538,00;0;0
2011;557,00;0;0
2011;653,00;0;0
2011;647,00;0;0
2011;208,00;0;0
2011;978,00;0;0
2011;996,00;0;0
2011;729,00;0;0
2011;182,00;0;0
2011;633,00;0;0
2011;685,00;0;0
2011;683,00;0;0
2011;945,00;0;0
2011;953,00;0;0
2011;1022,00;0;0
2011;1049,00;0;0
2011;794,00;648;9737
2011;415,00;42;344
2011;592,00;0;0
2011;497,00;0;0
2011;726,00;83;3813
2011;272,00;0;0
2011;805,00;554;2567
2011;5,00;0;0
2011;234,00;0;0
2011;64,00;0;0
2011;842,00;407;5384
2011;843,00;207;3428
2011;1025,00;37;2938
2011;803,00;0;0
2011;211,00;0;0
2011;773,00;0;0
2011;424,00;0;0
