"año";"NCODI";"primDiges_hosp";"totDiges_hosp";"primDigestivo_CEP";"totDigestivo_CEP";"primCardio_hosp";"totCardio_hosp";"primCardio_CEP";"totCardio_CEP";"primDerma_hosp";"totDerma_hosp";"primDerma_CEP";"totDerma_CEP";"primNeurolog_hosp";"totNeurolog_hosp";"primNeurolog_CEP";"totNeurolog_CEP";"primPsquia_hosp";"totPsquia_hosp";"primPsquia_CEP";"totPsquia_CEP";"primRestoMed_hosp";"totRestoMed_hosp";"primRestoMed_CEP";"totRestoMed_CEP";"primCirGeneral_hosp";"totCirGeneral_hosp";"primCirGeneral_CEP";"totCirGeneral_CEP";"primTrauma_hosp";"totTrauma_hosp";"primTrauma_CEP";"totTrauma_CEP";"primGine_hosp";"totGine_hosp";"primGine_CEP";"totGine_CEP";"primOftalmo_hosp";"totOftalmo_hosp";"primOftalmo_CEP";"totOftalmo_CEP";"primOrl_hosp";"totOrl_hosp";"primOrl_CEP";"totOrl_CEP";"primUrolog_hosp";"totUrolog_hosp";"primUrolog_CEP";"totUrolog_CEP";"primRestoQuirurg_hosp";"totRestoQuirurg_hosp";"primRestoQuirurg_CEP";"totRestoQuirurg_CEP";"primPediatria_hosp";"totPediatria_hosp";"primPediatria_CEP";"totPediatria_CEP";"primPreAnest_hosp";"totPreAnest_hosp";"primPreAnest_CEP";"totPreAnest_CEP";"primRehabil_hosp";"totRehabil_hosp";"primRehabil_CEP";"totRehabil_CEP";"primOtrasConsul_hosp";"totOtrasConsul_hosp";"primOtrasConsul_CEP";"totOtrasConsul_CEP";"primTotal_hosp";"total_hosp";"primTotal_CEP";"total_CEP";"otrasTexto"
2011;781,00;2608;13636;0;0;1907;8256;0;0;1407;5424;3687;8301;1560;6066;1260;3631;175;266;0;0;9812;74441;177;1175;4524;19849;0;0;6986;26203;2983;10527;1852;15086;6633;29917;1077;18832;5596;14342;3784;8090;1931;3617;63;81;3067;16884;1343;5552;0;0;2273;14174;0;0;9964;10032;0;0;4444;12082;0;0;1406;15671;0;0;55185;253741;25334;88394;"Otros"
2011;779,00;1767;7432;0;0;1166;5880;0;0;1500;17097;7950;9520;2104;4915;0;0;167;3373;0;0;9543;48315;0;0;2600;8125;0;0;7672;25803;0;0;2434;9390;0;0;9637;25180;0;0;4105;12394;0;0;558;7728;0;0;4161;11164;0;0;135;171;0;0;4445;4593;0;0;3246;10464;0;0;2984;5018;0;0;58224;207042;7950;9520;"Otros"
2011;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros"
2011;619,00;0;0;0;0;209;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;654;0;0;"Otros"
2011;163,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros"
2011;131,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros"
2011;375,00;0;0;0;0;106;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;1510;0;0;706;3889;0;0;1285;6649;0;0;"Otros"
2011;764,00;3995;15624;0;0;4112;15678;0;0;13487;26443;0;0;3595;14821;0;0;4123;25799;0;0;25366;127573;0;0;5467;16186;0;0;19935;53549;0;0;10014;33288;0;0;21568;56552;0;0;7946;22417;0;0;4450;18871;0;0;11501;35386;0;0;0;14874;0;0;10516;10516;0;0;11916;33197;0;0;0;0;0;0;157991;520774;0;0;"Otros"
2011;14,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros"
2011;657,00;1533;5170;0;0;90;368;0;0;2851;4676;0;0;0;0;0;0;1066;4432;0;0;5222;18361;0;0;1841;4593;0;0;4131;11805;0;0;3891;9390;0;0;6482;14959;0;0;2863;8053;0;0;1198;4885;0;0;0;0;0;0;644;2082;0;0;2276;2418;0;0;3485;10034;0;0;0;0;0;0;37573;101226;0;0;"Otros"
