"año";"NCODI";"Urg_altas";"Urg_ingresos";"Urg_traslados";"Urg_exitus";"Urg_total"
2012;418,00;6050;623;18;0;6691
2012;574,00;12075;131;0;0;12206
2012;399,00;0;0;0;0;0
2012;195,00;3153;0;0;0;3153
2012;783,00;100751;22991;956;246;124944
2012;263,00;14313;1504;151;5;15973
2012;194,00;3810;15;808;0;4633
2012;214,00;2525;111;0;0;2636
2012;785,00;170834;25065;3291;468;199658
2012;780,00;31197;3152;449;38;34836
2012;782,00;63684;12671;860;180;77395
2012;369,00;0;0;0;0;0
2012;84,00;0;0;0;0;0
2012;713,00;35064;124;1310;3;36501
2012;941,00;612;193;10;0;815
2012;1091,00;0;0;0;0;0
2012;1045,00;19736;829;13;0;20578
2012;1086,00;52290;4172;603;0;57065
2012;937,00;62519;14058;380;73;77030
2012;1004,00;5675;376;104;3;6158
2012;737,00;103139;15812;429;95;119475
2012;765,00;159584;26105;1572;238;187499
2012;329,00;61749;6447;1309;39;69544
2012;87,00;0;0;0;0;0
2012;527,00;11989;680;131;3;12803
2012;562,00;20901;999;49;1;21950
2012;251,00;23898;1545;0;0;25443
2012;129,00;0;0;0;0;0
2012;154,00;0;0;0;0;0
2012;516,00;45211;5009;10;1;50231
2012;184,00;11817;4;0;0;11821
2012;652,00;7617;1678;50;0;9345
2012;637,00;19384;2712;242;12;22350
2012;88,00;0;0;0;0;0
2012;907,00;0;0;0;0;0
2012;970,00;0;0;0;0;0
2012;1019,00;1142;490;251;3;1886
2012;1016,00;30174;854;14;0;31042
2012;1047,00;50636;5511;17;36;56200
2012;635,00;56104;5297;17;22;61440
