"año";"NCODI";"anatomia_centro";"diagnostico_centro";"dialisis_centro";"esterilizacion_centro";"laboratorio_centro";"rehabilitacion_centro";"otras_Asistenciales_centro";"anatomia_fuera";"diagnostico_fuera";"dialisis_fuera";"esterilizacion_fuera";"laboratorio_fuera";"rehabilitacion_fuera";"otras_Asistenciales_fuera";"cocina_centro";"lavanderia_centro";"limpieza_centro";"mantenimiento_centro";"seguridad_centro";"otros_NoAsistenciales_centro";"cocina_fuera";"lavanderia_fuera";"otros_NoAsistenciales_fuera";"oxigenoterapia_centro";"oxigenoterapia_fuera";"transporte_centro"
2012;473,00;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;663,00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;552,00;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;772,00;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;568,00;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;398,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
2012;394,00;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;614,00;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0
2012;235,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;616,00;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
2012;267,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0
2012;565,00;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
2012;220,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;278,00;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
2012;107,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;141,00;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;711,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;204,00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;579,00;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0
2012;348,00;0;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0
2012;766,00;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;761,00;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0
2012;728,00;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;280,00;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;222,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;276,00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
2012;11,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;302,00;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;682,00;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;279,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;282,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
2012;281,00;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;
2012;183,00;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;610,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
2012;116,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;;;
2012;115,00;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0
2012;114,00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;126,00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;119,00;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;770,00;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0
2012;583,00;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;136,00;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;469,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;642,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0
2012;674,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;193,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;526,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;698,00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2012;630,00;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;124,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;364,00;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;604,00;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0
2012;123,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;310,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
2012;571,00;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;296,00;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
2012;566,00;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;784,00;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0
2012;102,00;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2012;379,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2012;639,00;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0
2012;457,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;609,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;101,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
2012;454,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2012;318,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;600,00;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;545,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;100,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2012;702,00;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0
2012;778,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;341,00;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;99,00;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;767,00;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;359,00;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0
2012;98,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;132,00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0
2012;97,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;;;
2012;103,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;110,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;94,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2012;91,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;664,00;1;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;918,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0
2012;92,00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2012;95,00;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0
2012;96,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;301,00;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0
2012;492,00;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;811,00;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0
2012;812,00;0;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0
2012;832,00;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2012;841,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;856,00;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0
2012;859,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;861,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0
2012;880,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;883,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;884,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2012;877,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0
2012;911,00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;913,00;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0
2012;922,00;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;923,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
2012;924,00;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2012;947,00;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2012;951,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2012;972,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;973,00;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;974,00;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0
2012;975,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;960,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2012;1027,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;1028,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;976,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;977,00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0
2012;1020,00;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0
2012;994,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;995,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;1060,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2012;1005,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0
2012;1061,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1006,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2012;1088,00;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0
2012;1089,00;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;1076,00;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0
2012;1078,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;1033,00;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;1036,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
2012;1037,00;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2012;1039,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;1067,00;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0
2012;1065,00;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2012;1066,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;207,00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2012;431,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;387,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0
2012;179,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;606,00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2012;925,00;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1
2012;541,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0
2012;797,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0
2012;627,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2012;173,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
