"año";"NCODI";"anatomia_centro";"diagnostico_centro";"dialisis_centro";"esterilizacion_centro";"laboratorio_centro";"rehabilitacion_centro";"otras_Asistenciales_centro";"anatomia_fuera";"diagnostico_fuera";"dialisis_fuera";"esterilizacion_fuera";"laboratorio_fuera";"rehabilitacion_fuera";"otras_Asistenciales_fuera";"cocina_centro";"lavanderia_centro";"limpieza_centro";"mantenimiento_centro";"seguridad_centro";"otros_NoAsistenciales_centro";"cocina_fuera";"lavanderia_fuera";"otros_NoAsistenciales_fuera";"oxigenoterapia_centro";"oxigenoterapia_fuera";"transporte_centro"
2012;636,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;205,00;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;814,00;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1
2012;881,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;771,00;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1
2012;533,00;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1
2012;447,00;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
2012;815,00;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2012;801,00;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0
2012;800,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;389,00;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2012;759,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
2012;695,00;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1
2012;816,00;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2012;833,00;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2012;870,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;927,00;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
2012;961,00;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0
2012;962,00;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;1079,00;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
2012;666,00;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1
2012;392,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
2012;790,00;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;650,00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
2012;876,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;944,00;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2012;952,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;54,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2012;367,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;538,00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;557,00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2012;653,00;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;1;0;0;0;0
2012;647,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0
2012;978,00;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;1;0
2012;996,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1
2012;729,00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0
2012;182,00;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
2012;633,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;685,00;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0
2012;683,00;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;1
2012;945,00;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1
2012;953,00;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0
2012;1022,00;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1
2012;1049,00;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1
2012;794,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0
2012;415,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
2012;592,00;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0
2012;497,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2012;726,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2012;272,00;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0
2012;805,00;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;1
2012;5,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2012;234,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;64,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1
2012;842,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;843,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
2012;1025,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2012;803,00;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0
2012;211,00;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;773,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0
2012;424,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;298,00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;594,00;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;237,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;16,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0
2012;768,00;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0
2012;617,00;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0
2012;297,00;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0
2012;544,00;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;804,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0
2012;470,00;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;104,00;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0
2012;20,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;;;
2012;550,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0
2012;112,00;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;818,00;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;914,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;928,00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0
2012;964,00;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
2012;1026,00;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0
2012;1068,00;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0
2012;738,00;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1
2012;404,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0
2012;274,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;270,00;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;676,00;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;1
2012;709,00;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0
2012;754,00;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2012;997,00;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1
2012;734,00;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;0;1;0
2012;299,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2012;645,00;0;1;0;1;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;17,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1046,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1
2012;420,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;802,00;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0
2012;266,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2012;580,00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
2012;137,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;769,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
2012;776,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;640,00;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0
2012;315,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;40,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
2012;508,00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2012;46,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2012;590,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;777,00;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;897,00;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2012;965,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0
2012;671,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;461,00;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2012;376,00;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;621,00;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1
2012;793,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2012;324,00;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;712,00;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1
2012;32,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;361,00;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0
2012;486,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;595,00;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0
2012;433,00;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
2012;1058,00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0
2012;261,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;730,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2012;577,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2012;788,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2012;865,00;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1
2012;979,00;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1
2012;998,00;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1
2012;221,00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1
2012;462,00;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2012;506,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;727,00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0
2012;355,00;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;487,00;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;938,00;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0
2012;886,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;835,00;1;1;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0
2012;999,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
2012;798,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;0;0
2012;504,00;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0
2012;247,00;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0
2012;216,00;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;654,00;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;65,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;472,00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2012;427,00;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0
2012;491,00;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2012;551,00;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;106,00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0
2012;819,00;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;836,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2012;915,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;942,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0
2012;748,00;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;1;0
2012;198,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0
2012;871,00;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;0
2012;948,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2012;1051,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0
2012;1083,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0
2012;679,00;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0
2012;176,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;537,00;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;608,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
2012;596,00;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1
2012;749,00;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0
2012;758,00;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
2012;724,00;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0
2012;436,00;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0
2012;567,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0
2012;677,00;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0
2012;670,00;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0
2012;588,00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0
2012;446,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;753,00;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1
2012;887,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2012;585,00;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;1
2012;245,00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;603,00;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0
2012;426,00;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;232,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;288,00;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
2012;246,00;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0
2012;284,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;18,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
2012;356,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;401,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0
2012;733,00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
2012;243,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2012;380,00;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0
2012;716,00;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
2012;534,00;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;185,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2012;258,00;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
2012;505,00;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0
2012;268,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2012;602,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2012;254,00;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0
2012;705,00;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0
2012;133,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
2012;33,00;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1
2012;143,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0
2012;36,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
2012;756,00;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0
2012;662,00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0
2012;192,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1
2012;382,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0
2012;322,00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
2012;478,00;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1
2012;352,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
2012;628,00;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;0
2012;291,00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2012;495,00;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1
2012;845,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0
2012;498,00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0
2012;314,00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
2012;720,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
2012;721,00;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;485,00;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2012;273,00;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0
2012;846,00;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0
2012;847,00;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0
2012;848,00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0
2012;864,00;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
2012;916,00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
2012;930,00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0
2012;954,00;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0
2012;943,00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
2012;949,00;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0
2012;980,00;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
2012;981,00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
