"año";"NCODI";"progAngioVasc_hosp";"urgeAngioVasc_hosp";"progAngioVasc_cma";"urgeAngioVasc_cma";"progAngioVasc_resto";"urgeAngioVasc_resto";"progAngioVasc_total";"urgeAngioVasc_total";"progCirCardio_hosp";"urgeCirCardio_hosp";"progCirCardio_cma";"urgeCirCardio_cma";"progCirCardio_resto";"urgeCirCardio_resto";"progCirCardio_total";"urgeCirCardio_total";"progCirGeneral_hosp";"urgeCirGeneral_hosp";"progCirGeneral_cma";"urgeCirGeneral_cma";"progCirGeneral_resto";"urgeCirGeneral_resto";"progCirGeneral_total";"urgeCirGeneral_total";"progMaxilo_hosp";"urgeMaxilo_hosp";"progMaxilo_cma";"urgeMaxilo_cma";"progMaxilo_resto";"urgeMaxilo_resto";"progMaxilo_total";"urgeMaxilo_total";"progCirPediat_hosp";"urgeCirPediat_hosp";"progCirPediat_cma";"urgeCirPediat_cma";"progCirPediat_resto";"urgeCirPediat_resto";"progCirPediat_total";"urgeCirPediat_total";"progPlastica_hosp";"urgePlastica_hosp";"progPlastica_cma";"urgePlastica_cma";"progPlastica_resto";"urgePlastica_resto";"progPlastica_total";"urgePlastica_total";"progToracica_hosp";"urgeToracica_hosp";"progToracica_cma";"urgeToracica_cma";"progToracica_resto";"urgeToracica_resto";"progToracica_total";"urgeToracica_total";"progDerma_hosp";"urgeDerma_hosp";"progDerma_cma";"urgeDerma_cma";"progDerma_resto";"urgeDerma_resto";"progDerma_total";"urgeDerma_total";"progGine_hosp";"urgeGine_hosp";"progGine_cma";"urgeGine_cma";"progGine_resto";"urgeGine_resto";"progGine_total";"urgeGine_total";"progCirNeuro_hosp";"urgeCirNeuro_hosp";"progCirNeuro_cma";"urgeCirNeuro_cma";"progCirNeuro_resto";"urgeCirNeuro_resto";"progCirNeuro_total";"urgeCirNeuro_total";"progOftalmo_hosp";"urgeOftalmo_hosp";"progOftalmo_cma";"urgeOftalmo_cma";"progOftalmo_resto";"urgeOftalmo_resto";"progOftalmo_total";"urgeOftalmo_total";"progORL_hosp";"urgeORL_hosp";"progORL_cma";"urgeORL_cma";"progORL_resto";"urgeORL_resto";"progORL_total";"urgeORL_total";"progTrauma_hosp";"urgeTrauma_hosp";"progTrauma_cma";"urgeTrauma_cma";"progTrauma_resto";"urgeTrauma_resto";"progTrauma_total";"urgeTrauma_total";"progUrolog_hosp";"urgeUrolog_hosp";"progUrolog_cma";"urgeUrolog_cma";"progUrolog_resto";"urgeUrolog_resto";"progUrolog_total";"urgeUrolog_total";"progOtrasCirugias_hosp";"urgeOtrasCirugias_hosp";"progOtrasCirugias_cma";"urgeOtrasCirugias_cma";"progOtrasCirugias_resto";"urgeOtrasCirugias_resto";"progOtrasCirugias_total";"urgeOtrasCirugias_total";"totalProg_hosp";"totalUrge_hosp";"totalProg_cma";"totalUrge_cma";"totalProg_resto";"totalUrge_resto";"total_programada";"total_urgente"
2012;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;619,00;69;0;46;0;0;0;115;0;2;0;12;0;0;0;14;0;515;61;1576;49;0;0;2091;110;2;0;0;0;204;0;206;0;0;0;0;0;0;0;0;0;56;4;0;0;51;0;107;4;0;0;0;0;0;0;0;0;0;0;0;0;27;0;27;0;85;17;36;14;0;0;121;31;0;0;0;0;0;0;0;0;5;0;138;0;0;0;143;0;44;0;0;0;3;0;47;0;523;47;65;0;287;0;875;47;60;2;0;0;214;10;274;12;0;0;0;0;0;0;0;0;1361;131;1873;63;786;10;4020;204
2012;163,00;72;0;194;0;11;0;277;0;0;0;0;0;0;0;0;0;89;0;15;0;769;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;46;0;278;0;407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;9;0;2;0;52;0;618;0;143;0;62;0;823;0;38;0;62;0;23;0;123;0;0;0;0;0;0;0;0;0;941;0;469;0;1145;0;2555;0
2012;131,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;375,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;1090,00;712;76;481;0;6;28;1199;104;0;0;0;0;0;0;0;0;1763;904;783;0;748;37;3294;941;130;71;939;0;262;6;1331;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;0;657;0;13957;1;14988;1;935;630;365;0;93;506;1393;1136;156;80;25;0;9;31;190;111;86;10;3802;0;353;21;4241;31;576;30;416;0;88;11;1080;41;2287;534;651;0;101;45;3039;579;1546;66;284;0;324;9;2154;75;18;9;0;0;6;797;24;806;8583;2410;8403;0;15947;1492;32933;3902
2012;764,00;375;135;10;0;105;7;490;142;0;0;0;0;0;0;0;0;753;765;773;19;132;8;1658;792;184;15;11;0;10;0;205;15;221;93;130;1;102;2;453;96;263;2;88;0;71;0;422;2;300;21;0;0;0;0;300;21;0;0;193;0;9;0;202;0;371;778;107;2;184;111;662;891;341;96;2;0;2;3;345;99;95;17;1557;2;1437;13;3089;32;324;46;268;0;120;0;712;46;1264;377;310;9;501;53;2075;439;746;174;127;1;207;4;1080;179;6;22;1;0;216;9;223;31;5243;2541;3577;34;3096;210;11916;2785
2012;14,00;19;0;62;0;0;0;81;0;0;0;0;0;0;0;0;0;260;11;150;8;0;0;410;19;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;81;0;52;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;95;0;295;7;39;6;0;0;334;13;9;0;7;0;0;0;16;0;0;0;106;0;0;0;106;0;65;0;22;0;0;0;87;0;521;0;187;0;0;0;708;0;72;0;138;0;0;0;210;0;16;0;460;16;0;0;476;16;1348;18;1318;30;0;0;2666;48
2012;657,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;250;258;0;264;17;779;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;184;0;186;0;143;191;0;0;53;0;196;191;0;0;0;0;0;0;0;0;151;14;433;0;441;5;1025;19;103;17;22;0;85;1;210;18;262;124;186;0;299;7;747;131;131;16;0;0;303;1;434;17;0;0;0;0;0;0;0;0;1049;612;899;0;1629;31;3577;643
2012;362,00;0;5;321;0;0;0;321;5;399;27;0;0;0;0;399;27;374;39;1320;0;0;0;1694;39;214;0;0;0;2499;0;2713;0;0;0;0;0;0;0;0;0;210;0;29;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;114;0;102;0;29;0;0;0;131;0;190;4;0;0;0;0;190;4;66;0;1343;0;0;0;1409;0;17;0;86;0;0;0;103;0;588;55;1846;0;0;0;2434;55;51;0;0;0;228;0;279;0;0;0;0;0;0;0;0;0;2211;130;4974;0;2841;0;10026;130
