"año";"NCODI";"70_tIngresos";"700_particular";"701_AsegPriv";"701_1_AsistSanitaria";"701_2_AccTrafic";"702_MATEPSS";"704_SNS";"705_1_FdirectaSS";"705_2_FdirectaAPriv_MATEPSS";"706_OyEntiPublica";"708_bonificaciones";"709_Otros_Ips";"74_Total_Subvencion";"740_subvenciones";"741_otraSubvencion";"7X_restoIngresos";"total_ventasIngresos";"70_Hospital";"70_consulExter";"70_CMA";"70_hospDia";"70_Urgencia";"70_hospDom";"700_Hospital";"700_consulExter";"700_CMA";"700_hospDia";"700_Urgencia";"700_hospDom";"701_Hospital";"701_consulExter";"701_CMA";"701_hospDia";"701_Urgencia";"701_hospDom";"701_1Hospital";"701_1consulExter";"701_1CMA";"701_1hospDia";"701_1Urgencia";"701_1hospDom";"701_2Hospital";"701_2consulExter";"701_2CMA";"701_2hospDia";"701_2Urgencia";"701_2hospDom";"702_Hospital";"702_consulExter";"702_CMA";"702_hospDia";"702_Urgencia";"702_hospDom";"704_Hospital";"704_consulExter";"704_CMA";"704_hospDia";"704_Urgencia";"704_hospDom";"705_1Hospital";"705_1consulExter";"705_1CMA";"705_1hospDia";"705_1Urgencia";"705_1hospDom";"705_2Hospital";"705_2consulExter";"705_2CMA";"705_2hospDia";"705_2Urgencia";"705_2hospDom";"706_Hospital";"706_consulExter";"706_CMA";"706_hospDia";"706_Urgencia";"706_hospDom";"708_Hospital";"708_consulExter";"708_CMA";"708_hospDia";"708_Urgencia";"708_hospDom"
2012;1055,00;1640036;9157;847699;430784;416915;202946;0;0;0;13669;0;566565;0;0;0;0;1640036;543473;312197;0;0;217801;0;2579;856;0;0;5722;0;473283;169630;0;0;204786;0;282370;141131;0;0;7283;0;190913;28499;0;0;197503;0;58016;137637;0;0;7293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9595;4074;0;0;0;0;0;0;0;0;0;0
2012;529,00;15918134;0;0;0;0;0;15865824;0;0;52310;0;0;1326115;0;1326115;590043;17834292;15420199;445625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15420199;445625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;345,00;18810631;0;0;0;0;0;18746659;0;0;55297;0;8675;562356;0;562356;591154;19964141;18746659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18746659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;515,00;13663761;1306092;0;0;0;42041;138580;0;12177048;0;0;0;0;0;0;0;13663761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;174,00;2752875;0;0;0;0;0;2752875;0;0;0;0;0;948;948;0;27084;2780907;1286406;613899;676293;122177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286406;613899;676293;122177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;523,00;19176993;98833;336830;336830;0;195152;18482885;0;0;0;0;63293;199410;165661;33749;178438;19554841;8215201;3425444;0;365048;0;0;47432;39398;0;7140;0;0;158074;172364;0;0;0;0;158074;172364;0;0;0;0;0;0;0;0;0;0;158112;17370;0;0;0;0;7851583;3196312;0;357908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;697,00;34820364;1657045;32718445;30991892;1726553;439550;5324;0;0;0;0;0;0;0;0;392958;35213322;21183801;7940901;730008;1999421;4638183;0;1209887;358265;89204;111059;89099;0;19702795;7377427;639762;1888362;4473485;0;19543694;6292043;636598;1888362;4132320;0;159101;1085384;3164;0;341165;0;271119;199885;1042;0;75599;0;0;5324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;239,00;40853262;5437793;37463542;35220548;2242994;512273;0;0;0;0;-2560346;0;0;0;0;3177196;44030458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;287,00;27895899;1348404;23294500;21663793;1630707;571948;2290825;0;0;0;-130410;520632;0;0;0;742437;28638336;12763602;7558722;882762;0;2312717;0;862083;346014;24522;0;41227;0;11449029;6882362;824580;0;2211138;0;10919791;6053233;818330;0;2012150;0;529238;829129;6250;0;198988;0;336325;193638;33660;0;60352;0;116165;136708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;377,00;13016963;0;8675;8675;0;0;12958963;0;0;49325;0;0;438959;438959;0;591121;14047043;12916488;51150;0;0;0;0;0;0;0;0;0;0;8675;0;0;0;0;0;8675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12907813;51150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
