"año";"NCODI";"altas_particular";"estancias_particular";"sesionHdia_particular";"consulta_particular";"cma_particular";"urge_particular";"hospDom_particular";"altas_AsegPriv";"estancias_AsegPriv";"sesionHdia_AsegPriv";"consulta_AsegPriv";"cma_AsegPriv";"urge_AsegPriv";"hospDom_AsegPriv";"altas_sns";"estancias_sns";"sesionHdia_sns";"consulta_sns";"cma_sns";"urge_sns";"hospDom_sns";"altas_MutuaFun";"estancias_MutuaFun";"sesionHdia_MutuaFun";"consulta_MutuaFun";"cma_MutuaFun";"urge_MutuaFun";"hospDom_MutuaFun";"altas_otrEntiPublica";"estancias_otrEntiPublica";"sesionHdia_otrEntiPublica";"consulta_otrEntiPublica";"cma_otrEntiPublica";"urge_otrEntiPublica";"hospDom_otrEntiPublica";"altas_MATEPSS";"estancias_MATEPSS";"sesionHdia_MATEPSS";"consulta_MATEPSS";"cma_MATEPSS";"urge_MATEPSS";"hospDom_MATEPSS";"altas_convIntern";"estancias_conveInter";"sesionHdia_conveInter";"consulta_conveInter";"cma_conveInter";"urge_conveInter";"hospDom_conveInter";"altas_AccTrafic";"estancias_AccTrafic";"sesionHdia_AccTrafic";"consulta_AccTrafic";"cma_AccTrafic";"urge_AccTrafic";"hospDom_AccTrafic";"otroRegimen";"altas_otroRegim";"estancias_otroRegim";"sesionHdia_otroRegim";"consulta_otroRegim";"cma_otroRegim";"urge_otroRegim";"hospDom_otroRegim";"total_altas";"total_estancias";"total_sesionHdia";"total_consulta";"total_cma";"total_urgencias";"total_hospDom"
2012;113,00;0;0;0;5;0;0;0;0;0;0;5;0;0;0;183;72046;0;42303;0;0;0;0;0;0;0;0;0;0;0;2928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;183;74974;0;42313;0;0;0
2012;619,00;82;283;19;29;74;462;0;1482;5250;372;675;1396;8787;0;124;428;29;50;112;699;0;0;0;0;0;0;0;0;132;456;31;0;119;744;0;243;837;57;0;219;1365;0;0;0;0;0;0;0;0;18;63;4;0;16;102;0;"Otros";0;0;0;0;0;0;0;2081;7317;512;754;1936;12159;0
2012;163,00;193;220;0;5983;52;40;0;720;1718;0;23176;302;2253;0;294;636;0;1971;111;36;0;0;0;0;0;0;0;0;9;9;0;42;1;0;0;1;3;0;123;0;76;0;2;2;0;25;3;29;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;1219;2588;0;31320;469;2434;0
2012;131,00;4;163;0;0;0;0;0;1;11;0;0;0;0;0;114;4866;0;0;0;0;0;0;0;0;0;0;0;0;68;5957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;187;10997;0;0;0;0;0
2012;375,00;1;36;0;0;0;0;0;0;0;0;0;0;0;0;445;18177;0;10157;0;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;96;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;447;18309;0;10157;0;657;0
2012;1090,00;62;275;0;0;0;755;0;117;693;0;666;0;375;0;38803;191565;43313;587079;8403;156519;1210;0;0;0;0;0;0;0;0;0;0;0;0;1;0;55;195;0;1029;0;1290;0;0;0;0;0;0;0;0;142;1118;0;0;0;9;0;"Otros";0;0;0;0;0;0;0;39179;193846;43313;588774;8403;158949;1210
2012;764,00;0;0;0;0;0;0;0;30;226;0;226;0;291;0;24064;181774;22052;479704;3611;131501;0;310;2578;0;1448;0;1065;0;4;28;0;113;0;23;0;42;352;0;403;0;859;0;0;0;0;0;0;0;0;106;869;0;6;0;1612;0;"Otros";0;0;0;0;0;0;0;24556;185827;22052;481900;3611;135351;0
2012;14,00;87;163;0;0;71;61;0;2261;5067;0;0;1257;15856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;34;0;0;20;386;0;0;0;0;0;0;0;0;10;21;0;0;0;3;0;"Otros";0;0;0;0;0;0;0;2383;5285;0;0;1348;16306;0
2012;657,00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4317;21695;1977;91428;899;30067;0;24;186;0;16;0;325;0;0;0;0;0;0;0;0;4;20;0;46;0;360;0;0;0;0;0;0;0;0;8;38;0;0;0;396;0;"Otros";5;48;0;13;0;52;0;4358;21987;1977;91503;899;31201;0
2012;362,00;60;1370;0;6414;26;30;0;1464;4208;0;26018;716;7732;0;7488;10702;0;95915;4192;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;155;0;88;40;686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Otros";0;0;0;0;0;0;0;9061;16435;0;128435;4974;9022;0
