"año";"NCODI";"partoVaginal";"cesareas";"rNacVivos";"vivos_menor2500";"exitusMaternal"
2012;777,00;499;61;561;11;0
2012;897,00;3546;594;4257;385;0
2012;965,00;0;0;0;0;0
2012;671,00;1182;356;1549;64;0
2012;461,00;42;1;43;0;0
2012;376,00;72;16;89;8;0
2012;621,00;423;125;552;28;0
2012;793,00;1875;718;2643;298;0
2012;324,00;0;0;0;0;0
2012;712,00;478;207;703;58;0
2012;32,00;0;0;0;0;0
2012;361,00;0;0;0;0;0
2012;486,00;56;28;84;0;0
2012;595,00;549;122;683;33;0
2012;433,00;97;34;131;5;0
2012;1058,00;0;0;0;0;0
2012;261,00;113;60;173;0;0
2012;730,00;890;300;1179;83;0
2012;577,00;980;192;1269;69;0
2012;788,00;1920;507;2471;262;0
2012;865,00;451;102;559;33;0
2012;979,00;0;0;0;0;0
2012;998,00;0;0;0;0;0
2012;221,00;0;0;0;0;0
2012;462,00;0;0;0;0;0
2012;506,00;118;49;161;5;0
2012;727,00;552;166;728;55;0
2012;355,00;0;0;0;0;0
2012;487,00;0;0;0;0;0
2012;938,00;1782;466;2291;206;0
2012;886,00;0;0;0;0;0
2012;835,00;76;48;124;6;0
2012;999,00;0;0;0;0;0
2012;798,00;2227;659;2934;289;0
2012;504,00;0;0;0;0;0
2012;247,00;0;0;0;0;0
2012;216,00;164;147;313;16;0
2012;654,00;228;139;367;10;0
2012;65,00;0;0;0;0;0
2012;472,00;106;34;141;5;0
2012;427,00;0;0;0;0;0
2012;491,00;83;51;135;0;0
2012;551,00;54;50;103;3;0
2012;106,00;0;0;0;0;0
2012;819,00;0;0;0;0;0
2012;836,00;0;0;0;0;0
2012;915,00;0;0;0;0;0
2012;942,00;0;0;0;0;0
2012;748,00;1869;508;2363;106;0
2012;198,00;0;0;0;0;0
2012;871,00;470;140;618;31;0
2012;948,00;102;106;208;3;0
2012;1051,00;0;0;0;0;0
2012;1083,00;0;0;0;0;0
2012;679,00;1054;405;1493;146;0
2012;176,00;0;0;0;0;0
2012;537,00;0;0;0;0;0
2012;608,00;328;95;426;27;0
2012;596,00;170;36;203;12;0
2012;749,00;0;0;0;0;0
2012;758,00;3378;1111;4631;448;1
2012;724,00;1433;514;2003;87;0
2012;436,00;0;0;0;0;0
2012;567,00;0;0;0;0;0
2012;677,00;0;0;0;0;0
2012;670,00;0;0;0;0;0
2012;588,00;0;0;0;0;0
2012;446,00;0;0;0;0;0
2012;753,00;4321;972;5452;624;0
2012;887,00;0;0;0;0;0
2012;585,00;0;0;0;0;0
2012;245,00;1747;675;2438;220;0
2012;603,00;0;0;0;0;0
2012;426,00;0;0;0;0;0
2012;232,00;1823;971;2864;208;0
2012;288,00;0;0;0;0;0
2012;246,00;1127;867;2024;0;0
2012;284,00;282;315;606;23;0
2012;18,00;0;0;0;0;0
2012;356,00;0;0;0;0;0
2012;401,00;0;0;0;0;0
2012;733,00;1754;444;2235;161;0
