"año";"NCODI";"totHemodina_Paciente";"totPaciente_radioInterv";"totLitofrag_Paciente";"totLitofrag_Sesion";"totAceleLineal_Paciente";"totAceleLineal_Sesion";"totBomCobal_Paciente";"totBomCobal_Sesion";"totOtraRadio_Paciente";"totOtraRadio_Sesion";"totFisiot_Paciente";"totFisiot_Sesion";"totLogop_Paciente";"totLogop_Sesion";"totTerapOcupa_Paciente";"totTerapOcupa_Sesion";"totHemodial_Paciente";"totHemodial_Sesion";"totHemodialDom_Paciente";"totHemodialDom_Sesion";"totDialPerito_Paciente";"totDialPerito_Sesion"
2012;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;3420;0;0;0;0;0;0
2012;619,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;163,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;131,00;0;0;0;0;0;0;0;0;0;0;20;120;0;0;0;0;0;0;0;0;0;0
2012;375,00;0;0;0;0;0;0;0;0;0;0;1133;14478;0;0;0;0;0;0;0;0;0;0
2012;1090,00;1249;1448;414;517;780;17787;0;0;0;0;15419;374520;0;0;0;0;148;15344;0;0;0;0
2012;764,00;1559;1864;236;311;740;18034;0;0;26;103;16018;108028;2784;6237;2326;24892;84;12933;1;156;50;16988
2012;14,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;657,00;0;345;0;0;0;0;0;0;0;0;3420;28534;0;0;0;0;0;0;0;0;0;0
2012;362,00;417;116;0;0;0;0;0;0;0;0;1300;13804;0;0;0;0;0;0;0;0;0;0
2012;989,00;0;0;0;0;0;0;0;0;0;0;1834;17235;312;2184;197;1976;0;0;0;0;0;0
2012;990,00;0;0;0;0;0;0;0;0;0;0;2232;21539;447;1552;201;1405;0;0;0;0;0;0
2012;680,00;2693;1052;228;303;0;0;0;0;0;0;5568;239735;0;0;0;0;683;11855;0;0;30;10950
2012;411,00;7876;308;0;0;0;0;0;0;0;0;1665;17449;0;0;0;0;111;18016;0;0;0;0
2012;241,00;151;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;36962;0;0;0;0
2012;558,00;0;754;0;0;0;0;0;0;0;0;1848;166302;0;0;0;0;106;13165;13;2701;17;6313
2012;167,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;248,00;191;120;0;0;637;14547;0;0;101;177;1463;16071;0;0;0;0;384;12033;0;0;0;0
2012;224,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;591,00;616;0;148;148;1054;13855;0;0;0;0;17096;387217;0;0;0;0;174;9285;0;0;17;3428
2012;586,00;0;888;0;0;0;0;0;0;0;0;13936;403089;0;0;0;0;1183;13016;0;0;14;20072
2012;453,00;0;0;0;0;0;0;0;0;0;0;1244;109806;0;0;698;1028;0;0;0;0;0;0
2012;145,00;0;0;0;0;0;0;0;0;0;0;37;5015;0;0;0;0;0;0;0;0;0;0
2012;511,00;0;635;0;0;0;0;0;0;0;0;5829;104927;0;0;0;0;440;4714;0;0;58;58
2012;530,00;0;0;0;0;0;0;0;0;0;0;6159;251801;0;0;0;0;0;0;0;0;0;0
2012;6,00;0;12;73;73;0;0;0;0;0;0;1320;10520;42;845;0;0;0;0;0;0;0;0
2012;161,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;12805;0;0;0;0;0;0
2012;623,00;1362;1315;0;0;964;21737;0;0;0;0;13027;180372;0;0;0;0;0;0;0;0;0;0
2012;489,00;0;0;0;0;0;0;0;0;0;0;230;3587;0;0;0;0;0;0;0;0;0;0
2012;875,00;187;547;0;0;549;11345;0;0;0;0;499;24176;8;262;0;0;0;0;0;0;0;0
2012;940,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;864;0;0;0;0;0;0
2012;946,00;304;486;0;0;0;0;0;0;0;0;2702;21613;0;0;0;0;429;1502;0;0;0;0
2012;1023,00;640;243;0;0;0;0;0;0;0;0;5263;72949;460;3803;0;0;91;11329;0;0;0;0
2012;1054,00;503;1479;0;0;0;0;0;0;0;0;2949;27510;283;1453;0;0;274;12395;0;0;0;0
2012;1057,00;0;0;0;0;0;0;0;0;0;0;183;17637;74;6159;96;1659;0;0;0;0;0;0
2012;1031,00;0;0;0;0;0;0;0;0;0;0;45;2600;39;1560;45;5200;0;0;0;0;0;0
2012;1032,00;406;0;112;147;0;0;0;0;0;0;5961;90442;404;2932;0;0;0;0;0;0;0;0
2012;1064,00;0;112;0;0;20;25;0;0;0;0;1389;21169;0;0;0;0;0;0;0;0;0;0
2012;226,00;82;22;69;69;0;0;0;0;0;0;0;0;0;0;0;0;9;1220;0;0;0;0
2012;687,00;0;0;0;0;0;0;0;0;0;0;1088;29561;0;0;47;3704;0;0;0;0;0;0
2012;745,00;1669;2587;0;0;1125;17742;0;0;0;0;4771;33861;0;0;473;1992;272;16098;0;0;36;6745
2012;109,00;50;0;0;0;0;0;0;0;0;0;400;7193;302;3320;0;0;0;0;0;0;0;0
2012;808,00;0;773;0;0;0;0;0;0;0;0;38590;97618;0;0;0;0;61;9453;0;0;0;0
2012;971,00;0;0;0;0;0;0;0;0;0;0;576;9618;0;0;0;0;0;0;0;0;0;0
2012;128,00;0;0;0;0;0;0;0;0;0;0;785;14123;168;4690;0;0;0;0;0;0;0;0
2012;919,00;0;1321;0;0;0;0;0;0;0;0;48930;118921;0;0;2308;6966;48;7433;0;0;24;8009
2012;725,00;2427;894;0;0;983;25834;0;0;0;0;5340;295315;87;458;731;50512;77;13461;2;624;30;10950
2012;3,00;0;0;0;0;0;0;0;0;0;0;41;9680;0;0;0;0;0;0;0;0;0;0
2012;386,00;0;0;0;0;0;0;0;0;0;0;59;2132;0;0;32;1625;0;0;0;0;0;0
2012;306,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012;264,00;0;0;0;0;0;0;0;0;0;0;1043;18771;0;0;0;0;0;0;0;0;0;0
