"año";"NCODI";"pacienteTot_med";"sesionTot_med";"pacienteTot_psiquia";"sesionTot_psiquia";"pacienteTot_geria";"sesionTot_geria"
2012;220,00;251;6715;0;0;0;0
2012;278,00;0;0;0;0;0;0
2012;107,00;0;0;79;3659;115;12874
2012;141,00;0;0;0;0;0;0
2012;711,00;15115;64734;1447;11124;0;0
2012;204,00;0;0;0;0;35;5067
2012;579,00;0;0;0;0;0;0
2012;348,00;392;15517;0;0;0;0
2012;766,00;796;2980;0;0;0;0
2012;761,00;0;0;0;0;149;11613
2012;728,00;660;3503;0;0;0;0
2012;280,00;548;4750;0;0;0;0
2012;222,00;0;0;0;0;0;0
2012;276,00;658;5726;0;0;0;0
2012;11,00;0;0;0;0;0;0
2012;302,00;0;0;0;0;0;0
2012;682,00;3990;14250;0;0;0;0
2012;279,00;384;1970;0;0;0;0
2012;282,00;765;5709;0;0;0;0
2012;281,00;448;6638;0;0;0;0
2012;183,00;0;0;0;0;0;0
2012;610,00;0;0;0;0;0;0
2012;116,00;0;0;0;0;153;4618
2012;115,00;0;0;0;0;0;0
2012;114,00;0;0;0;0;0;0
2012;126,00;0;0;0;0;27;2097
2012;119,00;0;0;0;0;0;0
2012;770,00;5132;18418;74;3214;0;0
2012;583,00;247;9009;0;0;0;0
2012;136,00;0;0;0;0;203;10519
2012;469,00;1688;4062;0;0;23;3547
2012;642,00;254;1854;0;0;107;4638
2012;674,00;1947;9148;132;3297;0;0
2012;193,00;0;0;0;0;67;4115
2012;526,00;4097;16280;0;0;267;6961
2012;698,00;3323;23179;36;1316;0;0
2012;630,00;277;2445;0;0;206;7399
2012;124,00;0;0;0;0;201;7567
2012;364,00;0;0;0;0;138;8328
2012;604,00;4914;20651;216;4251;0;0
2012;123,00;0;0;0;0;353;14640
2012;310,00;0;0;236;12803;161;13273
2012;571,00;693;4012;0;0;0;0
2012;296,00;0;0;0;0;68;5692
2012;566,00;1319;2141;146;4078;1829;2552
2012;784,00;7748;39215;423;19700;235;6382
2012;102,00;0;0;97;3072;64;4887
2012;379,00;0;0;297;18658;0;0
2012;639,00;7974;9493;0;0;0;0
2012;457,00;465;962;0;0;0;0
2012;609,00;356;2508;39;4354;0;0
2012;101,00;0;0;0;0;37;4543
2012;454,00;569;3939;0;0;0;0
2012;318,00;0;0;51;4181;56;5935
2012;600,00;1463;14626;0;0;0;0
2012;545,00;0;0;71;4861;130;8583
2012;100,00;0;0;0;0;13;503
2012;702,00;1570;8151;81;5264;0;0
2012;778,00;774;5975;129;3506;0;0
2012;341,00;0;0;0;0;0;0
2012;99,00;0;0;0;0;355;8670
2012;767,00;1791;5465;0;0;0;0
2012;359,00;0;0;0;0;1057;7006
2012;98,00;0;0;0;0;64;5224
2012;132,00;0;0;0;0;0;0
2012;97,00;0;0;0;0;54;7181
2012;103,00;0;0;0;0;460;4637
2012;110,00;0;0;0;0;0;0
2012;94,00;0;0;0;0;0;0
2012;91,00;0;0;0;0;113;5908
2012;664,00;4526;19469;170;4714;0;0
2012;918,00;19788;79108;0;0;0;0
2012;92,00;0;0;0;0;0;0
2012;95,00;0;0;0;0;37;5767
2012;96,00;0;0;0;0;0;0
2012;301,00;0;0;0;0;0;0
2012;492,00;1741;5036;0;0;0;0
2012;811,00;0;0;0;0;0;0
2012;812,00;3697;35004;0;0;0;0
2012;832,00;0;0;0;0;0;0
2012;841,00;0;0;0;0;0;0
2012;856,00;0;0;0;0;48;6134
2012;859,00;0;0;58;2266;0;0
2012;861,00;0;0;0;0;0;0
2012;880,00;0;0;0;0;163;9671
2012;883,00;0;0;32;4484;0;0
2012;884,00;0;0;0;0;75;6804
2012;877,00;0;0;0;0;0;0
2012;911,00;0;0;0;0;129;6713
2012;913,00;0;0;206;4901;0;0
2012;922,00;0;0;0;0;0;0
2012;923,00;0;0;0;0;0;0
2012;924,00;2101;19193;0;0;0;0
2012;947,00;0;0;0;0;0;0
2012;951,00;0;0;0;0;25;1703
2012;972,00;0;0;0;0;0;0
2012;973,00;0;0;0;0;0;0
2012;974,00;0;0;0;0;0;0
2012;975,00;0;0;0;0;41;5837
2012;960,00;0;0;0;0;107;5839
2012;1027,00;0;0;0;0;0;0
2012;1028,00;0;0;0;0;0;0
2012;976,00;0;0;97;2711;196;7276
2012;977,00;0;0;0;0;0;0
2012;1020,00;0;0;170;2432;0;0
2012;994,00;1;7948;0;0;0;0
2012;995,00;0;0;0;0;58;6594
2012;1060,00;0;0;147;10497;0;0
2012;1005,00;0;0;0;0;0;0
2012;1061,00;0;0;0;0;0;0
2012;1006,00;0;0;84;4741;0;0
2012;1088,00;0;0;0;0;0;0
2012;1089,00;0;0;0;0;0;0
2012;1076,00;0;0;0;0;0;0
2012;1078,00;0;0;0;0;0;0
2012;1033,00;5158;20650;0;0;0;0
2012;1036,00;0;0;0;0;0;0
2012;1037,00;0;0;178;7126;0;0
2012;1039,00;0;0;196;10378;0;0
2012;1067,00;0;0;0;0;144;11276
2012;1065,00;0;0;0;0;0;0
2012;1066,00;157;1392;0;0;0;0
2012;207,00;99;286;0;0;0;0
2012;431,00;0;0;0;0;0;0
2012;387,00;327;1307;0;0;0;0
2012;179,00;0;0;0;0;0;0
2012;606,00;1033;4134;0;0;0;0
2012;925,00;6820;27282;133;13824;0;0
2012;541,00;265;2199;0;0;0;0
2012;797,00;111;788;0;0;0;0
2012;627,00;436;3954;0;0;0;0
2012;173,00;0;0;4;630;0;0
2012;636,00;1396;13965;0;0;472;4723
2012;205,00;0;0;0;0;0;0
2012;814,00;0;0;0;0;0;0
2012;881,00;0;0;0;0;0;0
2012;771,00;8091;20354;0;0;0;0
2012;533,00;0;0;0;0;0;0
2012;447,00;150;1164;0;0;0;0
2012;815,00;0;0;0;0;0;0
2012;801,00;6961;26521;0;0;0;0
2012;800,00;0;0;0;0;0;0
2012;389,00;0;0;0;0;0;0
2012;759,00;0;0;0;0;0;0
2012;695,00;11443;24239;0;0;0;0
2012;816,00;204;1287;0;0;0;0
2012;833,00;0;0;0;0;0;0
