"año";"NCODI";"Camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2012;745,00;"501 - 1000 camas";37;3;16;2;727;37;3;16;1;22;10;71;42;0;0;19;2
2012;109,00;"Menos de 200 camas";2;1;6;1;82;2;1;6;1;4;0;0;0;0;0;0;0
2012;808,00;"200 - 500 camas";8;8;9;0;280;6;8;9;0;6;0;0;22;0;16;0;0
2012;971,00;"Menos de 200 camas";0;0;6;0;5;0;0;2;0;2;0;2;0;0;12;0;0
2012;128,00;"Menos de 200 camas";1;1;3;0;33;0;0;3;0;1;0;3;0;0;2;2;1
2012;919,00;"200 - 500 camas";8;2;8;0;383;8;2;8;0;5;3;24;8;0;0;0;0
2012;725,00;"501 - 1000 camas";32;3;32;2;820;32;3;31;2;16;0;91;0;0;0;20;2
2012;3,00;"Menos de 200 camas";0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0
2012;386,00;"Menos de 200 camas";0;0;2;0;74;0;0;2;0;1;0;0;0;0;0;0;0
2012;306,00;"200 - 500 camas";0;0;0;0;438;0;0;0;0;0;0;0;0;0;0;0;0
2012;15,00;"Menos de 200 camas";0;0;3;0;29;0;0;3;0;1;0;4;0;0;5;0;0
2012;264,00;"Menos de 200 camas";3;4;4;0;77;3;4;4;0;2;0;0;0;0;0;0;0
2012;867,00;"Menos de 200 camas";0;0;2;0;15;0;0;2;0;2;0;0;0;0;0;0;0
2012;910,00;"200 - 500 camas";2;1;10;0;221;2;1;7;0;5;0;16;0;0;0;0;0
2012;1053,00;"200 - 500 camas";7;2;8;0;310;7;2;8;0;6;1;10;1;1;0;14;3
2012;1055,00;"200 - 500 camas";8;3;14;1;376;8;3;11;1;18;0;30;0;0;0;39;6
2012;529,00;"Menos de 200 camas";0;0;0;0;79;0;0;0;0;1;0;0;0;0;0;0;0
2012;345,00;"Menos de 200 camas";0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0
2012;515,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;2;0;0;0;0;0;0;0
2012;174,00;"Menos de 200 camas";0;0;3;0;28;0;0;2;0;0;0;0;0;1;0;0;0
2012;523,00;"Menos de 200 camas";0;0;3;0;130;0;0;3;0;2;0;0;0;25;3;0;0
2012;697,00;"Menos de 200 camas";9;3;6;1;193;9;3;6;1;5;0;1;1;1;1;1;1
2012;239,00;"Menos de 200 camas";0;0;5;1;86;0;0;4;1;3;0;10;0;0;0;0;0
2012;287,00;"200 - 500 camas";4;3;11;1;206;4;3;11;1;6;0;0;0;0;0;0;0
2012;377,00;"Menos de 200 camas";0;0;0;0;81;0;0;0;0;1;0;0;0;0;0;0;0
2012;692,00;"200 - 500 camas";4;2;6;0;189;4;2;6;0;3;0;8;15;0;0;0;0
2012;335,00;"Menos de 200 camas";0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0
2012;435,00;"Menos de 200 camas";2;1;5;1;68;1;1;5;1;1;0;0;0;0;5;5;5
2012;423,00;"Menos de 200 camas";3;1;2;0;31;3;1;2;0;2;0;1;0;0;2;3;2
2012;351,00;"Menos de 200 camas";0;0;3;0;52;0;0;2;0;2;0;0;0;0;0;2;1
2012;830,00;"200 - 500 camas";0;2;8;0;224;0;2;8;0;0;0;7;0;0;0;0;0
2012;892,00;"200 - 500 camas";19;5;13;0;356;10;5;13;0;5;0;30;24;1;0;34;0
2012;921,00;"Menos de 200 camas";4;6;8;1;158;3;4;8;1;5;0;0;0;0;0;0;0
2012;991,00;"Menos de 200 camas";1;1;1;0;12;1;1;1;0;1;0;1;0;0;0;0;0
2012;992,00;"Menos de 200 camas";6;1;6;0;165;6;1;6;0;4;0;7;15;0;8;12;1
2012;993,00;"Menos de 200 camas";5;3;5;0;142;5;3;5;0;2;2;21;16;0;0;6;1
2012;1071,00;"501 - 1000 camas";32;6;27;3;720;32;6;23;3;7;0;41;24;0;0;0;0
2012;473,00;"Menos de 200 camas";33;6;6;0;84;33;6;6;0;2;0;1;0;0;0;0;4
2012;663,00;"200 - 500 camas";9;2;11;1;364;9;2;11;1;4;2;53;0;0;7;0;0
2012;552,00;"Menos de 200 camas";0;0;6;0;107;0;0;6;0;4;0;16;0;0;14;0;0
2012;772,00;"501 - 1000 camas";0;0;26;2;610;0;0;26;2;8;0;70;56;50;0;0;6
2012;568,00;"Menos de 200 camas";0;0;2;0;37;0;0;2;0;2;0;0;0;0;0;0;0
2012;398,00;"Menos de 200 camas";0;0;5;0;100;0;0;5;0;2;0;0;0;0;0;0;0
2012;394,00;"Menos de 200 camas";0;0;2;0;55;0;0;2;0;2;0;0;0;0;0;0;0
2012;614,00;"Menos de 200 camas";0;0;2;0;22;0;0;2;0;0;0;0;0;0;0;7;0
2012;235,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;2;0;0;0;0;0;0;0
2012;616,00;"Menos de 200 camas";0;0;6;0;60;0;0;5;0;0;0;19;0;0;0;15;0
2012;267,00;"Menos de 200 camas";6;2;9;1;163;6;2;9;1;0;0;0;0;0;0;0;0
2012;565,00;"200 - 500 camas";0;0;5;0;178;0;0;5;0;2;0;4;0;0;0;7;0
2012;220,00;"Menos de 200 camas";4;3;9;0;138;4;3;9;0;3;0;17;0;0;0;0;8
2012;278,00;"Menos de 200 camas";6;3;8;0;154;6;3;8;0;0;0;0;0;0;0;8;2
2012;107,00;"Menos de 200 camas";0;0;0;0;112;0;0;0;0;0;0;0;15;55;0;0;0
2012;141,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;1;0;0;0;0;0;0;0
2012;711,00;"501 - 1000 camas";17;3;22;3;538;17;3;19;3;6;0;75;25;0;16;0;0
2012;204,00;"Menos de 200 camas";0;0;0;0;116;0;0;0;0;1;0;0;0;24;0;0;0
2012;579,00;"Menos de 200 camas";0;0;2;0;30;0;0;2;0;4;0;0;0;0;0;0;0
2012;348,00;"Menos de 200 camas";0;0;2;0;140;0;0;2;0;1;0;70;0;0;0;0;0
2012;766,00;"Menos de 200 camas";0;0;8;0;111;0;0;8;0;5;0;8;0;0;0;0;0
2012;761,00;"200 - 500 camas";0;0;0;0;271;0;0;0;0;0;0;0;0;60;0;0;0
2012;728,00;"200 - 500 camas";4;1;18;1;177;1;1;18;1;6;0;4;0;0;0;14;4
2012;280,00;"Menos de 200 camas";12;3;9;0;150;12;3;9;0;0;0;10;0;0;0;6;0
2012;222,00;"Menos de 200 camas";0;0;6;0;58;0;0;6;0;2;0;0;0;0;0;0;0
2012;276,00;"Menos de 200 camas";10;3;14;1;184;10;3;14;1;8;0;13;0;0;18;0;0
2012;11,00;"200 - 500 camas";2;2;8;1;188;0;2;8;1;3;0;0;0;0;0;0;0
2012;302,00;"Menos de 200 camas";2;2;3;0;60;2;2;3;0;0;0;0;0;0;1;1;1
2012;682,00;"Menos de 200 camas";0;0;8;0;161;0;0;8;0;1;0;11;0;0;0;0;0
2012;279,00;"Menos de 200 camas";20;5;9;1;181;20;5;9;1;4;0;10;0;0;0;10;3
2012;282,00;"200 - 500 camas";10;3;18;1;257;10;3;18;1;8;0;10;0;0;0;37;4
2012;281,00;"200 - 500 camas";8;5;10;1;273;8;4;10;1;3;0;10;0;0;0;15;0
2012;183,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2012;610,00;"Menos de 200 camas";0;0;5;0;43;0;0;5;0;1;0;0;0;0;0;19;0
2012;116,00;"200 - 500 camas";0;0;0;0;428;0;0;0;0;0;0;0;0;20;0;0;0
2012;115,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;1;0;0;0;0;0;0;0
2012;114,00;"Menos de 200 camas";0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0
2012;126,00;"Menos de 200 camas";0;0;0;0;145;0;0;0;0;0;0;0;0;10;0;0;0
2012;119,00;"Menos de 200 camas";0;0;4;0;30;0;0;4;0;1;0;0;0;0;0;0;0
2012;770,00;"501 - 1000 camas";10;3;19;2;448;10;3;19;2;7;0;42;20;0;0;8;3
2012;583,00;"Menos de 200 camas";0;0;6;0;108;0;0;6;0;4;0;21;0;0;0;15;4
2012;136,00;"200 - 500 camas";0;0;0;0;209;0;0;0;0;1;0;0;0;50;0;0;0
2012;469,00;"Menos de 200 camas";2;1;3;0;99;2;1;3;0;2;0;9;0;15;9;9;1
2012;642,00;"200 - 500 camas";2;3;5;0;210;2;3;5;0;5;0;7;0;20;0;0;0
2012;674,00;"200 - 500 camas";37;6;13;1;321;37;6;13;1;10;0;13;29;0;7;12;2
2012;193,00;"Menos de 200 camas";0;0;0;0;146;0;0;0;0;1;0;0;0;17;0;0;0
2012;526,00;"200 - 500 camas";12;3;6;0;333;12;3;6;0;4;0;34;0;68;0;10;0
2012;698,00;"501 - 1000 camas";0;0;29;2;620;0;0;29;2;10;0;19;10;0;0;24;0
2012;630,00;"200 - 500 camas";3;2;11;0;267;3;2;11;0;3;0;8;0;30;0;0;0
2012;124,00;"Menos de 200 camas";0;0;0;0;140;0;0;0;0;0;0;0;0;30;0;0;0
2012;364,00;"Menos de 200 camas";0;0;0;0;67;0;0;0;0;0;0;0;0;33;0;0;0
2012;604,00;"501 - 1000 camas";8;6;19;0;503;8;6;19;0;9;0;60;31;0;0;30;4
2012;123,00;"Menos de 200 camas";0;0;0;0;166;0;0;0;0;0;0;0;0;58;0;0;0
2012;310,00;"200 - 500 camas";0;0;0;0;397;0;0;0;0;0;0;0;55;57;0;0;0
2012;571,00;"Menos de 200 camas";2;2;5;0;127;2;2;5;0;3;0;8;0;0;0;1;1
2012;296,00;"Menos de 200 camas";0;0;0;0;177;0;0;0;0;1;0;0;0;22;0;0;0
2012;566,00;"Menos de 200 camas";4;3;6;0;160;0;3;5;0;4;0;20;20;15;11;0;0
2012;784,00;"501 - 1000 camas";18;6;16;0;714;18;6;16;0;6;0;109;60;39;0;17;4
2012;102,00;"501 - 1000 camas";0;0;0;0;747;0;0;0;0;1;0;0;15;20;0;0;0
2012;379,00;"501 - 1000 camas";0;0;0;0;609;0;0;0;0;0;0;0;90;0;0;0;0
2012;639,00;"Menos de 200 camas";1;4;5;0;143;1;4;5;0;5;0;6;0;0;0;8;0
2012;457,00;"Menos de 200 camas";0;0;2;0;70;0;0;2;0;2;0;2;0;0;10;0;0
2012;609,00;"200 - 500 camas";10;2;13;2;288;10;2;13;2;8;0;9;10;0;9;0;0
2012;101,00;"Menos de 200 camas";0;0;0;0;82;0;0;0;0;0;0;0;0;20;0;0;0
2012;454,00;"200 - 500 camas";2;1;4;0;269;2;1;4;0;3;0;16;0;0;0;4;1
2012;318,00;"200 - 500 camas";0;0;0;0;370;0;0;0;0;0;0;0;20;25;0;0;0
2012;600,00;"Menos de 200 camas";2;5;8;0;128;2;5;8;0;5;0;20;0;0;0;16;0
2012;545,00;"200 - 500 camas";19;3;14;15;327;13;3;14;15;5;0;38;30;36;0;0;0
2012;100,00;"Menos de 200 camas";0;0;0;0;83;0;0;0;0;0;0;0;0;35;0;0;0
2012;702,00;"200 - 500 camas";9;3;15;1;433;9;3;15;1;5;0;22;35;0;0;21;4
2012;778,00;"200 - 500 camas";3;5;9;0;214;3;5;9;0;4;0;58;22;0;0;14;2
2012;341,00;"Menos de 200 camas";1;1;2;0;65;0;0;2;0;2;0;0;0;0;0;0;0
2012;99,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;50;0;0;0
2012;767,00;"Menos de 200 camas";0;0;5;0;90;0;0;5;0;6;0;8;0;0;0;0;0
2012;359,00;"Menos de 200 camas";0;0;2;0;110;0;0;2;0;2;0;0;0;30;4;8;2
2012;98,00;"Menos de 200 camas";0;0;0;0;119;0;0;0;0;0;0;0;0;25;0;0;0
2012;132,00;"Menos de 200 camas";0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0
2012;97,00;"Menos de 200 camas";0;0;0;0;120;0;0;0;0;0;0;0;0;30;0;0;0
2012;103,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;0;0;0;0;20;0;0;0
2012;110,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2012;94,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2012;91,00;"Menos de 200 camas";0;0;0;0;61;0;0;0;0;0;0;0;0;18;0;0;0
2012;664,00;"200 - 500 camas";4;2;12;0;336;4;2;12;0;8;0;55;25;0;8;8;2
2012;918,00;"Más de 1.000 camas";45;6;39;3;1072;43;6;39;3;11;0;137;0;0;0;0;6
2012;92,00;"Menos de 200 camas";0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2012;95,00;"Menos de 200 camas";0;0;0;0;152;0;0;0;0;0;0;0;0;23;0;0;0
2012;96,00;"Menos de 200 camas";0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0
2012;301,00;"Menos de 200 camas";0;0;4;0;16;0;0;4;0;1;0;0;0;0;0;0;0
2012;492,00;"Menos de 200 camas";2;1;5;0;123;2;1;5;0;3;0;17;0;0;0;11;1
2012;811,00;"Menos de 200 camas";0;1;1;0;37;0;1;1;0;1;0;0;0;0;0;0;0
2012;812,00;"Menos de 200 camas";0;0;1;0;89;0;0;1;0;0;0;38;0;0;0;0;0
2012;832,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2012;841,00;"Menos de 200 camas";0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
2012;856,00;"Menos de 200 camas";0;0;0;0;72;0;0;0;0;0;0;0;0;20;0;0;0
2012;859,00;"Menos de 200 camas";0;0;0;0;79;0;0;0;0;0;0;0;25;0;0;0;0
2012;861,00;"Menos de 200 camas";0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
2012;880,00;"Menos de 200 camas";0;0;0;0;97;0;0;0;0;0;0;0;0;40;0;0;0
2012;883,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;0;0;0;21;0;0;0;0
2012;884,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;30;0;0;0
2012;877,00;"Menos de 200 camas";0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
2012;911,00;"200 - 500 camas";0;0;0;0;354;0;0;0;0;0;0;0;0;27;0;0;0
2012;913,00;"Menos de 200 camas";0;0;0;0;28;0;0;0;0;0;0;0;20;0;0;0;0
2012;922,00;"Menos de 200 camas";0;0;6;0;53;0;0;6;0;2;0;0;0;0;0;0;0
2012;923,00;"Menos de 200 camas";0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
2012;924,00;"Menos de 200 camas";0;0;0;0;48;0;0;0;0;0;0;28;0;0;0;0;0
2012;947,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2012;951,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;0;22;0;0;0
2012;972,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2012;973,00;"Menos de 200 camas";0;0;2;0;30;0;0;2;0;2;0;0;0;0;10;5;2
2012;974,00;"Menos de 200 camas";0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0
2012;975,00;"Menos de 200 camas";0;0;0;0;101;0;0;0;0;0;0;0;0;25;0;0;0
2012;960,00;"200 - 500 camas";0;0;0;0;223;0;0;0;0;0;0;0;0;40;0;0;0
2012;1027,00;"Menos de 200 camas";0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0
2012;1028,00;"Menos de 200 camas";0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
2012;976,00;"200 - 500 camas";0;0;0;0;278;0;0;0;0;0;0;0;12;35;0;0;0
2012;977,00;"Menos de 200 camas";0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
2012;1020,00;"Menos de 200 camas";0;0;0;0;22;0;0;0;0;0;0;0;15;0;0;0;0
2012;994,00;"200 - 500 camas";6;3;5;0;245;6;3;5;0;6;0;23;0;0;0;30;0
2012;995,00;"Menos de 200 camas";0;0;0;0;76;0;0;0;0;0;0;0;0;30;0;0;0
2012;1060,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;35;0;0;0;0
2012;1005,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2012;1061,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2012;1006,00;"Menos de 200 camas";0;0;0;0;52;0;0;0;0;0;0;0;20;0;0;0;0
2012;1088,00;"Menos de 200 camas";0;0;5;0;10;0;0;3;0;0;0;0;0;0;0;3;3
2012;1089,00;"Menos de 200 camas";4;2;7;0;54;0;0;3;0;3;0;0;0;0;8;0;0
2012;1076,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2012;1078,00;"Menos de 200 camas";0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
2012;1033,00;"200 - 500 camas";0;0;12;0;363;0;0;12;0;3;0;47;0;0;0;0;0
2012;1036,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2012;1037,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;30;0;0;0;0
2012;1039,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;40;0;0;0;0
2012;1067,00;"200 - 500 camas";0;0;0;0;205;0;0;0;0;0;0;0;0;50;0;0;0
2012;1065,00;"200 - 500 camas";0;0;0;0;228;0;0;0;0;1;0;0;0;0;0;0;0
2012;1066,00;"Menos de 200 camas";4;3;6;0;83;4;3;6;0;2;0;3;0;0;0;0;0
2012;207,00;"Menos de 200 camas";1;1;7;0;116;1;1;7;0;4;0;8;0;0;0;0;0
2012;431,00;"Menos de 200 camas";0;0;1;0;156;0;0;1;0;1;0;0;0;0;0;0;0
2012;387,00;"Menos de 200 camas";4;2;3;0;110;2;2;3;0;3;0;6;0;0;1;0;0
2012;179,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2012;606,00;"Menos de 200 camas";3;2;3;0;105;3;2;3;0;4;1;16;0;0;0;0;0
2012;925,00;"501 - 1000 camas";16;8;24;1;886;15;5;17;1;15;0;46;49;0;35;0;0
2012;541,00;"Menos de 200 camas";6;2;4;0;103;6;2;4;0;3;0;1;0;0;0;0;0
2012;797,00;"Menos de 200 camas";2;2;5;0;102;2;2;5;0;4;0;4;0;0;0;9;0
2012;627,00;"200 - 500 camas";6;2;6;0;231;5;2;6;0;3;3;16;0;0;0;6;0
2012;173,00;"200 - 500 camas";0;0;0;0;330;0;0;0;0;0;0;0;4;0;0;0;0
2012;636,00;"501 - 1000 camas";20;3;17;1;463;20;3;17;1;11;0;22;0;18;0;17;3
2012;205,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2012;814,00;"Menos de 200 camas";0;0;1;0;20;0;0;1;0;1;0;0;0;0;1;0;1
2012;881,00;"Menos de 200 camas";2;1;3;1;31;2;1;3;1;1;0;0;0;0;0;0;0
2012;771,00;"501 - 1000 camas";53;2;18;2;597;53;2;18;2;11;3;10;0;0;20;0;0
2012;533,00;"Menos de 200 camas";5;1;1;1;115;5;1;1;1;1;0;0;0;0;0;0;0
2012;447,00;"200 - 500 camas";4;1;7;0;190;4;1;7;0;2;0;8;0;0;0;0;1
2012;815,00;"Menos de 200 camas";0;1;3;0;15;0;0;3;0;1;0;0;0;0;0;0;0
2012;801,00;"200 - 500 camas";24;2;10;1;490;24;2;10;1;5;1;25;0;0;3;20;10
2012;800,00;"Menos de 200 camas";0;0;3;0;100;0;0;3;0;2;0;0;0;0;0;0;0
2012;389,00;"200 - 500 camas";3;2;4;0;290;3;2;4;0;2;0;0;0;0;0;8;1
2012;759,00;"200 - 500 camas";4;0;80;0;50;0;0;5;0;80;0;0;0;0;0;0;0
2012;695,00;"200 - 500 camas";10;3;8;1;275;10;3;8;1;7;2;29;0;0;4;12;3
2012;816,00;"Menos de 200 camas";2;1;4;0;94;2;1;4;0;1;0;7;0;0;0;10;2
2012;833,00;"Menos de 200 camas";2;1;5;0;110;2;1;5;0;1;0;0;0;0;0;9;1
2012;870,00;"Menos de 200 camas";2;2;6;1;60;1;2;6;1;2;0;1;0;0;0;0;0
2012;927,00;"Menos de 200 camas";1;1;2;0;44;0;1;2;0;1;0;1;0;0;0;0;1
2012;961,00;"200 - 500 camas";12;3;12;0;464;12;3;12;0;9;4;33;0;0;8;16;0
2012;962,00;"Menos de 200 camas";1;1;2;1;34;0;1;2;1;1;0;2;0;0;2;0;2
2012;1079,00;"Menos de 200 camas";2;1;3;1;44;2;1;3;1;2;0;0;0;0;0;0;0
2012;666,00;"501 - 1000 camas";25;2;15;1;558;25;2;15;1;5;5;12;0;0;0;22;0
2012;392,00;"200 - 500 camas";0;0;0;0;117;0;0;0;0;2;0;0;0;0;0;0;0
2012;790,00;"200 - 500 camas";0;0;7;0;253;0;0;7;0;4;0;36;80;0;6;0;0
2012;650,00;"Menos de 200 camas";2;2;3;0;131;2;2;3;0;3;0;11;0;0;0;8;0
2012;876,00;"200 - 500 camas";9;2;10;0;243;9;2;10;0;5;0;17;0;0;0;0;0
2012;944,00;"Menos de 200 camas";0;0;4;0;15;0;0;4;0;2;0;0;0;0;0;0;0
2012;952,00;"Menos de 200 camas";11;2;10;0;84;11;2;10;0;3;0;5;0;0;0;0;1
2012;54,00;"Menos de 200 camas";0;0;0;0;95;0;0;0;0;0;0;0;30;0;0;0;0
2012;367,00;"Menos de 200 camas";0;0;4;0;8;0;0;2;0;2;0;5;0;0;0;6;0
2012;538,00;"200 - 500 camas";8;2;10;0;259;8;2;10;0;6;1;22;12;0;0;19;3
2012;557,00;"Menos de 200 camas";3;2;5;0;89;3;2;4;0;2;0;13;0;0;0;6;0
2012;653,00;"Menos de 200 camas";5;2;5;0;143;2;2;5;0;5;2;14;0;0;6;0;0
2012;647,00;"Menos de 200 camas";2;2;5;0;85;2;2;4;0;5;0;2;0;0;0;6;0
2012;978,00;"501 - 1000 camas";23;2;12;1;502;22;2;12;1;15;1;18;20;0;0;23;0
2012;996,00;"Menos de 200 camas";4;1;4;0;61;1;1;4;0;3;0;9;0;0;0;12;0
2012;729,00;"Más de 1.000 camas";40;8;33;4;1051;40;8;33;4;19;2;72;80;0;31;0;5
2012;182,00;"Menos de 200 camas";5;1;7;0;138;5;1;7;0;3;0;0;0;0;0;9;1
2012;633,00;"Menos de 200 camas";0;0;5;0;140;0;0;5;0;2;0;0;0;0;0;23;0
2012;685,00;"200 - 500 camas";9;3;6;0;224;9;3;6;0;3;0;12;20;0;0;0;0
