"año";"NCODI";"Camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2012;683,00;"Menos de 200 camas";4;3;5;0;124;4;3;5;0;3;0;4;0;0;4;0;0
2012;945,00;"Menos de 200 camas";3;2;4;0;36;3;2;4;0;3;0;0;0;0;0;10;0
2012;953,00;"Menos de 200 camas";0;0;4;0;2;0;0;2;0;0;0;0;0;0;6;0;0
2012;1022,00;"Menos de 200 camas";0;0;2;0;18;0;0;2;0;2;0;0;0;0;0;0;2
2012;1049,00;"Menos de 200 camas";0;0;2;0;4;0;0;1;0;1;0;0;0;0;0;0;0
2012;794,00;"Más de 1.000 camas";21;3;30;3;1389;21;3;30;3;13;5;85;25;0;30;0;0
2012;415,00;"Menos de 200 camas";0;0;4;0;56;0;0;4;0;1;0;24;0;0;0;0;0
2012;592,00;"Menos de 200 camas";0;1;6;0;96;0;1;6;0;2;0;0;0;0;0;0;0
2012;497,00;"Menos de 200 camas";0;0;5;1;152;0;0;5;1;2;0;0;0;0;0;0;0
2012;726,00;"200 - 500 camas";16;2;12;0;402;16;2;12;0;9;1;28;15;0;0;8;4
2012;272,00;"200 - 500 camas";0;0;4;0;221;0;0;4;0;3;0;0;0;0;0;0;0
2012;805,00;"Más de 1.000 camas";33;3;30;2;1355;33;3;30;2;16;1;35;50;0;0;0;4
2012;5,00;"Menos de 200 camas";0;0;8;0;39;0;0;8;0;2;0;5;0;0;10;0;0
2012;234,00;"Menos de 200 camas";6;1;6;0;91;2;1;6;0;1;0;5;0;0;0;0;0
2012;64,00;"Menos de 200 camas";0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0
2012;842,00;"Menos de 200 camas";0;1;4;0;80;0;1;4;0;3;0;0;0;0;9;0;0
2012;843,00;"Menos de 200 camas";2;1;3;0;78;2;1;3;0;4;0;4;0;0;3;4;0
2012;1025,00;"Menos de 200 camas";9;2;9;1;144;9;2;9;1;4;0;0;0;0;0;0;0
2012;803,00;"200 - 500 camas";10;2;10;0;343;7;2;8;0;6;2;23;0;0;14;0;0
2012;211,00;"Menos de 200 camas";0;0;3;0;60;0;0;3;0;2;0;0;0;0;0;0;0
2012;773,00;"200 - 500 camas";18;3;11;1;321;18;3;11;1;3;0;21;0;0;0;0;1
2012;424,00;"Menos de 200 camas";2;1;3;0;44;2;1;3;0;1;0;4;0;0;6;4;1
2012;298,00;"Menos de 200 camas";4;1;7;1;114;4;1;7;1;6;0;0;0;0;10;0;0
2012;594,00;"Menos de 200 camas";1;0;3;0;18;0;0;3;0;1;0;0;0;0;14;14;1
2012;237,00;"Menos de 200 camas";0;0;3;0;99;0;0;3;0;2;0;0;0;25;0;0;0
2012;16,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
2012;768,00;"Menos de 200 camas";1;1;2;0;72;1;1;2;0;2;0;6;0;25;5;0;0
2012;617,00;"Menos de 200 camas";3;5;6;0;145;3;5;5;0;3;0;10;0;0;0;15;0
2012;297,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2012;544,00;"Menos de 200 camas";2;1;4;0;142;2;1;4;0;4;0;2;0;17;0;0;0
2012;804,00;"Menos de 200 camas";2;4;5;0;124;2;4;5;0;3;0;11;0;0;15;0;0
2012;470,00;"Menos de 200 camas";4;1;2;1;87;4;1;2;1;2;0;2;0;60;0;0;0
2012;104,00;"Menos de 200 camas";0;0;0;0;110;0;0;0;0;0;0;0;50;0;0;0;0
2012;20,00;"Menos de 200 camas";0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0
2012;550,00;"Menos de 200 camas";0;0;4;0;82;0;0;4;0;6;0;4;0;0;0;6;0
2012;112,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;25;0;0;0
2012;818,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;19;0;0;0
2012;914,00;"Menos de 200 camas";0;0;0;0;123;0;0;0;0;0;0;0;0;40;0;0;0
2012;928,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;0;0;25;0;0;0;0;0
2012;964,00;"200 - 500 camas";4;3;5;0;219;4;3;5;0;3;0;12;0;0;6;0;0
2012;1026,00;"Menos de 200 camas";0;0;0;0;92;0;0;0;0;0;0;0;0;20;0;0;0
2012;1068,00;"Menos de 200 camas";0;0;0;0;120;0;0;0;0;0;0;0;0;32;0;0;0
2012;738,00;"501 - 1000 camas";18;6;18;0;481;18;6;18;0;13;3;89;0;0;46;0;4
2012;404,00;"Menos de 200 camas";0;0;2;0;149;0;0;2;0;1;0;0;0;0;0;0;0
2012;274,00;"Menos de 200 camas";1;1;6;1;77;1;1;6;1;5;0;5;10;0;0;0;0
2012;270,00;"Menos de 200 camas";1;2;6;1;92;1;2;6;1;2;0;7;0;0;0;0;0
2012;676,00;"Menos de 200 camas";5;2;5;0;117;5;2;5;0;7;0;11;0;0;15;0;1
2012;709,00;"200 - 500 camas";3;4;7;0;162;3;4;7;0;4;0;18;11;0;11;11;7
2012;754,00;"501 - 1000 camas";18;4;50;2;883;18;4;50;2;12;0;122;85;0;0;60;19
2012;997,00;"Menos de 200 camas";2;2;2;0;24;2;2;2;0;2;0;2;0;0;8;0;0
2012;734,00;"200 - 500 camas";8;1;12;2;340;8;1;12;2;6;2;30;15;12;0;26;0
2012;299,00;"Menos de 200 camas";0;0;2;0;57;0;0;2;0;2;0;1;0;0;0;3;2
2012;645,00;"Menos de 200 camas";1;1;1;0;51;1;1;1;0;1;0;0;0;0;0;0;0
2012;17,00;"Menos de 200 camas";0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0
2012;1046,00;"Menos de 200 camas";0;0;0;0;99;0;0;0;0;0;0;0;0;18;0;0;0
2012;420,00;"Menos de 200 camas";0;0;3;0;29;0;0;3;0;4;0;0;0;0;0;0;0
2012;802,00;"Menos de 200 camas";0;0;0;0;102;0;0;0;0;1;0;0;0;0;0;0;0
2012;266,00;"Menos de 200 camas";2;2;9;2;148;2;2;9;1;3;0;18;0;0;18;18;9
2012;580,00;"Menos de 200 camas";2;1;5;0;60;2;1;5;0;3;0;0;0;0;6;0;3
2012;137,00;"Menos de 200 camas";0;1;4;0;38;0;1;4;0;2;0;0;0;0;0;0;1
2012;769,00;"Menos de 200 camas";0;0;4;0;75;0;0;4;0;2;0;16;0;0;0;0;0
2012;776,00;"Menos de 200 camas";0;0;4;0;97;0;0;4;0;5;1;5;0;0;0;3;1
2012;640,00;"Menos de 200 camas";1;3;6;0;68;1;3;6;0;3;0;9;0;0;0;0;0
2012;315,00;"200 - 500 camas";0;0;0;0;458;0;0;0;0;0;0;0;30;0;0;0;0
2012;40,00;"200 - 500 camas";0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2012;508,00;"Menos de 200 camas";0;0;5;0;78;0;0;5;0;2;2;0;0;0;0;9;2
2012;46,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2012;590,00;"Menos de 200 camas";2;4;5;0;130;2;4;4;0;2;2;9;0;0;0;0;0
2012;777,00;"Menos de 200 camas";2;2;5;0;121;2;2;5;0;2;1;6;0;0;14;12;5
2012;897,00;"Más de 1.000 camas";20;6;29;1;1134;10;6;29;1;12;12;86;1;0;60;0;4
2012;965,00;"Menos de 200 camas";0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
2012;671,00;"200 - 500 camas";12;2;7;0;243;9;2;7;0;6;0;10;0;0;7;0;0
2012;461,00;"200 - 500 camas";1;1;5;0;202;1;1;5;0;2;0;1;0;0;0;0;0
2012;376,00;"Menos de 200 camas";1;1;2;0;20;1;1;2;0;2;0;0;0;0;0;0;0
2012;621,00;"Menos de 200 camas";2;2;4;0;109;2;2;4;0;4;0;8;0;0;12;0;0
2012;793,00;"501 - 1000 camas";24;3;20;2;554;24;3;18;2;6;5;34;16;0;25;23;8
2012;324,00;"Menos de 200 camas";0;0;1;0;4;0;0;1;0;2;0;0;0;0;0;0;0
2012;712,00;"200 - 500 camas";3;2;8;0;236;3;2;6;0;5;0;20;1;1;8;0;0
2012;32,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2012;361,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;1;0;0;0;12;0;0;0
2012;486,00;"Menos de 200 camas";1;1;3;0;30;0;1;3;0;1;0;0;0;0;0;0;0
2012;595,00;"Menos de 200 camas";4;2;5;0;152;4;2;4;0;3;1;12;0;0;8;0;0
2012;433,00;"Menos de 200 camas";2;2;2;0;45;2;2;2;0;2;0;0;0;0;0;0;0
2012;1058,00;"Menos de 200 camas";0;0;2;0;20;0;0;2;0;1;0;0;0;0;0;0;0
2012;261,00;"Menos de 200 camas";1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2012;730,00;"200 - 500 camas";10;2;7;0;182;6;2;4;0;6;0;12;20;0;22;0;0
2012;577,00;"200 - 500 camas";6;2;7;0;233;6;2;7;0;5;0;6;0;0;0;22;0
2012;788,00;"501 - 1000 camas";27;4;25;1;742;27;4;25;1;24;0;35;0;0;1;1;5
2012;865,00;"Menos de 200 camas";2;3;4;0;54;2;1;1;0;2;0;0;0;0;0;0;0
2012;979,00;"Menos de 200 camas";0;0;2;0;16;0;0;2;0;2;0;0;0;0;0;0;0
2012;998,00;"Menos de 200 camas";0;0;1;0;8;0;0;1;0;1;0;0;0;0;0;0;0
2012;221,00;"Menos de 200 camas";0;0;3;0;104;0;0;3;0;4;0;0;0;0;3;1;3
2012;462,00;"Menos de 200 camas";0;0;1;0;45;0;0;1;0;2;0;0;0;0;0;0;0
2012;506,00;"Menos de 200 camas";3;2;5;0;75;3;2;5;0;2;0;0;0;0;0;0;3
2012;727,00;"200 - 500 camas";9;3;8;0;378;9;3;8;0;8;0;22;0;0;0;0;0
2012;355,00;"Menos de 200 camas";0;0;2;0;87;0;0;2;0;3;0;0;0;0;0;0;0
2012;487,00;"200 - 500 camas";0;0;6;0;285;0;0;6;0;2;0;0;0;0;0;0;0
2012;938,00;"Más de 1.000 camas";20;5;19;2;861;20;5;19;2;9;12;20;10;0;0;0;2
2012;886,00;"Menos de 200 camas";0;0;3;0;113;0;0;2;0;1;0;3;0;0;0;6;1
2012;835,00;"Menos de 200 camas";1;1;2;0;46;1;1;2;0;4;0;1;0;0;0;0;0
2012;999,00;"Menos de 200 camas";0;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0
2012;798,00;"200 - 500 camas";16;3;14;1;405;16;3;14;1;9;0;53;0;0;11;10;2
2012;504,00;"Menos de 200 camas";0;0;5;0;194;0;0;5;0;5;0;15;30;20;0;8;0
2012;247,00;"Menos de 200 camas";0;0;3;0;36;0;0;3;0;6;0;4;0;0;0;4;2
2012;216,00;"Menos de 200 camas";2;1;3;0;55;2;1;3;0;2;0;1;0;0;3;3;1
2012;654,00;"Menos de 200 camas";1;2;5;0;47;1;2;4;0;1;0;0;0;0;5;0;0
2012;65,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;20;0;0;0;0
2012;472,00;"Menos de 200 camas";2;1;3;0;58;2;1;2;0;2;0;4;0;10;0;0;1
2012;427,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;1;0;0;0;10;0;0;0
2012;491,00;"Menos de 200 camas";2;1;2;0;66;2;1;2;0;2;0;2;0;0;8;0;0
2012;551,00;"Menos de 200 camas";1;1;1;0;30;1;1;1;0;1;0;15;0;0;15;0;0
2012;106,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2012;819,00;"Menos de 200 camas";0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0
2012;836,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2012;915,00;"Menos de 200 camas";0;0;0;0;119;0;0;0;0;0;0;0;0;25;0;0;0
2012;942,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2012;748,00;"501 - 1000 camas";12;4;23;1;548;12;4;17;1;13;4;25;1;0;0;22;4
2012;198,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2012;871,00;"Menos de 200 camas";1;3;4;0;85;1;3;4;0;3;0;13;0;0;11;0;0
2012;948,00;"Menos de 200 camas";1;1;3;1;48;1;1;3;1;1;0;0;0;0;0;0;0
2012;1051,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2012;1083,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2012;679,00;"501 - 1000 camas";19;1;18;0;787;18;1;18;0;22;0;46;15;12;0;0;0
2012;176,00;"Menos de 200 camas";0;0;5;0;64;0;0;5;0;1;0;1;0;0;0;0;0
2012;537,00;"Menos de 200 camas";0;0;6;0;42;0;0;5;0;1;0;0;0;0;3;2;1
2012;608,00;"Menos de 200 camas";8;2;6;0;134;8;2;5;0;7;0;1;0;0;0;4;0
2012;596,00;"Menos de 200 camas";5;1;5;0;135;5;1;4;0;5;0;10;0;0;0;0;0
2012;749,00;"Más de 1.000 camas";0;0;46;3;975;0;0;37;3;33;6;50;15;0;23;0;0
2012;758,00;"Más de 1.000 camas";50;5;40;4;1256;50;5;40;4;13;9;77;40;0;0;36;5
2012;724,00;"501 - 1000 camas";20;2;31;3;785;17;2;25;3;17;7;36;55;14;15;18;8
2012;436,00;"Menos de 200 camas";0;0;0;0;83;0;0;0;0;2;4;4;0;0;0;0;0
2012;567,00;"Menos de 200 camas";0;0;11;0;89;0;0;7;0;2;0;0;50;0;0;30;3
2012;677,00;"501 - 1000 camas";0;0;14;1;424;0;0;13;1;6;2;64;10;0;18;0;0
2012;670,00;"Menos de 200 camas";2;0;6;0;154;2;0;6;0;3;0;12;15;0;13;0;0
2012;588,00;"Menos de 200 camas";0;0;9;0;122;0;0;7;0;2;0;11;0;22;8;0;0
2012;446,00;"Menos de 200 camas";0;0;3;0;75;0;0;3;0;1;0;19;0;0;11;0;0
2012;753,00;"Más de 1.000 camas";66;9;45;5;1284;50;9;30;5;17;3;96;24;0;0;41;9
2012;887,00;"200 - 500 camas";0;0;0;0;315;0;0;0;0;1;0;0;0;0;0;0;0
2012;585,00;"Menos de 200 camas";0;0;3;0;61;0;0;3;0;3;0;0;0;0;0;0;0
2012;245,00;"Menos de 200 camas";5;2;9;1;191;5;2;9;1;4;0;0;0;0;0;0;0
2012;603,00;"Menos de 200 camas";0;0;6;1;171;0;0;6;1;3;0;5;0;0;8;4;1
2012;426,00;"Menos de 200 camas";0;0;3;0;80;0;0;3;0;4;0;0;0;0;0;0;0
2012;232,00;"Menos de 200 camas";10;2;7;0;89;10;2;7;0;2;0;0;0;0;6;0;2
2012;288,00;"Menos de 200 camas";0;0;7;0;151;0;0;7;0;4;0;9;0;0;0;9;2
2012;246,00;"Menos de 200 camas";6;2;8;0;84;5;2;8;0;3;0;0;0;0;0;0;0
2012;284,00;"Menos de 200 camas";12;1;10;1;136;8;1;10;1;4;0;0;0;0;0;0;0
2012;18,00;"Menos de 200 camas";0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
2012;356,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;60;0;0;0;0
2012;401,00;"200 - 500 camas";0;0;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0
2012;733,00;"501 - 1000 camas";15;5;15;2;586;11;5;15;2;10;4;20;3;0;0;0;3
2012;243,00;"Menos de 200 camas";0;0;4;0;80;0;0;4;0;3;0;0;0;0;0;0;0
2012;380,00;"200 - 500 camas";0;0;3;0;257;0;0;0;0;1;0;0;0;0;0;0;0
2012;716,00;"Menos de 200 camas";0;0;9;0;97;0;0;9;0;3;0;10;0;0;0;0;0
2012;534,00;"Menos de 200 camas";0;0;7;1;100;0;0;7;1;4;0;7;0;0;0;0;0
2012;185,00;"Menos de 200 camas";0;0;11;1;68;0;0;11;1;2;0;0;0;0;8;0;0
2012;258,00;"Menos de 200 camas";0;0;10;1;110;0;0;10;1;3;0;9;0;0;4;4;3
2012;505,00;"Menos de 200 camas";0;0;3;0;32;0;0;3;0;1;0;4;0;0;0;0;3
2012;268,00;"Menos de 200 camas";0;0;11;1;132;0;0;10;1;6;0;8;0;0;8;0;0
2012;602,00;"Menos de 200 camas";7;2;9;1;149;7;2;9;1;2;0;3;0;0;4;0;0
2012;254,00;"Menos de 200 camas";8;9;10;1;172;8;9;10;1;2;0;5;0;0;0;0;0
2012;705,00;"Menos de 200 camas";12;3;7;1;114;12;3;7;1;3;0;7;0;0;3;0;0
2012;133,00;"Menos de 200 camas";10;2;3;0;46;8;2;3;0;1;0;0;0;0;0;0;0
2012;33,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;20;0;0;0;0
2012;143,00;"Menos de 200 camas";0;0;0;0;42;0;0;0;0;0;0;0;3;0;0;0;0
2012;36,00;"Menos de 200 camas";0;0;0;0;99;0;0;0;0;0;0;0;30;0;0;0;0
2012;756,00;"501 - 1000 camas";3;2;16;2;495;3;2;16;2;6;0;24;0;0;0;0;0
2012;662,00;"501 - 1000 camas";10;3;15;1;435;10;3;15;1;10;4;19;30;0;18;0;0
2012;192,00;"200 - 500 camas";0;0;0;0;188;0;0;0;0;1;0;0;0;0;0;0;0
2012;382,00;"200 - 500 camas";0;0;0;0;300;0;0;0;0;1;0;0;0;0;0;0;0
2012;322,00;"501 - 1000 camas";0;0;0;0;542;0;0;0;0;1;0;0;0;0;0;0;0
2012;478,00;"Menos de 200 camas";0;0;5;0;106;0;0;5;0;4;0;0;0;0;0;0;0
2012;352,00;"Menos de 200 camas";0;0;0;0;138;0;0;0;0;1;0;0;0;17;0;0;0
2012;628,00;"200 - 500 camas";10;2;12;1;354;10;2;9;1;10;5;40;0;0;0;0;0
2012;291,00;"Menos de 200 camas";0;0;0;0;194;0;0;0;0;0;0;0;150;0;0;0;0
2012;495,00;"Menos de 200 camas";0;0;6;0;86;0;0;6;0;3;0;0;0;0;0;6;0
2012;845,00;"200 - 500 camas";17;2;12;0;353;17;2;11;0;10;4;12;30;0;0;0;0
2012;498,00;"Menos de 200 camas";3;1;4;0;70;3;1;3;0;2;1;3;0;0;6;0;0
2012;314,00;"200 - 500 camas";0;0;0;0;176;0;0;0;0;2;0;0;0;0;0;0;0
2012;720,00;"Menos de 200 camas";0;0;5;0;92;0;0;5;0;4;0;5;0;0;5;0;0
2012;721,00;"501 - 1000 camas";14;2;18;1;416;14;2;14;1;11;3;25;30;15;13;0;0
2012;485,00;"Menos de 200 camas";0;1;3;0;19;0;1;3;0;1;0;5;1;0;0;4;3
2012;273,00;"200 - 500 camas";3;1;12;1;236;3;1;11;1;3;0;1;0;0;13;0;0
2012;846,00;"200 - 500 camas";10;2;15;1;383;10;2;15;1;11;1;18;1;0;21;0;0
2012;847,00;"Menos de 200 camas";0;0;9;0;80;0;0;9;0;3;0;0;0;0;0;23;3
2012;848,00;"Menos de 200 camas";25;3;8;2;179;25;3;8;2;7;0;11;0;0;5;0;0
2012;864,00;"Menos de 200 camas";0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0
2012;916,00;"Menos de 200 camas";0;0;4;0;70;0;0;3;0;2;0;16;0;0;6;0;0
2012;930,00;"Menos de 200 camas";3;2;4;1;80;3;2;4;1;1;0;8;0;0;0;4;0
2012;954,00;"200 - 500 camas";14;3;11;0;288;14;3;10;0;5;2;20;0;0;12;0;0
2012;943,00;"Menos de 200 camas";5;1;5;0;90;5;1;5;0;3;0;8;0;0;8;0;0
2012;949,00;"Más de 1.000 camas";46;9;48;3;1209;44;9;43;3;12;9;94;0;8;46;0;0
2012;980,00;"Menos de 200 camas";14;2;6;1;116;14;2;6;1;3;0;7;0;0;6;0;0
2012;981,00;"Menos de 200 camas";0;0;5;0;39;0;0;5;0;1;0;1;0;0;12;8;2
2012;1024,00;"200 - 500 camas";14;2;16;1;186;9;2;14;1;2;0;26;0;0;0;14;0
2012;1017,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;1;0;0;0;0;0;0;0
2012;1000,00;"Menos de 200 camas";0;0;12;1;155;0;0;9;1;3;0;34;0;0;7;0;0
2012;1018,00;"Menos de 200 camas";4;4;6;0;86;4;4;6;0;2;0;25;1;1;0;0;0
2012;1001,00;"Menos de 200 camas";7;2;10;1;54;5;2;9;1;2;0;0;0;0;0;0;0
2012;1007,00;"200 - 500 camas";12;7;12;0;256;10;6;10;0;10;2;18;30;0;0;20;4
2012;1008,00;"200 - 500 camas";8;3;7;0;188;8;3;7;0;8;0;18;0;0;0;20;0
2012;1009,00;"200 - 500 camas";11;8;13;0;216;10;5;12;0;6;0;39;16;0;21;9;0
2012;1010,00;"Menos de 200 camas";5;3;5;0;108;5;3;5;0;4;0;11;0;0;0;15;0
2012;1011,00;"Menos de 200 camas";4;2;5;0;87;4;2;4;0;3;0;9;0;0;18;0;0
2012;1012,00;"200 - 500 camas";8;8;9;0;175;6;6;8;0;5;0;24;0;0;0;13;0
2012;1013,00;"501 - 1000 camas";24;12;19;2;549;24;12;15;2;11;0;37;30;0;34;0;0
2012;1041,00;"Menos de 200 camas";0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0
2012;1073,00;"200 - 500 camas";14;6;10;1;147;7;6;10;1;3;1;21;14;0;12;26;0
2012;1087,00;"200 - 500 camas";6;6;12;1;105;2;6;12;1;4;0;40;0;0;0;0;0
2012;789,00;"200 - 500 camas";0;0;0;0;341;0;0;0;0;0;0;0;0;0;0;0;0
2012;326,00;"Menos de 200 camas";0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0
2012;442,00;"Menos de 200 camas";4;3;9;1;89;4;3;9;1;2;0;6;0;0;7;7;0
2012;294,00;"Menos de 200 camas";2;1;5;1;118;2;1;5;1;1;0;6;0;0;1;0;0
2012;378,00;"Menos de 200 camas";3;2;5;0;59;3;2;5;0;1;0;1;0;0;0;3;0
2012;402,00;"Menos de 200 camas";0;0;7;1;48;0;0;7;1;3;0;0;0;0;0;0;0
2012;29,00;"Menos de 200 camas";0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
2012;450,00;"Menos de 200 camas";0;0;4;0;12;0;0;4;0;1;0;0;0;0;5;0;0
2012;656,00;"Menos de 200 camas";4;2;6;0;137;4;2;6;0;4;0;20;12;0;0;12;6
2012;333,00;"Menos de 200 camas";1;1;5;1;60;1;1;5;1;1;0;6;0;0;0;0;0
2012;668,00;"Menos de 200 camas";5;2;6;0;135;5;2;6;0;5;0;7;0;0;0;8;2
2012;684,00;"Menos de 200 camas";6;2;8;0;193;6;2;8;0;6;0;7;4;0;7;0;0
2012;549,00;"Menos de 200 camas";4;2;3;0;103;4;2;3;0;6;0;4;0;0;0;0;0
2012;582,00;"Menos de 200 camas";3;3;3;1;104;3;3;3;1;3;0;4;0;0;2;0;0
2012;743,00;"200 - 500 camas";15;2;14;1;460;15;2;12;1;5;3;41;0;0;20;0;0
2012;795,00;"Menos de 200 camas";0;0;5;0;108;0;0;5;0;1;0;0;0;0;7;8;0
2012;269,00;"Menos de 200 camas";0;0;3;0;24;0;0;3;0;1;0;0;0;0;0;0;0
2012;634,00;"200 - 500 camas";0;0;6;0;198;0;0;6;0;3;0;6;0;0;6;0;0
2012;1,00;"Menos de 200 camas";2;1;4;0;46;2;1;4;0;1;0;0;0;0;0;0;0
2012;717,00;"200 - 500 camas";8;2;5;0;201;8;2;4;0;4;0;7;15;0;8;0;0
2012;373,00;"Menos de 200 camas";0;0;0;0;138;0;0;0;0;1;0;0;0;0;0;0;0
2012;535,00;"Menos de 200 camas";2;2;5;0;156;2;2;5;0;5;2;3;20;0;0;15;0
2012;824,00;"Más de 1.000 camas";17;4;30;2;1075;17;4;26;2;50;7;113;12;0;46;0;0
2012;888,00;"Menos de 200 camas";2;1;3;0;90;2;1;3;0;2;0;0;0;0;0;0;0
2012;902,00;"Menos de 200 camas";0;0;1;0;19;0;0;1;0;1;0;0;0;0;0;0;0
2012;968,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
2012;346,00;"200 - 500 camas";0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0
2012;27,00;"Menos de 200 camas";0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0
2012;165,00;"Menos de 200 camas";2;1;2;0;44;2;1;2;0;1;0;2;0;0;0;0;0
2012;956,00;"200 - 500 camas";11;2;12;0;469;11;2;9;0;10;0;17;10;0;0;24;0
2012;413,00;"Menos de 200 camas";0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0
2012;149,00;"Menos de 200 camas";0;0;3;0;66;0;0;3;0;1;0;0;0;0;16;0;0
2012;612,00;"Menos de 200 camas";1;3;7;1;163;1;3;7;1;9;0;0;0;0;0;0;0
2012;559,00;"Menos de 200 camas";0;0;4;0;89;0;0;4;0;3;0;0;0;0;0;0;0
2012;7,00;"Menos de 200 camas";0;0;5;0;113;0;0;5;0;1;0;0;0;0;0;0;0
2012;283,00;"Menos de 200 camas";0;0;8;1;167;0;0;8;1;6;0;0;0;0;0;0;0
2012;37,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2012;153,00;"Menos de 200 camas";0;0;8;0;177;0;0;8;0;7;0;0;0;0;0;0;0
2012;547,00;"200 - 500 camas";4;5;9;0;230;4;5;7;0;8;0;19;0;0;1;2;1
2012;397,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;2;0;0;0;18;0;0;0
2012;556,00;"Menos de 200 camas";6;4;4;0;120;6;4;4;0;4;0;7;0;0;0;0;0
2012;42,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2012;31,00;"200 - 500 camas";0;0;0;0;241;0;0;0;0;0;0;0;0;40;0;0;0
2012;740,00;"501 - 1000 camas";40;8;26;1;810;40;8;22;1;14;4;38;37;0;32;0;0
2012;1086,00;"Menos de 200 camas";4;2;8;1;142;3;2;8;1;1;0;18;0;0;0;18;2
2012;937,00;"501 - 1000 camas";4;3;14;0;468;4;3;10;0;13;0;27;8;0;0;34;0
2012;1004,00;"Menos de 200 camas";3;1;3;0;44;3;1;2;0;0;0;1;0;0;0;0;0
2012;737,00;"501 - 1000 camas";8;3;18;1;753;8;3;15;1;8;4;14;25;0;17;0;0
2012;765,00;"Más de 1.000 camas";29;3;36;2;1124;29;3;33;2;19;9;53;0;0;0;0;0
2012;329,00;"200 - 500 camas";0;0;7;0;224;0;0;6;0;3;5;6;6;0;12;0;0
2012;87,00;"200 - 500 camas";0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0
2012;527,00;"Menos de 200 camas";0;0;8;0;136;0;0;6;0;2;0;0;0;24;0;0;0
2012;562,00;"Menos de 200 camas";0;0;7;1;93;0;0;7;1;3;0;0;0;0;0;0;0
2012;251,00;"Menos de 200 camas";2;3;5;1;90;2;3;5;1;3;0;0;0;0;0;0;0
2012;129,00;"200 - 500 camas";0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0
2012;154,00;"Menos de 200 camas";0;0;0;0;146;0;0;0;0;1;0;0;0;25;0;0;0
