"año";"NCODI";"Camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2013;1021,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2013;1085,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
2013;658,00;"200 - 500 camas";4;2;5;0;205;4;2;5;0;4;0;12;0;0;0;7;0
2013;353,00;"Menos de 200 camas";0;0;0;0;46;0;0;0;0;2;0;0;0;15;0;0;0
2013;323,00;"Menos de 200 camas";0;0;0;0;150;0;0;0;0;0;0;0;20;0;0;0;0
2013;620,00;"Menos de 200 camas";3;2;3;0;123;3;2;3;0;3;0;0;0;0;0;0;0
2013;384,00;"200 - 500 camas";0;0;1;0;163;0;0;1;0;1;0;3;0;0;0;0;0
2013;554,00;"200 - 500 camas";12;2;10;1;250;10;2;10;1;9;0;16;15;0;0;0;0
2013;209,00;"Menos de 200 camas";0;0;2;0;17;0;0;2;0;2;0;0;0;0;0;0;0
2013;707,00;"501 - 1000 camas";39;3;24;2;813;38;3;21;2;7;7;29;1;12;0;0;0
2013;395,00;"Menos de 200 camas";0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2013;969,00;"Menos de 200 camas";0;0;4;0;36;0;0;4;0;2;0;5;0;0;0;0;0
2013;1052,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2013;739,00;"Más de 1.000 camas";54;8;40;3;970;54;8;40;3;46;4;79;0;0;0;56;0
2013;613,00;"501 - 1000 camas";6;2;18;1;497;6;2;18;1;10;4;28;0;0;0;16;3
2013;593,00;"200 - 500 camas";0;0;10;0;285;0;0;10;0;6;4;17;0;0;19;0;0
2013;704,00;"501 - 1000 camas";22;3;16;1;540;22;3;16;1;9;4;41;0;0;24;0;0
2013;493,00;"Menos de 200 camas";0;0;6;0;33;0;0;6;0;2;0;0;0;0;0;30;0
2013;686,00;"501 - 1000 camas";8;1;26;2;471;8;1;26;2;5;0;46;0;0;12;10;3
2013;257,00;"Menos de 200 camas";18;3;12;1;175;18;3;12;1;2;0;0;0;0;0;0;0
2013;494,00;"Menos de 200 camas";0;0;5;0;36;0;0;3;0;1;0;0;0;0;0;0;0
2013;681,00;"Menos de 200 camas";0;0;8;0;115;0;0;8;0;2;0;33;0;0;0;0;0
2013;286,00;"Menos de 200 camas";10;2;11;1;100;5;2;10;1;3;0;0;0;0;0;0;0
2013;255,00;"Menos de 200 camas";2;1;7;1;73;2;1;7;1;3;0;9;0;0;11;3;0
2013;79,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2013;81,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2013;688,00;"200 - 500 camas";6;2;6;0;236;6;2;6;0;6;1;11;0;0;0;6;1
2013;531,00;"200 - 500 camas";7;2;8;0;233;7;2;8;0;6;2;23;0;0;0;8;0
2013;514,00;"Menos de 200 camas";0;1;3;0;38;0;1;3;0;3;0;2;0;0;0;14;0
2013;499,00;"200 - 500 camas";0;0;8;0;111;0;0;7;0;5;0;0;0;0;0;0;0
2013;532,00;"200 - 500 camas";4;2;11;0;242;4;2;11;0;7;1;15;0;0;0;23;1
2013;190,00;"Menos de 200 camas";0;0;0;0;144;0;0;0;0;3;0;0;0;0;0;0;0
2013;598,00;"Menos de 200 camas";4;1;3;0;83;4;1;3;0;5;0;8;0;0;0;6;0
2013;260,00;"200 - 500 camas";15;5;21;1;230;15;5;21;1;4;0;0;0;0;0;0;0
2013;838,00;"Menos de 200 camas";0;0;1;0;11;0;0;1;0;1;0;0;0;0;0;0;0
2013;839,00;"Menos de 200 camas";2;1;4;0;24;0;0;4;0;1;0;16;0;0;0;0;0
2013;851,00;"Menos de 200 camas";0;0;2;0;7;0;0;2;0;0;0;0;0;0;2;0;0
2013;852,00;"200 - 500 camas";4;5;14;1;301;4;5;14;1;3;4;15;1;0;0;30;3
2013;988,00;"Menos de 200 camas";0;0;0;0;125;0;0;0;0;1;0;12;20;0;0;0;0
2013;1056,00;"200 - 500 camas";7;2;10;1;226;7;2;10;1;4;4;24;0;0;5;0;0
2013;1044,00;"Menos de 200 camas";0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0
2013;644,00;"501 - 1000 camas";17;6;19;0;582;17;6;19;0;9;2;26;26;0;23;0;2
2013;752,00;"501 - 1000 camas";8;2;17;2;677;8;2;17;2;16;8;34;30;0;0;0;0
2013;238,00;"Menos de 200 camas";0;0;10;0;80;0;0;10;0;3;0;5;0;0;18;0;10
2013;325,00;"200 - 500 camas";0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0
2013;622,00;"Menos de 200 camas";3;2;4;0;101;3;2;3;0;2;0;2;0;0;0;0;0
2013;879,00;"Menos de 200 camas";2;1;4;0;92;2;1;4;0;1;0;0;0;0;0;0;0
2013;906,00;"Menos de 200 camas";4;1;4;1;95;4;1;4;1;1;0;6;0;0;0;0;0
2013;370,00;"200 - 500 camas";0;0;0;0;185;0;0;0;0;2;0;0;0;0;0;0;0
2013;418,00;"Menos de 200 camas";0;0;3;0;44;0;0;3;0;2;0;0;0;0;0;0;0
2013;574,00;"Menos de 200 camas";0;0;2;0;23;0;0;2;0;3;0;0;0;0;0;0;0
2013;399,00;"Menos de 200 camas";0;0;5;0;70;0;0;5;0;1;0;2;0;0;2;2;1
2013;195,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;1;0;0;0;0;0;0;0
2013;783,00;"501 - 1000 camas";12;3;18;4;679;12;3;18;4;10;20;51;4;0;36;14;5
2013;263,00;"Menos de 200 camas";1;2;4;0;74;1;2;4;0;1;0;11;0;0;1;0;1
2013;194,00;"Menos de 200 camas";0;0;3;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2013;214,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2013;785,00;"501 - 1000 camas";30;8;35;2;867;30;8;35;2;11;10;111;10;0;21;0;1
2013;780,00;"Menos de 200 camas";0;0;6;0;112;0;0;6;0;2;5;15;0;0;15;0;1
2013;782,00;"200 - 500 camas";0;0;15;1;364;0;0;15;1;3;7;32;10;0;30;0;0
2013;369,00;"Menos de 200 camas";0;0;0;0;129;0;0;0;0;1;0;0;0;0;0;0;0
2013;84,00;"Menos de 200 camas";0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0
2013;713,00;"Menos de 200 camas";0;0;4;0;94;0;0;4;0;4;0;0;0;0;0;11;2
2013;941,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;3;0;0;0;0
2013;1091,00;"200 - 500 camas";0;0;0;0;421;0;0;0;0;0;0;0;398;0;0;0;0
2013;1045,00;"Menos de 200 camas";6;2;11;1;110;6;1;11;1;2;0;1;0;0;1;6;1
2013;1086,00;"Menos de 200 camas";4;2;8;1;138;3;2;8;1;1;0;18;0;0;0;18;2
2013;937,00;"501 - 1000 camas";4;4;14;0;420;4;4;10;0;13;0;27;7;0;0;34;0
2013;1004,00;"Menos de 200 camas";3;1;3;0;44;3;1;2;0;0;0;1;0;0;0;0;0
2013;737,00;"501 - 1000 camas";8;3;18;1;756;8;3;16;1;8;4;14;25;0;17;0;0
2013;765,00;"Más de 1.000 camas";29;3;36;2;1115;29;3;33;2;19;9;53;0;0;0;0;0
2013;329,00;"200 - 500 camas";0;0;7;0;227;0;0;5;0;3;5;6;0;0;19;0;0
2013;87,00;"200 - 500 camas";0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0
2013;527,00;"Menos de 200 camas";0;0;8;0;140;0;0;6;0;2;0;0;0;24;0;0;0
2013;562,00;"Menos de 200 camas";0;0;7;1;107;0;0;7;1;3;0;0;0;0;0;0;0
2013;251,00;"Menos de 200 camas";2;3;5;1;90;2;3;5;1;3;0;0;0;0;0;0;0
2013;129,00;"200 - 500 camas";0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0
2013;154,00;"Menos de 200 camas";0;0;0;0;144;0;0;0;0;1;0;0;0;25;0;0;0
2013;516,00;"Menos de 200 camas";4;1;8;1;113;4;1;8;1;2;0;7;0;0;0;0;0
2013;184,00;"Menos de 200 camas";1;1;4;0;42;1;1;4;0;2;0;0;0;0;0;0;0
2013;652,00;"200 - 500 camas";0;0;5;0;116;0;0;5;0;3;0;0;0;0;0;0;0
2013;637,00;"Menos de 200 camas";2;2;5;0;118;2;2;2;0;4;0;12;0;0;0;0;0
2013;88,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
2013;907,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0
2013;970,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;50;0;0;0;0
2013;1019,00;"Menos de 200 camas";0;0;2;0;18;0;0;2;0;2;0;0;0;0;0;0;0
2013;1016,00;"Menos de 200 camas";2;2;5;1;68;2;2;5;1;1;0;0;0;0;0;0;0
2013;1047,00;"200 - 500 camas";10;3;7;0;180;10;3;6;0;3;0;10;0;0;0;10;0
2013;635,00;"Menos de 200 camas";12;2;4;0;165;12;2;4;0;5;0;4;2;0;0;0;0
