"año";"NCODI";"Camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2013;113,00;"200 - 500 camas";0;0;0;0;219;0;0;0;0;0;0;0;1;0;0;0;0
2013;619,00;"Menos de 200 camas";1;2;5;1;69;1;2;5;1;3;0;4;0;0;4;0;1
2013;163,00;"Menos de 200 camas";0;0;4;0;20;0;0;4;0;5;0;0;0;0;0;9;4
2013;131,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
2013;375,00;"Menos de 200 camas";0;0;0;0;63;0;0;0;0;1;0;0;0;0;0;0;0
2013;1090,00;"501 - 1000 camas";23;3;23;2;685;23;3;23;2;11;5;44;4;0;40;0;2
2013;764,00;"501 - 1000 camas";13;2;15;1;624;13;2;15;1;17;0;16;56;8;32;0;0
2013;14,00;"Menos de 200 camas";3;2;3;0;42;3;2;3;0;1;0;0;0;0;0;0;0
2013;657,00;"Menos de 200 camas";3;2;4;0;80;3;1;3;0;3;0;1;0;0;3;1;1
2013;362,00;"Menos de 200 camas";2;1;3;1;65;2;1;3;1;7;0;0;0;0;8;0;0
2013;989,00;"Menos de 200 camas";0;1;4;0;52;0;1;2;0;4;0;5;0;0;0;0;0
2013;990,00;"Menos de 200 camas";1;1;4;0;77;1;1;4;0;2;0;10;0;0;0;8;0
2013;680,00;"501 - 1000 camas";24;3;27;2;755;24;3;27;2;12;3;36;0;0;3;0;0
2013;411,00;"Menos de 200 camas";4;2;7;2;104;4;2;7;2;3;0;6;0;0;0;0;0
2013;241,00;"Menos de 200 camas";3;2;7;1;96;3;2;7;1;2;0;6;0;0;2;0;0
2013;558,00;"200 - 500 camas";4;3;9;0;237;4;3;8;0;10;0;21;0;0;5;12;2
2013;167,00;"Menos de 200 camas";2;1;2;0;16;1;1;2;0;1;0;0;0;0;0;0;0
2013;248,00;"Menos de 200 camas";1;0;4;1;151;0;0;4;1;2;0;10;0;0;0;0;0
2013;224,00;"Menos de 200 camas";1;1;2;0;23;1;1;2;0;2;0;0;0;0;2;0;0
2013;591,00;"200 - 500 camas";15;2;15;1;401;15;2;15;1;10;0;57;0;0;0;0;4
2013;586,00;"200 - 500 camas";14;2;12;0;364;14;2;12;0;4;4;27;12;0;0;0;0
2013;453,00;"Menos de 200 camas";0;0;0;0;137;0;0;0;0;1;0;0;0;0;0;0;0
2013;145,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2013;511,00;"200 - 500 camas";11;2;9;0;257;11;2;9;0;6;3;10;0;0;0;14;0
2013;530,00;"200 - 500 camas";8;2;9;0;319;8;2;9;0;6;3;25;0;0;0;2;2
2013;6,00;"Menos de 200 camas";2;1;7;0;54;2;1;7;0;1;0;0;0;0;10;0;0
2013;161,00;"200 - 500 camas";0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0
2013;623,00;"200 - 500 camas";14;2;10;1;350;14;2;10;1;8;2;18;0;0;0;0;0
2013;489,00;"Menos de 200 camas";1;1;1;0;10;1;1;1;0;1;0;0;0;0;0;0;0
2013;875,00;"Menos de 200 camas";0;0;6;1;82;0;0;6;1;2;0;6;0;0;2;0;0
2013;940,00;"Menos de 200 camas";0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
2013;946,00;"Menos de 200 camas";3;1;4;1;91;1;1;4;1;3;0;0;0;0;0;0;0
2013;1023,00;"200 - 500 camas";8;2;12;1;238;8;2;12;1;4;0;38;0;0;13;0;0
2013;1054,00;"200 - 500 camas";12;2;15;1;209;6;2;13;1;6;0;16;0;0;0;24;2
2013;1057,00;"Menos de 200 camas";0;0;0;0;78;0;0;0;0;4;0;0;0;0;0;0;0
2013;1031,00;"Menos de 200 camas";0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0
2013;1032,00;"200 - 500 camas";8;8;12;1;197;8;8;12;1;4;0;25;0;0;14;0;0
2013;1064,00;"Menos de 200 camas";2;2;6;1;100;2;2;6;1;1;0;0;0;0;0;0;0
2013;226,00;"Menos de 200 camas";2;1;5;1;82;2;1;5;1;2;0;0;0;0;0;0;0
2013;687,00;"Menos de 200 camas";8;2;6;0;170;8;2;6;0;7;0;10;20;0;0;10;1
2013;745,00;"501 - 1000 camas";46;3;16;2;730;46;3;16;2;22;10;71;42;0;0;19;2
2013;109,00;"Menos de 200 camas";2;1;6;1;54;2;1;6;1;4;0;0;0;0;0;0;0
2013;808,00;"200 - 500 camas";8;8;9;0;288;6;8;9;0;6;0;0;22;0;16;0;0
2013;971,00;"Menos de 200 camas";0;0;6;0;5;0;0;2;0;2;0;2;0;0;12;0;0
2013;128,00;"Menos de 200 camas";1;1;3;0;33;0;0;3;0;1;0;3;0;0;2;2;1
2013;919,00;"200 - 500 camas";8;2;8;0;361;8;2;8;0;5;3;24;8;0;0;0;0
2013;725,00;"501 - 1000 camas";32;3;32;2;824;32;3;30;2;16;0;91;0;0;0;20;2
2013;3,00;"Menos de 200 camas";0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0
2013;386,00;"Menos de 200 camas";0;0;2;0;74;0;0;0;0;1;0;0;0;0;0;0;0
2013;306,00;"200 - 500 camas";0;0;0;0;466;0;0;0;0;0;0;0;0;0;0;0;0
2013;15,00;"Menos de 200 camas";0;0;3;0;29;0;0;2;0;1;0;0;0;0;0;0;0
2013;264,00;"Menos de 200 camas";3;1;4;0;77;3;1;4;0;2;0;0;0;0;0;0;0
2013;867,00;"Menos de 200 camas";0;0;2;0;15;0;0;2;0;2;0;0;0;0;0;0;0
2013;910,00;"200 - 500 camas";2;1;10;0;208;1;1;8;0;7;0;16;0;0;0;0;0
2013;1053,00;"200 - 500 camas";7;2;8;0;303;7;2;8;0;6;1;10;0;0;0;14;3
2013;1055,00;"200 - 500 camas";8;3;14;1;360;8;3;14;1;18;0;30;0;0;0;39;0
2013;1081,00;"Menos de 200 camas";0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0
2013;1099,00;"Menos de 200 camas";3;2;4;0;32;3;2;4;0;4;0;1;0;0;0;0;0
2013;529,00;"Menos de 200 camas";0;0;0;0;82;0;0;0;0;1;0;0;0;0;0;0;0
2013;345,00;"Menos de 200 camas";0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0
2013;515,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;2;0;0;0;0;0;0;0
2013;174,00;"Menos de 200 camas";0;0;3;0;32;0;0;2;0;0;0;0;0;1;0;0;0
2013;523,00;"Menos de 200 camas";0;0;3;0;154;0;0;3;0;2;0;0;0;25;0;0;0
2013;697,00;"Menos de 200 camas";9;3;6;1;193;9;3;6;1;5;0;1;1;1;1;1;1
2013;239,00;"Menos de 200 camas";0;0;5;1;112;0;0;5;1;3;0;10;0;0;0;0;0
2013;287,00;"200 - 500 camas";4;3;11;1;206;4;3;11;1;6;0;0;0;0;0;0;0
2013;377,00;"Menos de 200 camas";0;0;0;0;95;0;0;0;0;1;0;0;0;0;0;0;0
2013;692,00;"200 - 500 camas";4;2;6;0;192;4;2;6;0;3;0;8;15;0;0;0;0
2013;335,00;"Menos de 200 camas";0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0
2013;435,00;"Menos de 200 camas";2;1;5;1;68;1;1;5;1;1;0;0;0;0;5;5;5
2013;423,00;"Menos de 200 camas";3;1;2;0;31;3;1;2;0;2;0;1;0;0;2;3;2
2013;351,00;"Menos de 200 camas";0;0;3;0;52;0;0;2;0;0;0;0;0;0;0;2;1
2013;810,00;"Menos de 200 camas";0;0;1;0;9;0;0;1;0;1;0;1;0;0;1;1;1
2013;830,00;"200 - 500 camas";0;2;8;0;208;6;2;8;0;3;0;7;0;0;0;10;2
2013;892,00;"200 - 500 camas";19;6;13;0;341;11;6;11;0;5;0;30;24;0;0;31;0
2013;921,00;"Menos de 200 camas";4;5;8;2;167;4;5;8;2;2;0;14;0;0;0;5;8
2013;991,00;"Menos de 200 camas";1;1;1;0;12;1;1;1;0;1;0;0;0;0;0;0;0
2013;992,00;"Menos de 200 camas";6;1;6;0;159;2;1;6;0;4;0;7;15;0;8;12;1
2013;993,00;"Menos de 200 camas";5;3;5;0;120;5;3;5;0;2;2;21;16;0;0;6;1
2013;1070,00;"501 - 1000 camas";30;6;27;3;645;30;6;21;3;7;0;43;26;0;0;0;0
2013;1095,00;"Menos de 200 camas";0;0;2;0;38;0;0;2;0;1;0;0;0;0;0;0;0
2013;1094,00;"Menos de 200 camas";0;0;4;0;4;0;0;3;0;2;0;1;0;0;3;3;1
2013;473,00;"Menos de 200 camas";27;6;6;0;78;27;6;6;0;2;0;1;0;0;0;0;4
2013;663,00;"200 - 500 camas";9;2;11;1;362;9;2;11;1;4;2;53;0;0;7;0;0
2013;552,00;"Menos de 200 camas";0;0;6;0;104;0;0;6;0;4;0;16;0;0;14;0;0
2013;772,00;"501 - 1000 camas";0;0;25;2;586;0;0;25;2;7;0;70;56;50;0;0;6
2013;568,00;"Menos de 200 camas";0;0;2;0;35;0;0;2;0;2;0;0;0;0;0;0;0
2013;398,00;"Menos de 200 camas";0;0;5;0;100;0;0;5;0;2;0;0;0;0;0;0;0
2013;394,00;"Menos de 200 camas";0;0;2;0;55;0;0;2;0;2;0;0;0;0;0;0;0
2013;614,00;"Menos de 200 camas";0;0;2;0;22;0;0;2;0;0;0;0;0;0;0;7;0
2013;235,00;"Menos de 200 camas";0;0;4;0;32;0;0;3;0;2;0;0;0;0;0;0;0
2013;616,00;"Menos de 200 camas";0;0;6;0;60;0;0;5;0;0;0;19;0;0;0;15;0
2013;267,00;"Menos de 200 camas";6;2;9;1;163;6;2;9;1;0;0;0;0;0;0;0;0
2013;565,00;"200 - 500 camas";0;0;5;0;178;0;0;5;0;2;0;4;0;0;0;7;0
2013;220,00;"Menos de 200 camas";4;3;9;0;138;4;3;9;0;3;0;17;0;0;0;0;8
2013;278,00;"Menos de 200 camas";6;3;8;0;154;6;3;8;0;0;0;0;0;0;0;8;2
2013;107,00;"Menos de 200 camas";0;0;0;0;112;0;0;0;0;0;0;0;15;55;0;0;0
2013;141,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;1;0;0;0;0;0;0;0
2013;711,00;"501 - 1000 camas";17;3;22;3;530;17;3;19;3;6;0;75;25;0;16;0;0
2013;204,00;"Menos de 200 camas";0;0;0;0;116;0;0;0;0;1;0;0;0;24;0;0;0
2013;579,00;"Menos de 200 camas";0;0;2;0;30;0;0;2;0;4;0;0;0;0;0;0;0
2013;348,00;"Menos de 200 camas";0;0;2;0;138;0;0;2;0;1;0;70;0;0;0;0;0
2013;766,00;"Menos de 200 camas";0;0;8;0;111;0;0;8;0;5;0;8;0;0;0;0;0
2013;761,00;"200 - 500 camas";0;0;0;0;271;0;0;0;0;0;0;0;0;60;0;0;0
2013;728,00;"200 - 500 camas";0;0;18;0;196;0;0;18;0;6;0;8;0;0;0;16;4
2013;280,00;"Menos de 200 camas";12;4;11;0;154;12;4;11;0;0;0;10;0;0;0;6;0
2013;222,00;"Menos de 200 camas";0;0;6;0;44;0;0;6;0;2;0;1;0;0;0;0;0
2013;276,00;"Menos de 200 camas";10;3;14;1;184;10;3;14;1;8;0;13;0;0;18;0;0
2013;11,00;"200 - 500 camas";1;2;8;1;201;0;2;8;1;3;0;0;0;0;0;0;0
2013;302,00;"Menos de 200 camas";2;2;3;0;60;2;2;3;0;0;0;0;0;0;1;1;1
2013;682,00;"Menos de 200 camas";0;0;8;0;161;0;0;8;0;1;0;11;0;0;0;0;0
2013;279,00;"Menos de 200 camas";20;5;9;1;181;20;5;9;1;4;0;10;0;0;0;10;3
2013;282,00;"200 - 500 camas";10;3;18;1;257;10;3;18;1;8;0;10;0;0;0;37;4
2013;281,00;"200 - 500 camas";8;5;10;1;273;8;4;10;1;3;0;10;0;0;0;15;0
2013;183,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2013;610,00;"Menos de 200 camas";0;0;5;0;43;0;0;5;0;1;0;0;0;0;0;19;0
2013;116,00;"200 - 500 camas";0;0;0;0;428;0;0;0;0;0;0;0;0;20;0;0;0
2013;115,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;1;0;0;0;0;0;0;0
2013;114,00;"Menos de 200 camas";0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0
2013;126,00;"Menos de 200 camas";0;0;0;0;145;0;0;0;0;0;0;0;0;10;0;0;0
2013;119,00;"Menos de 200 camas";0;0;4;0;30;0;0;4;0;1;0;0;0;0;0;0;0
2013;770,00;"501 - 1000 camas";10;3;19;2;455;10;3;19;2;7;0;42;20;0;0;8;3
2013;583,00;"Menos de 200 camas";0;0;4;0;108;0;0;4;0;4;0;28;0;0;0;0;4
2013;136,00;"200 - 500 camas";0;0;0;0;187;0;0;0;0;1;0;0;0;50;0;0;0
2013;469,00;"Menos de 200 camas";2;1;3;0;99;2;1;3;0;2;0;12;0;15;9;9;0
2013;642,00;"200 - 500 camas";2;3;5;0;204;2;3;5;0;5;0;7;0;20;0;0;0
2013;674,00;"200 - 500 camas";37;6;13;1;325;37;6;13;1;10;1;13;29;0;7;12;2
2013;193,00;"Menos de 200 camas";0;0;0;0;155;0;0;0;0;1;0;0;0;17;0;0;0
2013;526,00;"200 - 500 camas";12;3;6;0;332;12;3;6;0;4;0;34;0;68;0;10;0
2013;698,00;"501 - 1000 camas";0;0;27;2;599;0;0;27;2;10;0;19;10;0;0;24;0
2013;630,00;"Menos de 200 camas";3;2;11;0;77;3;2;11;0;3;0;8;0;0;0;0;0
2013;124,00;"Menos de 200 camas";0;0;0;0;130;0;0;0;0;0;0;0;0;30;0;0;0
2013;364,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;0;0;0;0;35;0;0;0
2013;604,00;"501 - 1000 camas";8;6;19;0;514;8;6;19;0;9;0;60;31;0;0;30;4
2013;123,00;"Menos de 200 camas";0;0;0;0;166;0;0;0;0;0;0;0;0;58;0;0;0
2013;310,00;"200 - 500 camas";0;0;0;0;396;0;0;0;0;0;0;0;55;57;0;0;0
2013;571,00;"Menos de 200 camas";2;2;5;0;127;2;2;5;0;3;0;15;0;0;0;1;1
2013;296,00;"Menos de 200 camas";0;0;0;0;177;0;0;0;0;1;0;0;0;22;0;0;0
2013;566,00;"Menos de 200 camas";4;3;6;0;148;0;3;6;0;4;0;20;20;15;11;0;0
2013;784,00;"501 - 1000 camas";18;6;16;0;662;18;6;16;0;6;0;109;60;39;0;17;4
2013;102,00;"501 - 1000 camas";0;0;0;0;731;0;0;0;0;1;0;0;15;20;0;0;0
2013;379,00;"501 - 1000 camas";0;0;0;0;531;0;0;0;0;0;0;0;90;0;0;0;0
2013;639,00;"Menos de 200 camas";1;4;5;0;136;1;4;5;0;5;0;6;0;0;0;8;0
2013;457,00;"Menos de 200 camas";0;0;2;0;70;0;0;2;0;2;0;2;0;0;10;0;0
2013;609,00;"200 - 500 camas";10;2;13;2;288;10;2;13;2;8;0;9;10;0;9;0;0
2013;101,00;"Menos de 200 camas";0;0;0;0;82;0;0;0;0;0;0;0;0;20;0;0;0
2013;454,00;"200 - 500 camas";2;1;4;0;231;2;1;4;0;3;0;17;0;0;0;4;1
2013;318,00;"200 - 500 camas";0;0;0;0;374;0;0;0;0;0;0;0;20;25;0;0;0
2013;600,00;"Menos de 200 camas";2;5;8;0;117;2;5;8;0;5;0;20;0;0;0;16;0
2013;545,00;"200 - 500 camas";19;3;14;15;320;13;3;14;15;5;0;48;30;36;0;0;0
2013;100,00;"Menos de 200 camas";0;0;0;0;76;0;0;0;0;0;0;0;0;35;0;0;0
2013;702,00;"200 - 500 camas";9;3;15;1;410;9;3;15;1;5;0;22;35;0;0;21;4
2013;778,00;"200 - 500 camas";3;5;13;0;186;3;5;13;0;4;0;58;22;0;0;20;3
2013;341,00;"Menos de 200 camas";1;1;2;0;65;0;0;2;0;2;0;0;0;0;0;0;0
2013;99,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;50;0;0;0
2013;767,00;"Menos de 200 camas";0;0;5;0;85;0;0;5;0;6;0;8;0;0;0;0;0
2013;359,00;"Menos de 200 camas";0;0;2;0;110;0;0;2;0;2;0;0;0;30;4;8;2
2013;98,00;"Menos de 200 camas";0;0;0;0;114;0;0;0;0;0;0;0;0;25;0;0;0
2013;132,00;"Menos de 200 camas";0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0
2013;97,00;"Menos de 200 camas";0;0;0;0;120;0;0;0;0;0;0;0;0;30;0;0;0
2013;103,00;"Menos de 200 camas";0;0;0;0;36;0;0;0;0;0;0;0;0;20;0;0;0
2013;110,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2013;94,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2013;91,00;"Menos de 200 camas";0;0;0;0;61;0;0;0;0;0;0;0;0;18;0;0;0
2013;664,00;"200 - 500 camas";4;2;12;0;316;4;2;12;0;8;0;55;25;0;17;0;0
2013;918,00;"Más de 1.000 camas";45;6;39;3;1072;45;6;39;3;11;0;137;0;0;0;0;6
2013;92,00;"Menos de 200 camas";0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2013;95,00;"Menos de 200 camas";0;0;0;0;152;0;0;0;0;0;0;0;0;23;0;0;0
2013;96,00;"Menos de 200 camas";0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0
2013;301,00;"Menos de 200 camas";0;0;4;0;20;0;0;4;0;1;0;0;0;0;0;0;0
2013;492,00;"Menos de 200 camas";2;1;5;0;123;2;1;5;0;3;0;17;0;0;0;11;1
2013;811,00;"Menos de 200 camas";0;1;1;0;55;0;1;1;0;1;0;0;0;0;0;0;0
2013;812,00;"Menos de 200 camas";0;0;1;0;89;0;0;1;0;0;0;38;0;0;0;0;0
2013;832,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2013;841,00;"Menos de 200 camas";0;0;0;0;12;0;0;0;0;0;0;0;0;20;0;0;0
2013;856,00;"Menos de 200 camas";0;0;0;0;74;0;0;0;0;0;0;0;0;30;0;0;0
2013;859,00;"Menos de 200 camas";0;0;0;0;79;0;0;0;0;0;0;0;25;0;0;0;0
2013;861,00;"Menos de 200 camas";0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
2013;880,00;"Menos de 200 camas";0;0;0;0;97;0;0;0;0;0;0;0;0;40;0;0;0
2013;883,00;"Menos de 200 camas";0;0;0;0;21;0;0;0;0;0;0;0;21;0;0;0;0
2013;884,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;30;0;0;0
2013;877,00;"Menos de 200 camas";0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
2013;911,00;"200 - 500 camas";0;0;0;0;354;0;0;0;0;0;0;0;0;27;0;0;0
2013;913,00;"Menos de 200 camas";0;0;0;0;28;0;0;0;0;0;0;0;20;0;0;0;0
2013;922,00;"Menos de 200 camas";0;0;6;0;53;0;0;6;0;2;0;0;0;0;0;0;0
2013;923,00;"Menos de 200 camas";0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
2013;924,00;"Menos de 200 camas";0;0;0;0;46;0;0;0;0;0;0;28;0;0;0;0;0
2013;947,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2013;951,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;0;22;0;0;0
2013;1103,00;"Menos de 200 camas";0;0;0;0;109;0;0;0;0;0;0;0;0;30;0;0;0
2013;972,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2013;973,00;"Menos de 200 camas";0;0;2;1;30;0;0;2;1;2;0;0;0;0;10;5;2
2013;974,00;"Menos de 200 camas";0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0
2013;975,00;"Menos de 200 camas";0;0;0;0;101;0;0;0;0;0;0;0;0;25;0;0;0
2013;960,00;"Menos de 200 camas";0;0;0;0;198;0;0;0;0;0;0;0;0;40;0;0;0
2013;1028,00;"Menos de 200 camas";0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
2013;976,00;"200 - 500 camas";0;0;0;0;224;0;0;0;0;0;0;0;12;35;0;0;0
2013;977,00;"Menos de 200 camas";0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
2013;1020,00;"Menos de 200 camas";0;0;0;0;22;0;0;0;0;0;0;0;15;0;0;0;0
2013;994,00;"200 - 500 camas";6;3;5;0;245;6;3;5;0;6;0;23;0;0;0;30;0
2013;995,00;"Menos de 200 camas";0;0;0;0;76;0;0;0;0;0;0;0;0;30;0;0;0
2013;1060,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;35;0;0;0;0
2013;1005,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2013;1061,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2013;1006,00;"Menos de 200 camas";0;0;0;0;52;0;0;0;0;0;0;0;20;0;0;0;0
2013;1088,00;"Menos de 200 camas";0;0;5;0;5;0;0;3;0;0;0;0;0;0;0;3;3
2013;1089,00;"Menos de 200 camas";4;2;7;0;54;0;0;3;0;3;0;0;0;0;8;0;0
2013;1076,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2013;1078,00;"Menos de 200 camas";0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
2013;1033,00;"200 - 500 camas";0;0;12;0;301;0;0;12;0;3;0;47;0;0;0;0;0
2013;1036,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2013;1037,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;30;0;0;0;0
2013;1039,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;40;0;0;0;0
2013;1067,00;"200 - 500 camas";0;0;0;0;189;0;0;0;0;0;0;0;0;46;0;0;0
2013;1065,00;"200 - 500 camas";0;0;0;0;228;0;0;0;0;1;0;0;0;0;0;0;0
2013;1066,00;"Menos de 200 camas";4;3;6;0;83;4;3;6;0;2;0;6;0;0;0;12;0
2013;207,00;"Menos de 200 camas";1;1;7;0;92;1;1;7;0;4;0;8;0;0;0;0;0
2013;431,00;"Menos de 200 camas";0;0;0;0;156;0;0;0;0;1;0;0;0;0;0;0;0
2013;387,00;"Menos de 200 camas";4;2;3;0;110;2;2;3;0;3;0;6;0;0;1;0;0
2013;179,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2013;606,00;"Menos de 200 camas";3;2;3;0;105;3;2;3;0;4;1;16;0;0;0;0;0
2013;925,00;"501 - 1000 camas";28;8;24;1;822;28;8;20;1;15;0;58;49;0;35;0;0
2013;541,00;"Menos de 200 camas";6;2;4;0;103;6;2;4;0;3;0;1;0;0;0;0;0
2013;797,00;"Menos de 200 camas";2;2;5;0;102;2;2;5;0;4;0;4;0;0;0;9;0
2013;627,00;"200 - 500 camas";6;2;6;0;231;5;2;6;0;3;3;16;0;0;0;6;0
2013;173,00;"200 - 500 camas";0;0;0;0;330;0;0;0;0;0;0;0;4;0;0;0;0
2013;636,00;"501 - 1000 camas";20;3;17;1;460;20;3;17;1;11;0;22;0;18;0;17;3
2013;205,00;"Menos de 200 camas";0;0;3;0;33;0;0;3;0;1;0;0;0;0;0;0;0
2013;814,00;"Menos de 200 camas";0;0;1;0;20;0;0;1;0;1;0;0;0;0;1;0;1
2013;881,00;"Menos de 200 camas";2;1;3;1;34;2;1;3;1;1;0;0;0;0;0;0;0
2013;771,00;"501 - 1000 camas";46;2;18;2;562;46;2;18;2;11;3;10;0;0;21;0;0
2013;533,00;"Menos de 200 camas";4;1;1;1;48;4;1;1;1;2;0;1;0;0;4;0;1
2013;447,00;"200 - 500 camas";4;1;7;0;190;2;1;7;0;2;0;8;0;0;0;0;1
2013;815,00;"Menos de 200 camas";0;1;3;0;14;0;0;3;0;1;0;0;0;0;0;0;0
2013;801,00;"200 - 500 camas";23;2;10;1;482;23;2;10;1;8;3;25;0;0;3;20;10
2013;800,00;"Menos de 200 camas";0;0;3;0;116;0;0;3;0;2;0;0;0;0;0;0;0
2013;389,00;"200 - 500 camas";3;2;4;0;290;3;2;4;0;2;0;0;0;0;0;8;1
2013;695,00;"200 - 500 camas";10;3;8;1;275;10;3;8;1;7;2;36;0;0;4;12;3
2013;816,00;"Menos de 200 camas";2;1;4;0;95;2;1;4;0;1;0;7;0;0;0;10;2
2013;833,00;"Menos de 200 camas";2;1;5;0;110;2;1;5;0;3;0;5;0;0;9;10;1
2013;870,00;"Menos de 200 camas";2;2;6;1;60;1;2;6;1;2;0;1;0;0;0;0;0
2013;927,00;"Menos de 200 camas";1;1;2;0;44;0;1;2;0;1;0;1;0;0;0;0;1
2013;961,00;"200 - 500 camas";12;3;12;0;445;12;3;12;0;9;4;38;0;0;8;16;0
2013;962,00;"Menos de 200 camas";1;1;2;1;28;0;1;2;1;1;0;2;0;0;2;0;2
2013;1079,00;"Menos de 200 camas";2;1;2;1;40;2;1;2;1;1;0;0;0;0;0;0;0
2013;1101,00;"Menos de 200 camas";3;1;3;0;35;3;1;3;0;1;0;2;0;0;7;0;0
2013;666,00;"501 - 1000 camas";25;2;15;1;555;25;2;15;1;5;5;12;0;0;0;22;0
2013;392,00;"Menos de 200 camas";0;0;0;0;95;0;0;0;0;2;0;0;0;0;0;0;0
2013;790,00;"200 - 500 camas";0;0;7;0;253;0;0;7;0;4;0;36;85;0;6;0;0
2013;650,00;"Menos de 200 camas";2;2;3;0;132;2;2;3;0;3;0;14;0;0;0;8;0
2013;876,00;"200 - 500 camas";9;2;10;0;239;9;2;10;0;5;0;17;0;0;0;0;0
2013;944,00;"Menos de 200 camas";0;0;4;0;15;0;0;4;0;2;0;0;0;0;0;0;0
2013;952,00;"Menos de 200 camas";11;2;10;0;84;11;2;10;0;3;0;5;0;0;0;0;1
2013;54,00;"Menos de 200 camas";0;0;0;0;95;0;0;0;0;0;0;0;30;0;0;0;0
2013;367,00;"Menos de 200 camas";0;0;4;0;17;0;0;3;0;2;0;1;0;0;0;6;0
2013;538,00;"200 - 500 camas";8;2;9;0;250;8;2;9;0;6;1;22;12;0;0;19;3
2013;557,00;"Menos de 200 camas";3;2;5;0;85;3;2;4;0;2;0;13;0;0;0;6;0
2013;653,00;"Menos de 200 camas";5;2;5;0;134;2;2;5;0;5;2;14;0;0;6;0;0
2013;647,00;"Menos de 200 camas";2;2;6;0;78;2;2;4;0;8;0;2;0;0;0;6;0
2013;978,00;"501 - 1000 camas";23;2;13;1;513;22;2;13;1;15;1;18;20;0;0;23;0
2013;996,00;"Menos de 200 camas";4;1;4;0;61;1;1;4;0;3;0;9;0;0;0;12;4
2013;729,00;"Más de 1.000 camas";40;8;35;4;1051;35;8;35;4;19;1;72;80;0;32;0;5
2013;182,00;"Menos de 200 camas";5;1;7;0;138;5;1;7;0;3;0;0;0;0;0;9;1
2013;633,00;"Menos de 200 camas";0;0;5;0;140;0;0;5;0;2;0;0;0;0;0;23;0
