"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2013;113,00;56;0;36;0;1;0;0;152;0;152;0;52;0;31;0;1;0;0;134;0;134;0;15;0;2;0;1;0;0;43;0;43;0;14;0;2;0;1;0;0;40;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;76;25;36;4;3;59;21;22;0;0;17;6;8;0;0;14;4;6;0;0;0;0;0;0;0;0;0;0
2013;619,00;45;0;0;0;0;0;0;26;0;26;7;43;0;0;0;0;0;0;20;0;20;5;14;7;0;0;0;0;0;11;0;11;5;14;6;0;0;0;0;0;9;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;19;30;3;0;5;16;24;0;0;1;5;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0
2013;163,00;19;0;0;0;0;0;0;12;0;12;0;18;0;0;0;0;0;0;7;0;7;0;2;0;0;0;0;0;0;4;0;4;0;2;0;0;0;0;0;0;4;0;4;0;6;0;0;0;0;0;0;5;1;6;0;0;0;0;0;0;0;0;5;1;6;0;8;0;0;11;1;4;0;0;9;0;0;0;0;4;1;0;0;0;4;0;0;0;0;2;0;0;0;0;2;0
2013;131,00;6;0;0;0;0;0;0;15;0;15;0;4;0;0;0;0;0;0;13;0;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;375,00;33;0;0;3;0;0;0;30;4;34;0;32;0;0;3;0;0;0;28;3;31;0;18;0;0;4;0;0;0;10;2;12;0;16;0;0;1;0;0;0;10;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;42;9;10;0;0;36;6;4;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2013;1090,00;916;24;18;53;4;0;1;682;163;845;0;856;24;16;42;4;0;1;646;140;786;0;319;8;5;15;0;0;4;136;24;160;0;304;8;5;15;0;0;2;132;22;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;6;299;357;347;19;6;206;303;220;2;0;18;36;25;1;0;13;35;15;0;0;0;0;0;0;0;0;0;0
2013;764,00;889;29;0;38;9;2;0;613;157;770;0;792;27;0;28;9;2;0;592;134;726;0;81;2;0;0;0;0;0;21;16;37;0;75;2;0;0;0;0;0;21;15;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;13;62;243;379;12;12;2;194;230;0;0;0;5;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0
2013;14,00;28;0;0;0;0;0;0;19;1;20;0;25;0;0;0;0;0;0;19;0;19;0;9;0;0;0;0;0;0;3;0;3;0;8;0;0;0;0;0;0;3;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;10;3;15;1;0;10;3;9;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2013;657,00;119;6;0;7;0;0;0;102;26;128;0;100;4;0;6;0;0;0;101;23;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;13;43;48;1;2;0;30;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;362,00;59;0;0;2;0;0;0;31;13;44;0;46;0;0;1;0;0;0;29;13;42;0;12;0;0;0;0;0;0;4;3;7;0;12;0;0;0;0;0;0;4;3;7;0;0;4;1;1;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;10;0;4;18;37;3;0;0;15;24;2;0;0;6;9;0;0;0;6;8;0;0;0;0;0;0;0;0;0;0
2013;989,00;130;6;0;8;3;1;0;87;24;111;0;128;4;0;5;2;1;0;83;21;104;0;10;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;3;2;0;13;28;2;1;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;990,00;109;6;0;5;1;1;1;104;21;125;0;97;6;0;5;1;1;1;94;17;111;0;13;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;3;38;37;6;1;1;29;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;680,00;895;27;2;20;0;0;0;731;103;834;0;727;25;2;15;0;0;0;708;86;794;0;21;1;0;0;0;0;0;5;0;5;0;17;1;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;7;117;251;293;23;7;25;218;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;411,00;61;5;0;3;0;0;1;75;14;89;0;45;5;0;2;0;0;1;61;10;71;0;20;0;0;0;0;0;0;14;6;20;0;16;0;0;0;0;0;0;14;4;18;0;3;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8;0;31;36;21;6;0;27;27;4;0;0;7;6;0;0;0;2;4;0;0;0;2;0;2;0;0;0;0;0
2013;241,00;65;0;0;0;0;0;0;71;0;71;0;52;0;0;0;0;0;0;54;0;54;0;24;0;0;0;0;0;0;22;0;22;0;17;0;0;0;0;0;0;22;0;22;0;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4;0;2;27;5;2;0;0;19;5;0;0;0;3;5;0;0;0;3;5;1;0;0;0;0;0;0;0;0;0
2013;558,00;312;11;0;10;0;0;1;180;38;218;0;271;11;0;4;0;0;1;173;30;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;25;90;125;11;1;3;76;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;167,00;2;0;0;0;0;0;0;4;0;4;0;2;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;248,00;66;0;0;3;0;0;0;56;19;75;0;51;0;0;3;0;0;0;46;15;61;0;10;0;0;2;0;0;0;10;1;11;0;10;0;0;2;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;24;30;31;2;0;21;23;21;0;0;0;4;10;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0
2013;224,00;20;0;0;0;0;0;0;17;6;23;0;15;0;0;0;0;0;0;13;5;18;0;2;2;0;0;0;0;0;2;0;2;0;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;11;12;3;0;0;8;9;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
