"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2013;591,00;483;18;0;14;0;0;0;380;60;440;3;382;16;0;8;0;0;0;370;54;424;3;37;2;0;1;0;0;0;15;0;15;0;28;2;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5;28;159;147;12;5;14;120;68;0;0;0;3;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2013;586,00;454;15;0;20;0;0;0;319;78;397;0;379;14;0;12;0;0;0;304;71;375;0;10;1;0;1;0;0;0;5;0;5;0;9;0;0;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;34;107;149;2;2;6;85;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;453,00;85;0;0;7;2;1;2;82;6;88;0;69;0;0;4;2;1;2;77;5;82;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;15;24;40;2;1;11;18;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;145,00;1;0;0;0;0;0;0;6;0;6;0;1;0;0;0;0;0;0;6;0;6;0;7;0;0;1;0;0;0;1;1;2;0;6;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;1;16;2;0;0;1;9;2;0;0;0;0;0;0;0;0;0;0;0
2013;511,00;298;14;0;13;0;0;0;200;54;254;0;240;14;0;9;0;0;0;199;49;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;17;112;83;7;3;10;91;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;530,00;280;17;0;16;0;0;0;255;40;295;0;224;15;0;12;0;0;0;251;37;288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;14;82;97;6;1;4;58;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6,00;24;0;0;0;0;0;0;67;0;67;0;22;0;0;0;0;0;0;56;0;56;0;16;0;0;0;0;0;0;10;0;10;0;13;0;0;0;0;0;0;10;0;10;0;0;6;0;5;0;1;0;0;0;0;0;0;6;0;4;0;1;0;0;0;0;0;2;0;2;10;22;1;0;0;7;17;0;0;0;3;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2013;161,00;12;0;0;0;6;0;1;29;0;29;0;4;0;0;0;3;0;1;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;25;31;124;2;2;18;7;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;623,00;355;10;0;9;0;0;0;307;0;307;70;285;9;0;7;0;0;0;288;0;288;60;6;2;0;2;0;0;0;6;0;6;2;5;2;0;2;0;0;0;6;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;14;127;128;5;5;0;106;72;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2013;489,00;5;0;0;1;0;0;0;8;0;8;1;4;0;0;1;0;0;0;6;0;6;1;0;0;0;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;8;6;3;3;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;875,00;61;0;0;6;0;0;0;69;24;93;0;53;0;0;4;0;0;0;68;13;81;0;8;0;0;2;0;0;0;11;2;13;0;8;0;0;2;0;0;0;10;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;0;4;57;30;6;0;0;43;18;1;0;0;18;0;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0
2013;940,00;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;2;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2013;946,00;59;4;0;2;0;0;65;0;0;0;0;48;4;0;2;0;0;49;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;39;59;0;2;0;27;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1023,00;228;9;0;7;0;1;0;162;23;185;0;180;7;0;5;0;1;0;139;16;155;0;22;3;0;0;0;0;0;6;6;12;6;16;2;0;0;0;0;0;6;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;74;56;1;1;0;57;17;13;0;0;25;3;4;0;0;18;3;0;0;0;0;0;0;0;0;0;0
2013;1054,00;213;9;0;8;0;1;3;118;26;144;3;184;8;0;5;0;1;3;101;19;120;0;18;2;0;0;0;0;0;7;1;8;2;17;2;0;0;0;0;0;7;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1;0;67;47;17;1;0;55;13;1;0;0;5;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2013;1057,00;70;0;0;5;1;1;0;65;8;73;0;50;0;0;3;1;1;0;63;5;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;41;23;28;1;2;16;19;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1031,00;2;0;0;1;1;0;0;3;0;3;0;2;0;0;1;1;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;1;0;6;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2013;1032,00;203;11;2;6;0;1;0;143;28;171;0;166;11;1;5;0;1;0;130;20;150;0;15;3;0;1;0;0;0;0;5;5;0;10;2;0;1;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;76;42;1;1;0;47;3;12;0;0;25;0;3;0;0;17;0;0;0;0;0;0;0;0;0;0;0
2013;1064,00;36;10;0;3;0;0;0;26;0;26;0;25;8;0;1;0;0;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;3;0;0;9;2;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;226,00;40;0;0;1;0;0;4;42;11;53;0;30;0;0;1;0;0;3;39;7;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;10;0;9;21;15;4;0;3;20;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;687,00;166;9;0;5;1;0;0;115;39;154;0;127;8;0;2;0;0;0;107;30;137;0;32;4;0;1;0;0;0;27;8;35;0;30;3;0;0;0;0;0;27;6;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;5;67;66;8;1;1;49;51;4;0;1;10;20;3;0;0;10;18;0;0;0;0;0;0;0;0;0;0
2013;745,00;1135;37;0;25;7;0;0;764;176;940;0;954;32;0;19;5;0;0;705;134;839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;59;306;474;7;10;0;241;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;109,00;32;1;0;4;0;0;14;40;0;40;0;25;1;0;2;0;0;5;37;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;0;0;1;0;0;0;0;0;6;3;0;0;0;1;0;0;0;0;0;2;0;30;43;11;0;0;25;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;808,00;331;23;0;14;0;0;0;279;96;375;0;266;18;0;11;0;0;0;256;78;334;0;24;0;0;3;0;0;0;13;0;13;0;19;0;0;1;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;2;89;106;0;19;2;64;78;0;0;0;2;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2013;971,00;47;0;0;4;0;0;0;32;15;47;0;32;0;0;1;0;0;0;24;13;37;0;3;0;0;0;0;0;0;3;0;3;0;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;20;20;0;3;0;9;16;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2013;128,00;17;0;0;1;0;0;0;14;4;18;0;15;0;0;0;0;0;0;14;3;17;0;3;0;0;0;0;0;0;1;1;2;0;3;0;0;0;0;0;0;0;0;0;0;2;3;0;2;0;1;0;0;0;0;0;0;3;0;2;0;1;0;0;0;0;0;1;0;10;5;7;0;0;10;4;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2013;919,00;388;8;0;7;3;0;0;291;52;343;0;352;8;0;5;3;0;0;272;49;321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;33;120;211;5;5;0;81;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;725,00;847;29;3;24;2;3;0;631;146;777;0;668;25;0;16;2;3;0;618;118;736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;273;239;354;8;5;196;180;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;3,00;9;0;0;0;0;0;1;26;0;26;9;9;0;0;0;0;0;1;23;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;9;4;0;0;0;7;4;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2013;386,00;5;0;0;0;1;0;0;11;1;12;0;5;0;0;0;1;0;0;10;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;2;0;1;1;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;306,00;23;0;0;0;2;0;0;169;3;172;6;19;0;0;0;2;0;0;104;1;105;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;25;9;97;2;3;0;5;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;5;1;6;0;5;0;0;2;0;0;0;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;0;1;0;4;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2013;264,00;41;0;0;0;0;0;0;43;0;43;0;36;0;0;0;0;0;0;38;0;38;0;4;0;0;1;0;0;0;7;0;7;0;4;0;0;0;0;0;0;7;0;7;0;8;6;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;3;0;0;25;11;1;0;0;19;0;0;0;0;12;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
2013;867,00;3;0;0;0;0;0;0;2;1;3;0;2;0;0;0;0;0;0;2;1;3;0;4;0;0;0;0;0;0;7;0;7;0;3;0;0;0;0;0;0;7;0;7;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;0;5;2;2;0;0;4;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2013;910,00;239;7;3;8;0;0;0;154;50;204;63;194;3;1;6;0;0;0;147;43;190;62;28;2;0;4;0;0;0;12;6;18;2;25;1;0;1;0;0;0;12;6;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;72;88;112;5;2;37;68;51;0;0;0;1;3;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2013;1053,00;280;11;0;7;0;0;0;200;52;252;0;245;9;0;4;0;0;0;197;41;238;0;18;0;0;0;0;0;0;14;3;17;0;17;0;0;0;0;0;0;14;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;98;92;109;2;2;64;81;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1055,00;408;12;1;7;0;1;0;291;61;352;0;325;10;0;3;0;1;0;264;47;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3;38;159;231;15;3;7;123;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1081,00;6;0;0;7;5;2;0;19;0;19;0;4;0;0;6;4;2;0;17;0;17;0;1;0;0;1;1;1;0;2;0;2;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;10;0;1;0;1;10;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
