"año";"NCODI";"inver_iIntangible";"inver_IMaterial";"inver_IMterrenos";"inver_IMresto";"inver_Otras";"inver_Total"
2013;113,00;0;183294;0;183294;0;183294
2013;619,00;140079;2684976;0;2684976;0;2825055
2013;163,00;4010;136270;0;136270;0;140280
2013;131,00;1065;5878;0;5878;0;6943
2013;375,00;0;0;0;0;0;0
2013;1090,00;0;3929782;0;3929782;0;3929782
2013;764,00;0;709587;0;709587;0;709587
2013;14,00;4686;6080595;0;6080595;0;6085281
2013;657,00;0;69464;0;69464;0;69464
2013;362,00;0;230089;0;230089;0;230089
2013;989,00;0;70653;0;70653;0;70653
2013;990,00;0;5778;0;5778;0;5778
2013;680,00;0;293141;0;293141;0;293141
2013;411,00;0;1662389;1662389;0;0;1662389
2013;241,00;77520;676661;0;676661;0;754181
2013;558,00;0;57101;0;57101;0;57101
2013;167,00;0;1500;0;1500;0;1500
2013;248,00;750655;830985;0;830985;0;1581640
2013;224,00;22093;624680;0;624680;0;646773
2013;591,00;222300;136347;0;136347;0;358647
2013;586,00;0;244696;0;244696;0;244696
2013;453,00;0;0;0;0;0;0
2013;145,00;0;0;0;0;0;0
2013;511,00;0;0;0;0;0;0
2013;530,00;0;84788;0;84788;54148;138936
2013;6,00;0;221548;0;221548;0;221548
2013;161,00;0;0;0;0;0;0
2013;623,00;0;0;0;0;341916;341916
2013;489,00;0;3934;0;3934;608491;612425
2013;875,00;6090;695176;0;695176;0;701266
2013;940,00;0;0;0;0;0;0
2013;946,00;23528;1506990;733634;773356;0;1530518
2013;1023,00;569843;811443;0;811443;0;1381286
2013;1054,00;0;0;0;0;0;0
2013;1057,00;0;0;0;0;0;0
2013;1031,00;10186;310639;0;310639;0;320825
2013;1032,00;273121;384166;0;384166;0;657287
2013;1064,00;110463;71977;0;71977;0;182440
2013;226,00;50158;1270051;0;1270051;0;1320209
2013;687,00;0;9000;0;9000;0;9000
2013;745,00;0;0;0;0;0;0
2013;109,00;70378;525171;0;525171;0;595549
2013;808,00;0;2277764;0;2277764;0;2277764
2013;971,00;81371;0;0;0;0;81371
2013;128,00;0;67241;0;67241;0;67241
2013;919,00;4950;0;0;0;0;4950
2013;725,00;0;875709;0;875709;0;875709
2013;3,00;0;80345;0;80345;0;80345
2013;386,00;0;0;0;0;0;0
2013;306,00;1;1;1;0;1;3
2013;15,00;13212;134520;134520;0;0;147732
2013;264,00;0;407905;407905;0;0;407905
2013;867,00;0;169781;0;169781;0;169781
2013;910,00;0;163510;0;163510;0;163510
2013;1053,00;0;110487;0;110487;0;110487
2013;1055,00;0;116015;0;116015;0;116015
2013;1081,00;0;11319;0;11319;0;11319
2013;1099,00;0;0;0;0;0;0
2013;529,00;0;90733;0;90733;14593;105326
2013;345,00;0;0;0;0;4927;4927
2013;515,00;32867;514275;0;514275;0;547142
2013;174,00;0;25326;10526;14800;0;25326
2013;523,00;29251;795055;7072;787983;4918581;5742887
2013;697,00;42844;385229;0;385229;0;428073
2013;239,00;168909;1693827;0;1693827;658021;2520757
2013;287,00;-2723356;108228;0;108228;2072578;-542550
2013;377,00;0;38771;0;38771;4217;42988
2013;692,00;0;0;0;0;0;0
2013;335,00;0;98827;0;98827;39272;138099
2013;435,00;0;545340;0;545340;0;545340
2013;423,00;40501;139910;0;139910;1703;182114
2013;351,00;143651;252002;0;252002;0;395653
2013;810,00;17358;59962;0;59962;729;78049
2013;830,00;615;351135;0;351135;0;351750
2013;892,00;0;549294;0;549294;0;549294
2013;921,00;0;471724;0;471724;1769426;2241150
2013;991,00;0;20536;0;20536;0;20536
2013;992,00;0;73048;0;73048;0;73048
2013;993,00;0;163365;0;163365;0;163365
2013;1070,00;0;873168;0;873168;0;873168
2013;1095,00;188759;1383466;0;1383466;3140447;4712672
2013;1094,00;8578;496711;0;496711;0;505289
2013;473,00;0;0;0;0;1;1
2013;663,00;304973;6436211;0;6436211;0;6741184
2013;552,00;0;320570;0;320570;0;320570
2013;772,00;2082958;4177939;0;4177939;2242805;8503702
2013;568,00;0;303953;0;303953;0;303953
2013;398,00;0;385312;0;385312;0;385312
2013;394,00;16330;322396;0;322396;0;338726
2013;614,00;2345;12191;0;12191;0;14536
2013;235,00;0;1907641;0;1907641;0;1907641
2013;616,00;80674;440323;0;440323;0;520997
2013;267,00;0;0;0;0;1;1
2013;565,00;113645;456142;0;456142;0;569787
2013;220,00;13595;230088;0;230088;0;243683
2013;278,00;16082;1560474;0;1560474;0;1576556
2013;107,00;4033;144154;0;144154;0;148187
2013;141,00;0;438796;0;438796;0;438796
2013;711,00;157998;1546105;0;1546105;276957;1981060
2013;204,00;0;46590;0;46590;0;46590
2013;579,00;84536;350850;0;350850;0;435386
2013;348,00;20998;463842;0;463842;0;484840
2013;766,00;312006;518537;0;518537;0;830543
2013;761,00;0;453053;0;453053;0;453053
2013;728,00;630910;3305991;0;3305991;0;3936901
2013;280,00;17140;349328;0;349328;10957846;11324314
2013;222,00;35542;1898364;197969;1700395;0;1933906
2013;276,00;18954;322336;0;322336;209156;550446
2013;11,00;0;451043;0;451043;0;451043
2013;302,00;0;319507;0;319507;801616;1121123
2013;682,00;100661;652156;0;652156;7045;759862
2013;279,00;4164;450782;0;450782;0;454946
2013;282,00;0;0;0;0;1;1
2013;281,00;0;2250729;0;2250729;68403;2319132
2013;183,00;0;146583;0;146583;0;146583
2013;610,00;143934;1215484;0;1215484;0;1359418
2013;116,00;0;55271;0;55271;0;55271
2013;115,00;0;950;0;950;0;950
2013;114,00;0;5213;0;5213;0;5213
2013;126,00;2380;2145;0;2145;0;4525
2013;119,00;0;94218;0;94218;0;94218
2013;770,00;70840;1465228;0;1465228;0;1536068
2013;583,00;54100;279664;0;279664;0;333764
2013;136,00;3612;36540;0;36540;0;40152
2013;469,00;36628;74289;0;74289;0;110917
2013;642,00;26131;81707;0;81707;1;107839
2013;674,00;286416;3101288;0;3101288;0;3387704
2013;193,00;2467;21828;0;21828;0;24295
2013;526,00;58746;868925;0;868925;0;927671
2013;698,00;0;37466706;0;37466706;0;37466706
2013;630,00;133842;374648;0;374648;0;508490
2013;124,00;4341;14337;0;14337;3105;21783
2013;364,00;0;1;0;1;0;1
2013;604,00;164055;27989816;0;27989816;0;28153871
2013;123,00;0;339179;50000;289179;0;339179
2013;310,00;10097;417994;0;417994;0;428091
2013;571,00;0;6423262;0;6423262;-5724969;698293
2013;296,00;2117;13247;0;13247;12000;27364
2013;566,00;0;3182748;0;3182748;0;3182748
2013;784,00;167479;4014227;0;4014227;0;4181706
2013;102,00;8045;192205;0;192205;-1118;199132
2013;379,00;0;1504728;0;1504728;0;1504728
2013;639,00;96036;424437;0;424437;0;520473
2013;457,00;34446;171845;0;171845;88294;294585
2013;609,00;32704;2564312;0;2564312;0;2597016
2013;101,00;0;39387;0;39387;6628;46015
2013;454,00;113141;428709;0;428709;0;541850
2013;318,00;21663;53498;0;53498;0;75161
2013;600,00;535097;269773;0;269773;0;804870
2013;545,00;279900;17682897;0;17682897;0;17962797
2013;100,00;40541;93269;0;93269;0;133810
2013;702,00;23012;2364736;0;2364736;0;2387748
2013;778,00;0;4111175;0;4111175;0;4111175
2013;341,00;0;113163;0;113163;20140;133303
2013;99,00;6333;104054;0;104054;754;111141
2013;767,00;34666;211340;0;211340;0;246006
2013;359,00;57022;432126;216063;216063;0;489148
2013;98,00;0;134638;0;134638;0;134638
2013;132,00;0;295143;0;295143;0;295143
2013;97,00;0;3062;0;3062;0;3062
2013;103,00;8612;42961;0;42961;22073;73646
2013;110,00;0;1323881;14321;1309560;0;1323881
2013;94,00;2117;18342;0;18342;0;20459
2013;91,00;0;649640;0;649640;0;649640
2013;664,00;332784;507521;0;507521;0;840305
2013;918,00;583269;20441751;0;20441751;0;21025020
2013;92,00;0;1291;0;1291;0;1291
2013;95,00;0;78185;0;78185;0;78185
2013;96,00;0;6834;0;6834;0;6834
2013;301,00;54739;148437;0;148437;0;203176
2013;492,00;68153;271287;0;271287;0;339440
