"año";"NCODI";"70_tIngresos";"700_particular";"701_AsegPriv";"701_1_AsistSanitaria";"701_2_AccTrafic";"702_MATEPSS";"704_SNS";"705_1_FdirectaSS";"705_2_FdirectaAPriv_MATEPSS";"706_OyEntiPublica";"708_bonificaciones";"709_Otros_Ips";"74_Total_Subvencion";"740_subvenciones";"741_otraSubvencion";"7X_restoIngresos";"total_ventasIngresos";"70_Hospital";"70_consulExter";"70_CMA";"70_hospDia";"70_Urgencia";"70_hospDom";"700_Hospital";"700_consulExter";"700_CMA";"700_hospDia";"700_Urgencia";"700_hospDom";"701_Hospital";"701_consulExter";"701_CMA";"701_hospDia";"701_Urgencia";"701_hospDom";"701_1Hospital";"701_1consulExter";"701_1CMA";"701_1hospDia";"701_1Urgencia";"701_1hospDom";"701_2Hospital";"701_2consulExter";"701_2CMA";"701_2hospDia";"701_2Urgencia";"701_2hospDom";"702_Hospital";"702_consulExter";"702_CMA";"702_hospDia";"702_Urgencia";"702_hospDom";"704_Hospital";"704_consulExter";"704_CMA";"704_hospDia";"704_Urgencia";"704_hospDom";"705_1Hospital";"705_1consulExter";"705_1CMA";"705_1hospDia";"705_1Urgencia";"705_1hospDom";"705_2Hospital";"705_2consulExter";"705_2CMA";"705_2hospDia";"705_2Urgencia";"705_2hospDom";"706_Hospital";"706_consulExter";"706_CMA";"706_hospDia";"706_Urgencia";"706_hospDom";"708_Hospital";"708_consulExter";"708_CMA";"708_hospDia";"708_Urgencia";"708_hospDom"
2013;990,00;278916;222;175181;71948;103233;103513;0;0;0;0;0;0;0;0;0;4296;283212;165133;5110;738;5709;127656;0;0;0;0;0;222;0;103677;4481;738;5709;84404;0;64383;3051;738;5709;26540;0;39294;1430;0;0;57864;0;61456;629;0;0;43030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;680,00;273034768;817568;3146060;934650;2211410;639214;2250698;266072769;0;108459;0;0;0;0;0;157063;273191831;3477677;45019;35467;12874;2674378;0;324687;9493;11472;7779;183953;0;478280;12299;8623;5095;2285462;0;392084;5316;8623;5095;165129;0;86196;6983;0;0;2120333;0;484228;4020;0;0;97050;0;2098564;13914;15372;0;103553;0;0;0;0;0;0;0;0;0;0;0;0;0;91918;5293;0;0;4360;0;0;0;0;0;0;0
2013;411,00;29494387;3662160;4222522;4222522;0;67931;2389010;0;0;19155220;-2456;0;0;0;0;1020233;30514620;11657091;12544618;1874450;1012852;2405317;0;793512;2695199;79295;0;94154;0;1803352;1790661;15417;122348;490744;0;1803352;1790661;15417;122348;490744;0;0;0;0;0;0;0;20402;31705;4909;0;10915;0;651307;1233177;503512;0;1014;0;0;0;0;0;0;0;0;0;0;0;0;0;8388518;6796332;1271317;890504;1808490;0;0;-2456;0;0;0;0
2013;241,00;19765210;1218517;10934851;10621336;313515;1826368;5220848;0;0;105746;0;458880;0;0;0;751695;20516905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;558,00;86744311;40566;667139;99859;567280;83585;118359;85834662;0;0;0;0;0;0;0;0;86744311;234705;15783;0;0;655490;0;24406;1182;0;0;14035;0;63557;6949;0;0;603836;0;55091;5187;0;0;35886;0;8466;1762;0;0;567950;0;44106;2319;0;0;27277;0;102636;5333;0;0;10342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;167,00;769946;106305;594098;594098;0;68823;720;0;0;0;0;0;0;0;0;425528;1195474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;248,00;40187629;5232351;18219225;18219225;0;379694;0;8492273;0;0;0;7864086;0;0;0;695747;40883376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;224,00;6774385;1335022;5229767;5229767;0;41853;0;0;68952;77433;0;21358;0;0;0;184151;6958536;2953253;2249447;401233;0;1189993;0;585787;578177;70470;0;100588;0;2343056;1488430;330763;0;1076987;0;2343056;1488430;321294;0;1076987;0;0;0;9469;0;0;0;6369;13597;0;0;12418;0;0;0;0;0;0;0;0;0;0;0;0;0;18041;50911;0;0;0;0;0;77433;0;0;0;0;0;40899;0;0;0;0
2013;591,00;134818031;327055;1351945;143704;1208241;192634;1159440;131786957;0;0;0;0;0;0;0;1771;134819802;1281418;49697;14785;12953;1428239;0;153936;4350;950;8380;52482;0;69348;5059;0;4460;1254326;0;38074;4382;0;4460;42966;0;31274;677;0;0;1211360;0;38397;12827;0;113;65876;0;1019737;27461;13835;0;55555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;586,00;130230913;71043;1412909;113250;1299659;148690;161930;128262214;0;174127;0;0;0;0;0;0;130230913;254315;57518;12473;0;1454214;0;31958;1387;0;0;14553;0;52238;19681;0;0;1349479;0;44864;5334;0;0;33182;0;7374;14347;0;0;1316297;0;40145;2731;2859;0;70045;0;129974;6019;9614;0;13392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27700;0;0;6745;0;0;0;0;0;0;0
