"año";"NCODI";"pacienteTot_hospDom";"visitaTot_hospDom"
2013;113,00;0;0
2013;619,00;0;0
2013;163,00;0;0
2013;131,00;0;0
2013;375,00;0;0
2013;1090,00;909;12584
2013;764,00;0;0
2013;14,00;0;0
2013;657,00;0;0
2013;362,00;0;0
2013;989,00;0;0
2013;990,00;0;0
2013;680,00;4077;28012
2013;411,00;0;0
2013;241,00;0;0
2013;558,00;1411;14502
2013;167,00;0;0
2013;248,00;0;0
2013;224,00;0;0
2013;591,00;462;12845
2013;586,00;3168;12983
2013;453,00;0;0
2013;145,00;0;0
2013;511,00;2507;13398
2013;530,00;1079;6833
2013;6,00;0;0
2013;161,00;0;0
2013;623,00;908;11435
2013;489,00;0;0
2013;875,00;0;0
2013;940,00;0;0
2013;946,00;0;0
2013;1023,00;812;9167
2013;1054,00;1336;21996
2013;1057,00;0;0
2013;1031,00;0;0
2013;1032,00;752;8436
2013;1064,00;0;0
2013;226,00;0;0
2013;687,00;0;0
2013;745,00;185;450
2013;109,00;0;0
2013;808,00;0;0
2013;971,00;0;0
2013;128,00;0;0
2013;919,00;159;1939
2013;725,00;0;0
2013;3,00;0;0
2013;386,00;0;0
2013;306,00;0;0
2013;15,00;0;0
2013;264,00;0;0
2013;867,00;0;0
2013;910,00;0;0
2013;1053,00;0;0
2013;1055,00;0;0
2013;1081,00;0;0
2013;1099,00;0;0
2013;529,00;0;0
2013;345,00;0;0
2013;515,00;0;0
2013;174,00;0;0
2013;523,00;0;0
2013;697,00;0;0
2013;239,00;0;0
2013;287,00;0;0
2013;377,00;0;0
2013;692,00;467;7197
2013;335,00;0;0
2013;435,00;0;0
2013;423,00;0;0
2013;351,00;0;0
2013;810,00;0;0
2013;830,00;0;0
2013;892,00;0;0
2013;921,00;0;0
2013;991,00;0;0
2013;992,00;0;0
2013;993,00;0;0
2013;1070,00;399;2446
2013;1095,00;0;0
2013;1094,00;0;0
2013;473,00;0;0
2013;663,00;189;205
2013;552,00;0;0
2013;772,00;434;5208
2013;568,00;0;0
2013;398,00;0;0
2013;394,00;0;0
2013;614,00;0;0
2013;235,00;0;0
2013;616,00;463;4835
2013;267,00;0;0
2013;565,00;0;0
2013;220,00;0;0
2013;278,00;0;0
2013;107,00;406;4213
2013;141,00;0;0
2013;711,00;0;0
2013;204,00;0;0
2013;579,00;0;0
2013;348,00;0;0
2013;766,00;0;0
2013;761,00;0;0
2013;728,00;0;0
2013;280,00;0;0
2013;222,00;0;0
2013;276,00;0;0
2013;11,00;0;0
2013;302,00;0;0
2013;682,00;0;0
2013;279,00;0;0
2013;282,00;0;0
2013;281,00;195;2551
2013;183,00;0;0
2013;610,00;0;0
2013;116,00;0;0
2013;115,00;0;0
2013;114,00;134;966
2013;126,00;0;0
2013;119,00;0;0
2013;770,00;916;9133
2013;583,00;540;5187
2013;136,00;403;4530
2013;469,00;87;1459
2013;642,00;411;5052
2013;674,00;154;419
2013;193,00;0;0
2013;526,00;0;0
2013;698,00;608;7222
2013;630,00;0;0
2013;124,00;0;0
2013;364,00;0;0
2013;604,00;587;6681
2013;123,00;0;0
2013;310,00;326;3151
2013;571,00;0;0
2013;296,00;0;0
2013;566,00;288;1944
2013;784,00;881;11515
2013;102,00;0;0
2013;379,00;0;0
2013;639,00;434;3075
2013;457,00;130;130
2013;609,00;0;0
2013;101,00;0;0
2013;454,00;0;0
2013;318,00;0;0
2013;600,00;297;1359
2013;545,00;0;0
2013;100,00;0;0
2013;702,00;405;3922
2013;778,00;304;1593
2013;341,00;0;0
2013;99,00;1481;8204
2013;767,00;574;3829
2013;359,00;0;0
2013;98,00;0;0
2013;132,00;0;0
2013;97,00;0;0
2013;103,00;0;0
2013;110,00;0;0
2013;94,00;0;0
2013;91,00;0;0
2013;664,00;27;348
2013;918,00;610;7716
2013;92,00;0;0
2013;95,00;0;0
2013;96,00;0;0
2013;301,00;0;0
2013;492,00;0;0
2013;811,00;0;0
2013;812,00;0;0
2013;832,00;0;0
2013;841,00;0;0
2013;856,00;0;0
2013;859,00;0;0
2013;861,00;0;0
2013;880,00;0;0
2013;883,00;0;0
2013;884,00;0;0
2013;877,00;0;0
2013;911,00;0;0
2013;913,00;0;0
2013;922,00;0;0
2013;923,00;0;0
2013;924,00;0;0
2013;947,00;0;0
2013;951,00;0;0
2013;1103,00;0;0
2013;972,00;0;0
2013;973,00;0;0
2013;974,00;0;0
2013;975,00;0;0
2013;960,00;23;667
2013;1028,00;0;0
2013;976,00;282;330
2013;977,00;0;0
2013;1020,00;0;0
2013;994,00;0;0
2013;995,00;0;0
2013;1060,00;0;0
2013;1005,00;0;0
2013;1061,00;0;0
2013;1006,00;0;0
2013;1088,00;0;0
2013;1089,00;0;0
2013;1076,00;0;0
2013;1078,00;0;0
2013;1033,00;472;4487
2013;1036,00;0;0
2013;1037,00;0;0
2013;1039,00;0;0
2013;1067,00;0;0
2013;1065,00;0;0
2013;1066,00;0;0
2013;207,00;0;0
2013;431,00;0;0
2013;387,00;0;0
2013;179,00;0;0
2013;606,00;0;0
2013;925,00;730;17137
2013;541,00;0;0
2013;797,00;0;0
2013;627,00;0;0
2013;173,00;0;0
2013;636,00;0;0
2013;205,00;0;0
2013;814,00;0;0
2013;881,00;0;0
2013;771,00;294;954
2013;533,00;86;864
2013;447,00;0;0
2013;815,00;0;0
2013;801,00;0;0
2013;800,00;0;0
2013;389,00;0;0
2013;695,00;400;593
2013;816,00;0;0
2013;833,00;0;0
2013;870,00;0;0
2013;927,00;5;8
2013;961,00;264;1529
2013;962,00;0;0
2013;1079,00;0;0
2013;1101,00;0;0
2013;666,00;1149;11650
2013;392,00;0;0
2013;790,00;388;11315
2013;650,00;1511;8881
2013;876,00;1174;12261
2013;944,00;0;0
2013;952,00;0;0
2013;54,00;0;0
2013;367,00;0;0
2013;538,00;0;0
2013;557,00;0;0
2013;653,00;0;0
2013;647,00;0;0
2013;978,00;0;0
2013;996,00;0;0
2013;729,00;0;0
2013;182,00;0;0
2013;633,00;0;0
2013;685,00;0;0
2013;683,00;0;0
2013;945,00;0;0
2013;953,00;0;0
2013;1022,00;0;0
2013;1049,00;0;0
2013;794,00;778;10282
2013;415,00;50;470
2013;592,00;0;0
2013;497,00;0;0
2013;726,00;178;3864
2013;272,00;0;0
2013;805,00;659;10673
2013;5,00;0;0
2013;234,00;0;0
2013;64,00;0;0
2013;842,00;398;4527
2013;843,00;233;4682
2013;1025,00;39;2301
2013;803,00;0;0
2013;211,00;0;0
2013;773,00;0;0
2013;424,00;0;0
2013;298,00;0;0
2013;594,00;0;0
2013;237,00;0;0
2013;16,00;0;0
2013;768,00;0;0
2013;617,00;0;0
2013;297,00;0;0
2013;105,00;0;0
2013;544,00;0;0
2013;804,00;0;0
2013;470,00;107;1075
2013;104,00;0;0
2013;20,00;0;0
2013;550,00;40;443
2013;112,00;0;0
2013;818,00;0;0
2013;914,00;0;0
2013;928,00;0;0
2013;964,00;0;0
2013;1026,00;0;0
2013;1068,00;0;0
2013;738,00;0;0
2013;404,00;229;11622
2013;274,00;0;0
2013;270,00;0;0
2013;676,00;0;0
2013;709,00;0;0
2013;754,00;0;0
2013;997,00;0;0
2013;734,00;162;1345
2013;299,00;0;0
2013;645,00;0;0
2013;17,00;0;0
2013;1046,00;0;0
2013;420,00;0;0
2013;802,00;0;0
2013;266,00;0;0
2013;580,00;0;0
2013;137,00;0;0
2013;769,00;0;0
2013;776,00;411;4378
2013;640,00;641;5194
2013;315,00;0;0
2013;40,00;0;0
2013;508,00;280;4033
2013;46,00;0;0
2013;590,00;372;4664
2013;777,00;851;16560
2013;897,00;2486;28370
2013;965,00;0;0
2013;671,00;0;0
2013;461,00;0;0
2013;376,00;0;0
2013;621,00;0;0
2013;793,00;313;668
2013;1102,00;0;0
2013;712,00;0;0
2013;32,00;0;0
2013;361,00;0;0
2013;486,00;0;0
2013;595,00;0;0
2013;433,00;0;0
2013;1058,00;0;0
2013;261,00;0;0
2013;730,00;0;0
2013;577,00;0;0
2013;788,00;0;0
2013;865,00;0;0
2013;979,00;0;0
2013;998,00;0;0
2013;221,00;0;0
2013;506,00;0;0
2013;727,00;218;2460
2013;355,00;0;0
2013;487,00;0;0
2013;938,00;0;0
2013;886,00;0;0
