"año";"NCODI";"u1";"u2";"u3";"u4";"u5";"u6";"u7";"u8";"u9";"u10";"u11";"u12";"u13";"u14";"u15";"u16";"u17";"u18";"u19";"u20";"u21";"u22";"u23";"u24";"u25";"u26";"u27";"u28";"u29";"u30";"u31";"u32";"u33";"u34";"u35";"u36";"u37";"u38";"u39";"u40";"u41";"u42";"u43";"u44";"u45";"u46";"u47";"u48";"u49";"u50";"u51";"u52";"u53";"u54";"u55";"u56";"u57";"u58";"u59";"u60";"u61";"u62";"u63";"u64";"u65";"u66";"u67";"u68";"u69";"u70";"u71";"u72";"u73";"u74";"u75";"u76";"u77";"u78";"u79";"u80";"u81";"u82";"u83";"u84";"u85";"u86";"u87";"u88";"u89";"u90";"u91";"u92";"u93";"u94";"u95";"u96";"u97";"u98";"u99";"u100";"u101";"u900"
2013;523,00;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;697,00;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2013;239,00;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0
2013;287,00;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2013;377,00;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2013;692,00;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0
2013;335,00;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;435,00;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2013;423,00;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;351,00;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;810,00;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;830,00;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1
2013;892,00;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;0;1;0
2013;921,00;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0
2013;991,00;0;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2013;992,00;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0
2013;993,00;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;1;0;0
2013;1070,00;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0
2013;1095,00;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1094,00;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2013;473,00;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;663,00;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1
2013;552,00;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2013;772,00;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1
2013;568,00;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;398,00;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;394,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;614,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;235,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;616,00;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2013;267,00;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;565,00;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;220,00;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;278,00;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;107,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;141,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;711,00;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1
2013;204,00;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2013;579,00;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;348,00;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2013;766,00;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0
2013;761,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;728,00;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;280,00;0;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2013;222,00;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2013;276,00;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0
2013;11,00;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;302,00;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;682,00;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2013;279,00;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0
2013;282,00;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2013;281,00;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2013;183,00;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0
2013;610,00;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
2013;116,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;115,00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;114,00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;126,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;119,00;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
2013;770,00;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1
2013;583,00;0;1;0;0;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2013;136,00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;469,00;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2013;642,00;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
