"año";"NCODI";"biopsias_hosp";"biopsias_CEP";"necropsias_hosp";"angio_hosp";"angio_CEP";"densiometrias_hosp";"densiometrias_CEP";"gamma_hosp";"gamma_CEP";"mamo_hosp";"mamo_CEP";"pet_hosp";"pet_CEP";"resonancia_hosp";"resonancia_CEP";"rx_hosp";"rx_CEP";"spect_hosp";"spect_CEP";"tac_hosp";"tac_CEP";"Colonosopia";"Broncoscopia";"ERCP"
2013;869,00;608;0;0;0;0;130;0;0;0;438;0;0;0;0;0;98652;0;0;0;1463;0;284;0;0
2013;955,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;983,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1002,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1015,00;22656;0;51;638;0;0;0;1846;0;3304;0;1677;0;11447;0;170354;0;144;0;16733;0;5059;458;292
2013;51,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;441,00;1023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4428;0;0;0;0;0;0;0;0
2013;327,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;690,00;9555;0;16;664;0;3777;0;0;0;4442;0;2435;0;8379;0;38468;0;2427;0;15068;0;2653;303;63
2013;262,00;2364;0;0;0;0;1211;0;0;0;1096;0;0;0;4961;0;23370;0;0;0;4199;0;2702;21;21
2013;403,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;312,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;589,00;0;0;0;0;0;0;0;0;0;416;0;0;0;0;0;44209;0;0;0;3270;0;1316;46;0
2013;665,00;5657;0;11;0;0;0;0;0;0;939;0;0;0;0;0;67835;0;0;0;8551;0;1221;97;0
2013;334,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1075,00;64313;0;180;1403;0;0;0;5689;0;16441;0;0;0;14456;0;130082;0;0;0;35530;0;6277;384;661
2013;751,00;89408;0;35;349;0;1379;0;3822;0;7021;0;0;0;9505;0;143749;18419;1166;0;21415;0;3201;791;438
2013;186,00;604;0;0;0;0;263;0;0;0;1049;0;0;0;6862;0;11442;0;0;0;1416;0;234;0;0
2013;646,00;2112;0;0;0;0;0;0;0;0;481;0;0;0;0;0;28799;0;0;0;2674;0;909;0;0
2013;536,00;0;0;0;0;0;0;0;0;0;982;0;0;0;0;0;28236;0;0;0;2276;0;961;0;0
2013;242,00;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0
2013;490,00;0;0;0;0;0;0;0;0;0;19068;0;0;0;0;0;10477;0;0;0;0;0;559;0;0
2013;500,00;4496;0;0;0;0;1694;0;570;0;2980;0;647;0;12256;0;30160;0;35;0;5485;0;1671;68;17
2013;206,00;0;0;0;0;0;1271;0;0;0;1299;0;0;0;10193;0;10858;0;0;0;1514;0;277;9;0
2013;58,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;572,00;9494;0;23;0;0;0;0;0;0;3901;0;0;0;5277;0;103510;0;0;0;9249;0;2913;302;112
2013;180,00;430;0;0;0;0;0;0;0;0;7537;0;0;0;0;0;1621;0;0;0;0;0;0;0;0
2013;549,00;2451;0;7;0;0;0;0;0;0;1024;0;0;0;0;0;29455;0;0;0;2116;0;466;28;0
2013;582,00;2154;0;8;0;0;0;0;0;0;2931;0;0;0;0;0;35451;0;0;0;3062;0;500;0;27
2013;743,00;11866;0;58;0;0;0;0;0;0;4178;0;0;0;6879;0;126628;38914;0;0;15802;0;3985;207;192
2013;795,00;7277;0;0;0;0;0;0;0;0;16862;0;0;0;0;0;6438;0;0;0;0;0;0;0;0
2013;269,00;75;0;0;0;0;32;0;0;0;0;0;0;0;3115;0;27015;0;0;0;0;0;530;0;0
2013;634,00;4588;0;8;0;0;0;0;0;0;3477;0;0;0;7060;0;43929;0;0;0;5324;0;1507;49;163
2013;1,00;0;0;0;0;0;0;0;0;0;1986;0;0;0;0;0;145325;0;0;0;0;0;72;57;0
2013;717,00;5034;0;9;0;0;0;0;0;0;1537;0;0;0;3824;0;55274;0;0;0;7541;0;1420;119;0
2013;373,00;0;0;0;0;0;0;0;0;0;4734;0;0;0;0;0;4064;0;0;0;0;0;0;0;0
2013;535,00;7733;0;6;0;0;0;0;0;0;5862;0;0;0;3861;0;32295;15579;0;0;5688;0;2080;52;47
2013;824,00;25649;0;111;740;0;6731;0;5133;0;10652;0;0;0;14574;0;222640;57797;1116;0;40935;0;4733;684;292
2013;888,00;2113;0;1;0;0;0;0;0;0;3439;0;0;0;0;0;34279;0;0;0;3591;0;607;29;0
2013;902,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0
2013;968,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;346,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;27,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;165,00;852;0;0;0;0;0;0;0;0;691;0;0;0;0;0;6988;0;0;0;1024;0;382;0;0
2013;956,00;13354;0;0;0;0;829;0;0;0;4442;0;0;0;7839;0;123664;0;0;0;15173;0;3161;366;656
2013;413,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;149,00;0;0;0;0;0;0;0;0;0;722;0;0;0;0;0;1672;0;0;0;0;0;0;0;0
2013;612,00;0;0;0;0;0;1284;0;0;0;4368;0;0;0;7456;0;25781;0;0;0;3105;0;1832;0;0
2013;559,00;576;0;0;0;0;0;0;0;0;737;0;0;0;1209;0;5433;0;0;0;499;0;555;0;0
2013;7,00;0;0;0;0;0;0;0;0;0;575;0;0;0;0;0;2651;0;0;0;357;0;0;0;0
2013;283,00;2480;0;0;430;0;1724;0;4301;0;6013;0;1456;0;12548;0;45300;0;47;0;6905;0;1763;17;32
2013;37,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;153,00;2917;0;0;0;0;1287;0;0;0;4375;0;0;0;11209;0;58201;0;0;0;4935;0;937;52;0
2013;547,00;9964;0;5;0;0;0;0;0;0;1088;0;0;0;0;0;68617;0;0;0;6548;0;1711;585;0
2013;397,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;0;0;0;0;0;0;0;0
2013;556,00;4457;0;12;0;0;0;0;0;0;825;0;0;0;0;0;39246;0;0;0;2854;0;971;0;0
2013;42,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;31,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;740,00;19326;0;32;4892;0;1578;0;3385;0;7910;9895;0;0;2604;0;118415;81191;1470;0;17789;0;6872;646;155
2013;217,00;1973;0;0;0;0;0;0;0;0;1119;0;0;0;2477;0;22412;0;0;0;1404;0;511;22;0
2013;863,00;500;0;0;0;0;0;0;0;0;339;0;0;0;5570;0;10036;0;0;0;1183;0;197;0;0
