"año";"NCODI";"partoVaginal";"cesareas";"rNacVivos";"vivos_menor2500";"exitusMaternal"
2013;113,00;0;0;0;0;0
2013;619,00;8;1;9;0;0
2013;163,00;0;0;0;0;0
2013;131,00;0;0;0;0;0
2013;375,00;0;0;0;0;0
2013;1090,00;2288;340;2680;206;0
2013;764,00;1723;528;2321;239;0
2013;14,00;323;197;525;0;0
2013;657,00;312;128;447;18;0
2013;362,00;35;11;46;0;0
2013;989,00;269;59;296;32;0
2013;990,00;332;136;473;1;0
2013;680,00;1758;541;2344;258;0
2013;411,00;282;245;506;21;0
2013;241,00;217;394;618;50;0
2013;558,00;696;301;1013;65;0
2013;167,00;5;6;11;5;0
2013;248,00;0;0;0;0;0
2013;224,00;161;55;217;6;0
2013;591,00;1074;308;1425;153;0
2013;586,00;1099;285;1405;121;0
2013;453,00;0;0;0;0;0
2013;145,00;0;0;0;0;0
2013;511,00;748;338;1103;66;0
2013;530,00;1105;275;1394;70;0
2013;6,00;205;307;512;48;0
2013;161,00;0;0;0;0;0
2013;623,00;796;264;1080;92;0
2013;489,00;35;7;41;2;0
2013;875,00;0;0;0;0;0
2013;940,00;0;0;0;0;0
2013;946,00;134;106;240;13;0
2013;1023,00;954;231;1203;73;0
2013;1054,00;785;315;1069;56;0
2013;1057,00;0;0;0;0;0
2013;1031,00;0;0;0;0;0
2013;1032,00;1209;279;1517;70;0
2013;1064,00;164;143;307;16;0
2013;226,00;270;216;486;17;0
2013;687,00;925;221;1155;71;0
2013;745,00;2450;648;3133;278;0
2013;109,00;207;202;414;1;0
2013;808,00;2008;547;2571;152;0
2013;971,00;0;0;0;0;0
2013;128,00;0;0;0;0;0
2013;919,00;713;255;980;63;0
2013;725,00;1841;585;2458;135;0
2013;3,00;0;0;0;0;0
2013;386,00;0;0;0;0;0
2013;306,00;0;0;0;0;0
2013;15,00;0;0;0;0;0
2013;264,00;218;133;351;5;0
2013;867,00;0;0;0;0;0
2013;910,00;378;263;649;4;0
2013;1053,00;698;293;1001;45;0
2013;1055,00;1108;350;1479;88;0
2013;1081,00;0;0;0;0;0
2013;1099,00;0;0;0;0;0
2013;529,00;0;0;0;0;0
2013;345,00;0;0;0;0;0
2013;515,00;0;0;0;0;0
2013;174,00;0;0;0;0;0
2013;523,00;0;0;0;0;0
2013;697,00;656;284;936;76;0
2013;239,00;0;0;0;0;0
2013;287,00;444;269;733;28;0
2013;377,00;0;0;0;0;0
2013;692,00;940;213;1168;25;0
2013;335,00;0;0;0;0;0
2013;435,00;99;55;156;3;0
2013;423,00;46;44;91;0;0
2013;351,00;0;0;0;0;0
2013;810,00;0;0;0;0;0
2013;830,00;785;158;955;0;0
2013;892,00;1620;355;2002;117;0
2013;921,00;477;354;831;45;0
2013;991,00;89;19;109;2;0
2013;992,00;700;146;854;29;0
2013;993,00;476;136;619;27;0
2013;1070,00;1324;567;1962;291;0
2013;1095,00;0;0;0;0;0
2013;1094,00;0;0;0;0;0
2013;473,00;2272;906;3230;367;0
2013;663,00;1084;328;1422;123;1
2013;552,00;0;0;0;0;0
2013;772,00;0;0;0;0;0
2013;568,00;0;0;0;0;0
2013;398,00;0;0;0;0;0
2013;394,00;0;0;0;0;0
2013;614,00;0;0;0;0;0
2013;235,00;0;0;0;0;0
2013;616,00;0;0;0;0;0
2013;267,00;1347;815;2204;143;0
2013;565,00;0;0;0;0;0
2013;220,00;277;184;463;23;0
2013;278,00;1047;642;1722;125;0
2013;107,00;0;0;0;0;0
2013;141,00;0;0;0;0;0
2013;711,00;1152;388;1573;141;0
2013;204,00;0;0;0;0;0
2013;579,00;0;0;0;0;0
2013;348,00;0;0;0;0;0
2013;766,00;0;0;0;0;0
2013;761,00;0;0;0;0;0
2013;728,00;0;0;0;0;0
2013;280,00;1296;1050;2422;197;0
2013;222,00;0;0;0;0;0
2013;276,00;2139;1234;3450;136;0
2013;11,00;227;146;380;12;0
2013;302,00;90;61;151;4;0
2013;682,00;0;0;0;0;0
2013;279,00;1651;758;2512;223;0
2013;282,00;1310;925;2274;138;0
2013;281,00;583;470;1101;33;0
2013;183,00;0;0;0;0;0
2013;610,00;0;0;0;0;0
2013;116,00;0;0;0;0;0
2013;115,00;0;0;0;0;0
2013;114,00;0;0;0;0;0
2013;126,00;0;0;0;0;0
2013;119,00;0;0;0;0;0
2013;770,00;1061;381;1466;140;0
2013;583,00;0;0;0;0;0
2013;136,00;0;0;0;0;0
2013;469,00;118;67;183;9;0
2013;642,00;789;205;999;34;0
2013;674,00;2383;812;3279;136;0
2013;193,00;0;0;0;0;0
2013;526,00;1329;422;1783;109;0
2013;698,00;0;0;0;0;0
2013;630,00;1214;301;1521;107;0
2013;124,00;0;0;0;0;0
2013;364,00;0;0;0;0;0
2013;604,00;1368;489;1922;122;0
2013;123,00;0;0;0;0;0
2013;310,00;0;0;0;0;0
2013;571,00;561;135;697;25;0
2013;296,00;0;0;0;0;0
2013;566,00;572;145;715;37;0
2013;784,00;1864;512;2411;210;0
2013;102,00;0;0;0;0;0
2013;379,00;0;0;0;0;0
2013;639,00;1235;299;1540;76;0
2013;457,00;0;0;0;0;0
2013;609,00;1757;933;2733;232;0
2013;101,00;0;0;0;0;0
2013;454,00;505;147;654;19;0
2013;318,00;0;0;0;0;0
2013;600,00;748;194;935;31;0
2013;545,00;1136;159;1305;120;0
2013;100,00;0;0;0;0;0
2013;702,00;1238;407;1654;138;0
2013;778,00;965;308;1290;59;0
2013;341,00;0;0;0;0;0
2013;99,00;0;0;0;0;0
2013;767,00;0;0;0;0;0
2013;359,00;0;0;0;0;0
2013;98,00;0;0;0;0;0
2013;132,00;0;0;0;0;0
2013;97,00;0;0;0;0;0
2013;103,00;0;0;0;0;0
2013;110,00;0;0;0;0;0
2013;94,00;0;0;0;0;0
2013;91,00;0;0;0;0;0
2013;664,00;971;256;1247;72;0
2013;918,00;2061;734;2985;451;0
2013;92,00;0;0;0;0;0
2013;95,00;0;0;0;0;0
2013;96,00;0;0;0;0;0
2013;301,00;0;0;0;0;0
2013;492,00;468;95;559;30;0
2013;811,00;200;134;336;22;0
2013;812,00;0;0;0;0;0
2013;832,00;0;0;0;0;0
2013;841,00;0;0;0;0;0
2013;856,00;0;0;0;0;0
2013;859,00;0;0;0;0;0
